row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,permit_number
4185,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312023
4190,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312166
4193,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312253
4197,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312300
4209,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250312413
4211,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312441
4213,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312475
4218,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312505
4224,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312587
4238,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250312761
4241,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250312781
4244,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312795
4250,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312804
4254,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250312850
4262,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312914
4268,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250312942
4297,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313134
4308,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313281
4309,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313284
4310,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313290
4317,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313397
4322,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313433
4323,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313443
4329,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250313505
4338,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413632
4342,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413690
4343,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413698
4356,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413751
4359,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250413764
4361,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413782
4369,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413863
4370,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413866
4371,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413876
4386,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413989
4387,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413993
4388,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250413999
4395,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414093
4398,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414097
4404,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414139
4406,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414186
4413,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414200
4414,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414214
4415,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414225
4416,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414227
4418,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414233
4427,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414326
4435,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414396
4436,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414409
4444,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414434
4447,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414443
4451,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414477
4454,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414514
4461,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414598
4464,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414677
4465,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414681
4466,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414683
4468,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414705
4469,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414748
4476,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414805
4477,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414814
4482,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414892
4485,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414902
4486,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414917
4487,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250414940
4490,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250414966
4498,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415064
4526,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415341
4532,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415382
4537,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250415425
4542,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415487
4546,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415548
4555,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250415592
4556,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415594
4561,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250415635
4562,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415636
4569,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415685
4580,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415780
4581,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415786
4582,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415800
4583,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415802
4592,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250415904
4596,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250415940
4601,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250415996
4603,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416006
4605,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416021
4606,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250416034
4608,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250416038
4611,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416094
4618,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416205
4633,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416452
4643,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416517
4657,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416684
4665,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416757
4666,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416778
4672,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416886
4673,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416893
4679,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250416955
4684,permit_class,grouped_majority,Residential-Multi-Family,0.9715639810426541,group_majority,True,PRSD20250417016
4690,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417130
4693,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417149
4700,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417203
4703,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417296
4719,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417585
4723,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417687
4724,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417697
4725,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417738
4727,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417761
4730,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417790
4731,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417826
4736,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417956
4737,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250417958
4742,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSD20250418089
4745,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20231042251
4752,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250104259
4757,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250206647
4766,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250312955
4770,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250414351
4775,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250415684
4776,permit_class,grouped_majority,Commercial,1.0,group_majority,True,PRSG20250415914
4781,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20240625444
4795,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250311358
4799,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250311945
4801,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250312243
4803,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250312739
4809,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250313360
4811,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250313532
4820,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250414120
4824,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250414860
4827,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250415164
4830,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250415251
4840,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSO20250417623
4849,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20240835814
4857,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20241248750
4867,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250205963
4875,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250207452
4879,permit_class,grouped_majority,Commercial,0.5714285714285714,group_majority,True,PRSPL20250207776
4886,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250208625
4891,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250309118
4892,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250309245
4893,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250309253
4898,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250309762
4899,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250309922
4911,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250310550
4920,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250310771
4923,permit_class,grouped_majority,Commercial,0.5714285714285714,group_majority,True,PRSPL20250311138
4931,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250311470
4937,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250311797
4938,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250311821
4940,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250311827
4944,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250311960
4949,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250312244
4952,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250312369
4953,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250312548
4955,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250312572
4961,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250312859
4963,permit_class,grouped_majority,Commercial,0.5714285714285714,group_majority,True,PRSPL20250313092
4966,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250313385
4972,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRSPL20250413847
4983,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRTM20240414646
4993,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRTM20250101299
4997,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRTM20250207781
4998,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRTM20250208230
5001,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRWH20250207282
5017,permit_class,grouped_majority,Residential-Multi-Family,0.968421052631579,group_majority,True,PRWH20250312917
5020,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRWH20250313479
5056,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,PRWH20250415040
25,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAC20250310791
26,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAC20250311117
34,permit_class,association_rules,Residential-Multi-Family,0.8056680161943319,matched_rules,True,PRAR20240518452
35,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20240521400
37,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20241147573
41,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250101267
48,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250207473
62,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250311660
64,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250311772
81,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250312826
84,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250312869
86,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250312887
97,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250313391
98,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250313412
103,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250313465
191,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250414252
322,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250415063
383,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250415447
413,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250415721
434,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250415962
469,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250416163
494,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250416298
570,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250416796
598,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250416989
605,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAR20250417028
680,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRAR20250417717
708,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PRAR20250417850
726,permit_class,association_rules,Residential-Multi-Family,0.819047619047619,matched_rules,True,PRAR20250418167
829,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250205437
838,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250207006
839,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRAS20250207008
843,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250207366
849,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250208434
850,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250208436
863,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250309359
868,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250309800
876,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250310216
886,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250310635
891,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250311011
893,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250311145
907,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250311638
914,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250311966
919,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312045
923,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312138
929,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312411
931,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312556
934,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312712
937,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312783
941,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250312905
945,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250313329
947,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250313358
950,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRAS20250413636
964,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRBD20180848080
968,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRBD20210735494
970,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRBD20210943956
973,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRBD20211153909
974,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRBD20211255616
983,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20240937646
986,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250101880
990,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250103875
996,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250207421
998,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250207760
1002,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250208584
1003,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250309034
1013,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRCP20250311471
1016,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20220838605
1020,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRCS20230623108
1024,permit_class,association_rules,Residential-Multi-Family,0.9538461538461538,matched_rules,True,PRCS20231043211
1025,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20231146140
1026,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20231249549
1027,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20231251630
1029,permit_class,association_rules,Residential-Multi-Family,0.8056680161943319,matched_rules,True,PRCS20231252058
1033,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20240309058
1038,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20240518895
1050,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PRCS20240939301
1053,permit_class,association_rules,Commercial,0.6470588235294118,matched_rules,True,PRCS20241040857
1061,permit_class,association_rules,Residential-Multi-Family,0.8056680161943319,matched_rules,True,PRCS20241144199
1062,permit_class,association_rules,Residential-Multi-Family,0.8974358974358974,matched_rules,True,PRCS20241146527
1067,permit_class,association_rules,Residential-Multi-Family,0.8056680161943319,matched_rules,True,PRCS20241248043
1075,permit_class,association_rules,Residential-Multi-Family,0.8974358974358974,matched_rules,True,PRCS20250206727
1077,permit_class,association_rules,Residential-Multi-Family,0.9538461538461538,matched_rules,True,PRCS20250208141
1080,permit_class,association_rules,Residential-Multi-Family,0.8974358974358974,matched_rules,True,PRCS20250309662
1090,permit_class,association_rules,Residential-Multi-Family,0.7378640776699029,matched_rules,True,PRCU20250205531
1096,permit_class,association_rules,Residential-Multi-Family,0.7378640776699029,matched_rules,True,PRCU20250311041
1099,permit_class,association_rules,Residential-Multi-Family,0.7378640776699029,matched_rules,True,PRCU20250311390
1100,permit_class,association_rules,Residential-Multi-Family,0.7378640776699029,matched_rules,True,PRCU20250311581
1109,permit_class,association_rules,Residential-Multi-Family,0.7378640776699029,matched_rules,True,PRCU20250313366
1121,permit_class,association_rules,Residential-Multi-Family,0.8225806451612903,matched_rules,True,PRDM20250204753
1122,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250309129
1125,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250310783
1132,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250312344
1134,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250312450
1139,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250313063
1144,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250413784
1145,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250413838
1149,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250414737
1152,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250415611
1155,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PRDM20250416236
1163,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20221150258
1164,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20230833958
1167,permit_class,association_rules,Residential-Multi-Family,0.8213058419243986,matched_rules,True,PREL20240413151
1171,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20240623989
1172,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20240624652
1177,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20240833437
1179,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20240834912
1180,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20240835046
1184,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PREL20240937174
1191,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241144868
1193,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241146153
1200,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241147350
1201,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241147587
1203,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241248675
1205,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241248794
1208,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241250761
1210,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241250985
1211,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241251523
1212,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20241251527
1216,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250100145
1222,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250100896
1227,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250101977
1228,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250102524
1229,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250102557
1242,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250206020
1250,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250206721
1253,permit_class,association_rules,Residential-Multi-Family,0.8558558558558559,matched_rules,True,PREL20250207189
1257,permit_class,association_rules,Res.1&2 or Guest House,1.0,matched_rules,True,PREL20250207752
