permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-4982,Finaled,"Building Permit No Plan Check",,,"13271 Frati Ln Graton [GRA]",,080-040-012,,"Remove (E) NG Tanked Water Heater located in laundry room. Install (N) NG Tanked Water Heater in same location"
BLD25-4984,,"Building Permit No Plan Check",,,"3403 Santa Rosa Ave Bellevue [BEL]",,134-123-037,,"REROOF OVER (E) MINERAL SURFACE, INSTALL 60MIL TPO ROOF SYSTEM - MIN .63 AGED SOLAR REFLECTANCE AND 0.75 THERMAL EMITTANCE OF 75 SOLAR REFLECTANCE INDEX"
BLD25-4985,,"Building Permit No Plan Check",,,"4120 Laughlin Rd Santa Rosa [SRO]",,057-070-029,,"Replace existing electrical service with new 400 amp 480V service"
BLD25-4987,,"Building Permit No Plan Check",,,"67 Fairlie Dr Windsor [WIN]",,058-142-004,,"Install the new panel 100 A for the ADU it and install three mini splits, T24 uploaded to documents"
BLD25-4990,,"Building Permit No Plan Check",,,"4890 Grange Rd Bennett Valley [BEN]",,049-091-031,,"Remove (E) Electric Tanked WH located in utility closer. Install (N) 30G Electric Tanked WH in same location"
BLD25-4992,,"Building Permit No Plan Check",,,"880 E Verano Ave Agua Caliente [AGU]",,127-093-072,,"Detached Garage, T/O 15 sqrs, Install Class A Comp"
BLD25-4993,,"Building Permit No Plan Check",,,"880 E Verano Ave Agua Caliente [AGU]",,127-093-072,,"SFD, T/O 30 sqrs, Install Class A Comp"
BLD25-4994,,"Building Permit No Plan Check",,,"349 Calle Del Monte Agua Caliente [AGU]",,056-415-019,,"remove existing tar and gravel roof material, roof slope 3/12 appropriate for comp asphalt shingles, install new GAF HDZ RS CLASS A comp shingles over 2 layers of felt. Class A roof system."
BLD25-4996,,"Building Permit No Plan Check",,,"8704 Bohemian Hwy Monte Rio [MRO]",,096-020-002,,"SFD. Tear off and reroof 15 squares using class ""A"" composition shingles over new felt and plywood. SELF CERT."
BLD25-5000,,"Building Permit No Plan Check",,,"808 Pepper Rd Petaluma [PET]",,113-173-057,,"Change out existing 125A meter main and install new 200a meter main"
BLD25-5001,Finaled,"Building Permit No Plan Check",,,"194 Avenida Barbera Sonoma [SON]",,142-231-026,,"REPLACE 40 GALLON GAS WATER HEATER LIKE FOR LIKE LOCATED IN GARAGE"
BLD25-5005,,"Building Permit No Plan Check",,,"17199 Park Ave Agua Caliente [AGU]",,056-213-005,,"SFD, T/O approx 6 sqrs, Install Class A Comp. to include window replacement throughout-like for like"
BLD25-5006,,"Building Permit No Plan Check",,,"1200 Eastman Ln Petaluma [PET]",,021-030-088,,"SFD; 43sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles Main House"
BLD25-5007,,"Building Permit No Plan Check",,,"1200 Eastman Ln Petaluma [PET]",,021-030-088,,"SFD; 9sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Barn"
BLD25-5008,,"Building Permit No Plan Check",,,"3803 Bohemian Hwy Graton [GRA]",,074-300-033,,"New footing drain at existing residence, piped to street. Please note that all the ""Re-roofing, siding, windows, mechanical"" etc sections below are NA, but cannot be deleted."
BLD25-5008,,"Building Permit No Plan Check",,,"3803 Bohemian Hwy Graton [GRA]",,074-300-033,,"New footing drain at existing residence, piped to street. Please note that all the ""Re-roofing, siding, windows, mechanical"" etc sections below are NA, but cannot be deleted."
BLD25-5009,,"Building Permit No Plan Check",,,"21896 Moscow Rd Monte Rio [MRO]",,095-012-012,,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-5013,,"Building Permit No Plan Check",,,"14528 Redwood Ln Forestville [FOR]",,071-030-014,,"Remove tar and gravel and replace with 60mil Class A PVC System."
BLD25-5014,,"Building Permit No Plan Check",,,"11285 Peaks Pike Rd Graton [GRA]",,061-010-059,,"SFD; 31sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-5016,,"Building Permit No Plan Check",,,"8446 Appleseed Way Twin Hills [TWI]",,076-100-031,,"(1) R8 DUCTS SUPPLY: 7 RETURN: 1 ENTIRELY NEW: NO"
BLD25-5017,,"Building Permit No Plan Check",,,"2133 Schaeffer Rd Twin Hills [TWI]",,025-030-064,,"SFD; 48sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-5019,Finaled,"Building Permit No Plan Check",,,"4717 Dry Creek Rd Geyserville [GEY]",,090-210-032,,"SFD. Replace air handler and heat pump condenser"
BLD25-5020,,"Building Permit No Plan Check",,,"829 Hwy 1 Bodega Bay [BBY]",,100-100-029,,"COMM 131sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles - Main Building"
BLD25-5021,,"Building Permit No Plan Check",,,"193 Airport Blvd E Windsor [WIN]",,039-025-067,,"For Apt #118: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-5022,,"Building Permit No Plan Check",,,"4722 Sunshine Ave Rincon Valley [RIN]",,182-120-014,,"Reroof 3500 sqft. Install new torch down"
BLD25-5024,Finaled,"Building Permit No Plan Check",,,"16215 Main St Guerneville [GUE]",,070-040-036,,"Repair and/or replace damaged siding 6' x 8' and re-paint Replace existing service utility door - note: not an accessibility door and not an emergency exit. replace one sheet of interior drywall"
BLD25-5025,Finaled,"Building Permit No Plan Check",,,"8453 Oak Ave Forestville [FOR]",,082-031-007,,"Tear off and reroof 21 squares with a class a fire rated roof system using GAF Tiger Paw underlayment and GAF HDZ lifetime shingle. Self Cert"
BLD25-5026,Finaled,"Building Permit No Plan Check",,,"2502 Joy Rd Occidental [OCC]",,073-230-007,,"Tear off and reroof main house with a class a fire rated roof system using GAF Tiger Paw Underlayment and GAF HDZ lifetime shingle. self cert."
BLD25-5027,,"Building Permit No Plan Check",,,"716 Santa Ana Dr Santa Rosa [SRO]",,044-152-001,,"716 Santa Ana Dr, Santa Rosa Remove existing Low slope roofing and existing shingles. Install new asphalt shingles Class A and New 60 Mil PVC Single Ply roof system to low slope section -Self certification -1841 sq ft"
BLD25-5029,,"Building Permit No Plan Check",,,"1621 Geysers Rd Geyserville [GEY]",,131-060-018,,"Self-certified single-family dwelling 12 sq. Remove shingles and replace the roof with class A fire-rated Polyglass Polystick XFR SA FR Underlayment and Standing seam metal SL-100 w/striations - 16"" Panel and a resheet with OSB 1/2 inch"
BLD25-5031,,"Building Permit No Plan Check",,,"961 Oak St Agua Caliente [AGU]",,052-392-030,,"SFD, Replace (8) Windows with Nail Fin Vinyl Windows. No Change to Size or Location"
BLD25-5034,,"Building Permit No Plan Check",,,"19075 Orange Ave Agua Caliente [AGU]",,052-321-019,,"Shingles roof replacement of 14sq and flat roof replacement of 2sq on main house. Tear off. Replace wood as needed. CRRC #0676-0136b"
BLD25-5035,,"Building Permit No Plan Check",,,"14606 Canyon 1 Rd Guerneville [GUE]",,070-280-041,,"Upper Unit (Duplex) - Replace Tankless Water Heater in Same Location using (E) Connections. GFI Outlet is Needed for Install & it's the owners responsibility to have an electrician install if needed"
BLD25-5036,,"Building Permit No Plan Check",,,"13651 Gibson St Glen Ellen [GLE]",,054-290-031,,"SFD, Replace & Relocate Gas Furnace in Closet w/ Air Handler in Attic. Replace AC w/ Heat Pump in Left Side Yard, Replace (6) Duct Runs w/ R8 Ducting in Attic"
BLD25-5038,,"Building Permit No Plan Check",,,"25233 Steelhead Blvd Monte Rio [MRO]",,096-140-023,,"SFD Re-Roof- T/O existing Comp Roof 1 layer, Installing GAF UHDZ Class A Shingles in Slate. 38 squares, pitch 6/12* self-certify"
BLD25-5041,Finaled,"Building Permit No Plan Check",,,"5615 Old Redwood Hwy Penngrove [PEN]",,047-152-009,,"Tear off existing roof. Install with class ""A"" fire rated architectural shingles over 30 pound felt."
BLD25-5042,Finaled,"Building Permit No Plan Check",,,"8643 Mirabel Rd Forestville [FOR]",,082-041-005,,"SFD; 8sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-5044,Finaled,"Building Permit No Plan Check",,,"238 Temelec Cir Sonoma [SON]",,142-170-015,,"Tear off 1 layer of asphalt shingles, approx 1800 sq ft. Install new 15lb felt paper underlayment. Shingle with 30 year high definition type 1 architectural asphalt shingles."
BLD25-5046,,"Building Permit No Plan Check",,,"3420 Guerneville Rd Santa Rosa [SRO]",,130-030-028,,"Residential, Upgrade (E) 200A 240V 3PH meter main OH service to a 400A 240V 3PH meter main OH service mounted on panel board w/ customer- owned pole for the mast for the milk barn and various other barns that are fed by this service."
BLD25-5047,,"Building Permit No Plan Check",,,"5005 Nature Ln Sebastopol [SEB]",,060-070-013,,"SFD, Tear off Class A shingles & Reroof with Metal Roofing, 6 SQ"
BLD25-5048,,"Building Permit No Plan Check",,,"965 Laurel Ave Agua Caliente [AGU]",,052-344-025,,"Owner wishes to upgrade the outmoded existing 125A meter panel with only 7 breakers on the house to a modern 400A/320A panel to meet the current needs of the existing main house of 2,483 SF and an ADU of 1200 SF, with EV charger & mini split HVAC system, on the separately-fenced Eastern portion of the property, now being planned."
BLD25-5050,Finaled,"Building Permit No Plan Check",,,"9255 W Dry Creek Rd Geyserville [GEY]",,139-140-023,,"Upgrade (E) 100A MSP to 200A (EATON MBE2040PV200TS) due to electrical load increase. PG&E App in progress"
BLD25-5051,,"Building Permit No Plan Check",,,"1833 Mariner Dr Twin Hills [TWI]",,073-310-036,,"remove existing roof materials and install new class A asphalt shingles"
BLD25-5052,,"Building Permit No Plan Check",,,"19362 Loretta Ct Agua Caliente [AGU]",,052-462-050,,"REMOVE EXISTING ASPHALT SHINGLES AND INSTALL NEW CLASS A ASPHALT SHINGLES"
BLD25-5053,,"Building Permit No Plan Check",,,"3355 Wood Valley Rd Sonoma [SON]",,127-122-061,,"replace 100amp panel with 200amp panel in same location"
BLD25-5057,,"Building Permit No Plan Check",,,"2940 Brush St Graton [GRA]",,130-163-008,,"Remove existing Zinsco 100 amp meter main panel and upgrade with new Eaton 200 amp meter main panel, overhead service."
BLD25-5059,,"Building Permit No Plan Check",,,"843 Chapman Ln Petaluma [PET]",,020-040-038,,"843 Chapman Ln detached structure reroof"
BLD25-5061,,"Building Permit No Plan Check",,,"170 Fern Ave Penngrove [PEN]",,047-032-021,,"Full reroof with tear off, GAF comp shingles, Tiger Paw underlayment."
BLD25-5063,,"Building Permit No Plan Check",,,"8272 Knoll Dr Forestville [FOR]",,082-035-021,,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-5064,,"Building Permit No Plan Check",,,"32140 McCray Rd Cloverdale [CLO]",,115-160-019,,"(1) R8 DUCTS SUPPLY: 8 RETURN: 1 ENTIRELY NEW: NO"
BLD25-5066,,"Building Permit No Plan Check",,,"4401 Burnside Rd Twin Hills [TWI]",,073-050-004,,"SFD. Replace air handler and heat pump condenser"
BLD25-5068,,"Building Permit No Plan Check",,,"17411 Taylor Ln Occidental [OCC]",,073-250-011,,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-5069,,"Building Permit No Plan Check",,,"470 Chestnut Ave Agua Caliente [AGU]",,056-231-018,,"SFD - LIKE FOR LIKE FURNACE AND AC CHANGE OUT IN SAME LOCATIONS. 96% AFUE 80KBTU IN ATTIC, 16 SEER2 4 TON IN LEFT SIDE YARD."
BLD25-5070,,"Building Permit No Plan Check",,,"18124 Vassar Ct Agua Caliente [AGU]",,052-810-028,,"SFD - Replace existing furnace and AC in exact location. Tie into all existing electrical, flue and supply ducting."
BLD25-5073,,"Building Permit No Plan Check",,,"478 Country Club Dr Santa Rosa [SRO]",,130-392-003,,"(1) 40 GAL TRADITIONAL WATER HEATER CHANGEOUT IN GARAGE"
BLD25-5074,,"Building Permit No Plan Check",,,"68 Fairlie Dr Windsor [WIN]",,058-141-004,,"(1) 40 GAL TRADITIONAL WATER HEATER CHANGEOUT IN EXISTING LOCATION"
BLD25-5075,Finaled,"Building Permit No Plan Check",,,"5225 Montgomery Dr Rincon Valley [RIN]",,031-120-058,,"Residential re-roof. Removal of existing comp shingle roof. Installation of new comp shingle. Project size 30 squares. Self-Cert."
BLD25-5078,,"Building Permit No Plan Check",,,"440 W North St Healdsburg [HEA]",,088-220-043,,"Remove (E) 200A Meter main. Install (N) 400A Meter main appx 10 ft to the right. Remove (E) 100A Transfer switch. Install (N) 200A Transfer switch in same location Remove (E) 100A Sub panel / critical loads panel. Install (N) 200A Sub panel / critical loads panel in same location Remove (E) 50A Circuit that feeds the sub panel in the garage. Install (N) 70A Circuit to feed sub panel in the garage"
BLD25-5084,,"Building Permit No Plan Check",,,"788 Kittiwake Ct Bodega Bay [BBY]",,100-400-016,,"Remove existing composition roofing. Replace with Class A composition roofing per manufacturers specifications. Install 15 lb. synthetic underlayment per manufacturers specifications. 29 squares."
BLD25-5092,,"Building Permit No Plan Check",,,"1665 Scenic Ln Healdsburg [HEA]",,087-030-022,,"SFD, Tear off & Reroof (36 SQ) Class A Comp Shingles"
BLD25-5093,,"Building Permit No Plan Check",,,"1665 Scenic Ln Healdsburg [HEA]",,087-030-022,,"Det'd Garage, Tear off & Reroof (8 SQ) Class A Comp Shingles"
BLD25-5094,,"Building Permit No Plan Check",,,"17577 Johnson Ave Agua Caliente [AGU]",,056-304-004,,"SFD, T/O 8sqrs (possible sheathing) Install Class A Comp. Upgrade existing Main Service Panel from 100amp to 200amp to include interior light fixtures and receptacles. Replace Mini splits and water heater"
BLD25-5095,,"Building Permit No Plan Check",,,"2416 Magnolia Ave Petaluma [PET]",,021-151-038,,"Installation of a separate second electric meter panel for garage 100amps"
BLD25-5101,,"Building Permit No Plan Check",,,"6693 Front St Forestville [FOR]",,083-090-063,,"SFD, Main Panel Upgrade from 100A to 200A"
BLD25-5109,,"Building Permit No Plan Check",,,"5300 Thomas Rd Graton [GRA]",,104-020-028,,"Remove existing Zinsco 100 amp meter main panel and upgrade with new Eaton 200 amp meter main pane, overhead service."
BLD25-5113,,"Building Permit No Plan Check",,,"156 La Mancha Way Agua Caliente [AGU]",,052-690-015,,"156 La Mancha, Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-5114,,"Building Permit No Plan Check",,,"16559 Neeley Rd Forestville [FOR]",,071-194-012,,"Upgrade the current electrical panel to a 200 amp service with associated grounding and add in a generator for back up power."
BLD25-5118,,"Building Permit No Plan Check",,,"395 El Dorado Dr Agua Caliente [AGU]",,133-202-009,,"SFD MSP Upgrade 100 to 200amps"
BLD25-5121,,"Building Permit No Plan Check",,,"1067 Sonoma Glen Cir Glen Ellen [GLE]",,054-440-036,,"SFD, Tear off Comp Shingles & Reroof (30 SQ) w/ Class A Metal Roofing"
BLD25-5122,,"Building Permit No Plan Check",,,"18480 Railroad Ave Agua Caliente [AGU]",,052-212-012,,"SFD, Tear off & Reroof (13 SQ) with Class A Comp Shingles"
BLD25-5123,,"Building Permit No Plan Check",,,"1111 Wild Rose Dr Santa Rosa [SRO]",,037-022-014,,"SFD, New Mitsubishi heat pomp installation. Instal four. 6000 BTU wall- mounted unites and one 12000 BTU wall-mounted unit model # MSZ-FX06NL. MSZ-FX12NL. One Mitsubishi heat pump A/C model # MXZ-5D36NL."
BLD25-5124,,"Building Permit No Plan Check",,,"18480 Railroad Ave Agua Caliente [AGU]",,052-212-012,,"Det'd Storage, Tear off & Reroof (10 SQ) w/ Class A Comp Shingles"
BLD25-5125,,"Building Permit No Plan Check",,,"129 Eton Ct Windsor [WIN]",,058-161-010,,"SFD - Install (N) Mitsubishi mini split system."
BLD25-5126,,"Building Permit No Plan Check",,,"4030 Cervantes Rd Santa Rosa [SRO]",,059-080-013,,"EVT17-06025 Adding electrical to existing Barn 2017 Sonoma Complex Fire"
BLD25-5131,,"Building Permit No Plan Check",,,"4510 Hessel Rd Twin Hills [TWI]",,062-091-036,,"Install a 200 amp temporary service for construction of a new fire house and well Permit #WEL24-0003"
BLD25-5132,,"Building Permit No Plan Check",,,"855 Aurora Ln Glen Ellen [GLE]",,054-160-025,,"GUEST HOUSE ONLY: TEAR OFF AND REROOF WITH 14 SQUARES OF NEW COMP SHINGLES."
BLD25-5133,,"Building Permit No Plan Check",,,"1325 Wilson Rd Cloverdale [CLO]",,116-220-001,,"(BL) Trim back rotten eves. Strip roof. Replace fascia boards and patch holes. Route vents through wall and roof. Apply peel and stick synthetic membrane and standing seam metal roofing. Possibly replace a leaky window and replace any bad trim to insure weather tightness of the house."
BLD25-5134,Finaled,"Building Permit No Plan Check",,,"11651 Graton Rd Graton [GRA]",,061-010-062,,"INSTALL TWO NEW CIRCUITS IN EXISTING Electrical Panel for new Septic System"
BLD25-5136,,"Building Permit No Plan Check",,,"8214 Covert Ln Twin Hills [TWI]",,060-262-023,,"8214 Covert Ln, Sebastopol - Garage Only (Main House is located @ 523 Hetts Ln, Sebastopol) -I will pull separate permit for the main house - Self certification - Remove existing asphalt shingles and install new asphalt shingles - Class A installation - 1,400 sq ft"
BLD25-5139,,"Building Permit No Plan Check",,,"17258 Cragmont Dr Agua Caliente [AGU]",,056-281-046,,"replace 200 amp main panel with new 200 amp main panel"
BLD25-5140,,"Building Permit No Plan Check",,,"2574 Lawndale Rd Kenwood [KEN]",,050-120-054,,"tear off existing roof and replace with a Class A composition roofing system Self Cert"
BLD25-5143,,"Building Permit No Plan Check",,,"8672 Trenton Rd Forestville [FOR]",,082-052-022,,"Bathroom Remodel and rough plumbing."
BLD25-5146,Finaled,"Building Permit No Plan Check",,,"17323 Hillside Ave A Agua Caliente [AGU]",,056-261-021,,"Remove existing roof and install new GAF HDZ RS roof over synthetic felt underlayment. Not re sheeting roof."
BLD25-5147,,"Building Permit No Plan Check",,,"506 Swan Dr Bodega Bay [BBY]",,100-390-027,,"Replace existing windows with new like for like, no framing changes. Replace siding."
BLD25-5148,,"Building Permit No Plan Check",,,"1436 Ashley Ct Santa Rosa [SRO]",,034-073-031,,"tear off existing roof and reroof with composition shingles"
BLD25-5149,,"Building Permit No Plan Check",,,"731 Ferguson Rd Twin Hills [TWI]",,061-143-017,,"Replace gas wall heater with 24K Lennox single port heat pump with 1 indoor head unit located in the living room."
BLD25-5150,,"Building Permit No Plan Check",,,"384 Madrone Meadow Sea Ranch [SEA]",,155-490-024,,"Tear-off existing asphalt shingles roof. Repair dry-rot if needed. off-haul debris to landfill. Install new asphalt shingles complete roofing system."
BLD25-5151,,"Building Permit No Plan Check",,,"675 Furlong Rd Twin Hills [TWI]",,077-081-007,,"Installation of a water booster pump at the well house with approximately 40 feet of underground water piping to connect a recently drilled well supply to a new 3,000-gallon polyethylene storage tank."
BLD25-5152,,"Building Permit No Plan Check",,,"3761 Porter Creek Rd Mark West Springs [MWS]",,028-080-027,,"T/O 36 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-5153,Finaled,"Building Permit No Plan Check",,,"444 Aviation Blvd Santa Rosa [SRO]",,059-350-090,,"We are replacing a residential style split system with a like replacement that has same weight as existing."
BLD25-5154,,"Building Permit No Plan Check",,,"5737 Carriage Ln Windsor [WIN]",,039-340-003,,"SFD. Replace air handler and heat pump condenser"
BLD25-5155,Finaled,"Building Permit No Plan Check",,,"5610 Hessel Ave Twin Hills [TWI]",,062-114-052,,"INSTALL NEW MINI SPLIT, 1 OUTDOOR UNIT, 3 INDOOR WALL MOUNT UNITS."
BLD25-5156,,"Building Permit No Plan Check",,,"14480 Memory Ln Guerneville [GUE]",,070-310-020,,"SFD; 11sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-5157,,"Building Permit No Plan Check",,,"431 Sexton Rd Twin Hills [TWI]",,077-030-003,,"(1) 1 TON MINI SPLIT DUCTLESS CHANGEOUT IN FRONT YARD"
BLD25-5159,,"Building Permit No Plan Check",,,"8617 Graton Rd Graton [GRA]",,130-175-070,,"8617 Graton Rd, Sebastopol - Remove existing roofing materials and install a new class A 60 Mill PVC roofing system on 2 low slope sections - Install densdeck (class A fire rating) - 335 sq ft of roofing to be replaced - Self Certification"
BLD25-5160,,"Building Permit No Plan Check",,,"1078 Sholem Ln Twin Hills [TWI]",,076-071-045,,"Like for like 50 gallon electric tank water heater replaced in garage"
BLD25-5161,Finaled,"Building Permit No Plan Check",,,"946 Liberty Rd Petaluma [PET]",,021-110-047,,"SFD; 33sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-5162,,"Building Permit No Plan Check",,,"4069 Bones Rd Graton [GRA]",,104-120-062,,"Tear off existing comp shingle roof, Install new Class A comp shingle Roof 40 squares Green Leaf Roofing is Self Certified Contractor"
BLD25-5163,,"Building Permit No Plan Check",,,"5060 Deerwood Dr Windsor [WIN]",,058-331-004,,"SFD. Replace ac like for like in the same location"
BLD25-5164,,"Building Permit No Plan Check",,,"193 Airport Blvd E Windsor [WIN]",,039-025-067,,"For Apt #182: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-5166,,"Building Permit No Plan Check",,,"523 Hetts Ln Twin Hills [TWI]",,060-262-023,,"523 Hetts Ln, Sebastopol(Main House) * 8214 Covert Ln (Garage) is the address allowing to pull permit. 523 Hetts is the Main House on the same parcel - 3000 sq ft - Self certification - This is an overlay low slope roof system. Class A installation (Versa shield)"
BLD25-5167,,"Building Permit No Plan Check",,,"2574 Lawndale Rd Kenwood [KEN]",,050-120-054,,"SFD, Siding Exploration / Repair"
BLD25-5169,,"Building Permit No Plan Check",,,"18259 5th Ave Agua Caliente [AGU]",,056-452-010,,"Removing existing wallboard interior and replacing with sheetrock. Removing existing windows and replacing with new."
BLD25-5170,,"Building Permit No Plan Check",,,"37170 Albatross Reach Sea Ranch [SEA]",,156-110-003,,"37170 Albatross reach> Tear off and re-roof with Malarkey vista in color black. SFD, self-Cert"
BLD25-5173,,"Building Permit No Plan Check",,,"11900 Mill St Bloomfield [BLO]",,027-110-007,,"SELF CERTIFIED Removed two existing layers of roof and install GAF Timberline HDZ comp shingles in Pewter Grey color 21 squares"
BLD25-5174,,"Building Permit No Plan Check",,,"14325 Mill St Guerneville [GUE]",,070-010-038,,"SELF CERTIFIED Remove one layer of existing roof and install GAF Timberline HDZ comp shingles 23 squares"
BLD25-5175,Finaled,"Building Permit No Plan Check",,,"3710 Bodega Ave 7 Petaluma [PET]",,021-140-054,,"Unit #7, Replace Main Panel 100A (like for like)"
BLD25-5176,,"Building Permit No Plan Check",,,"13363 Gibson St Glen Ellen [GLE]",,054-281-008,,"Tear Off & Re-Roof 19 squares with Class A, Lifetime GAF Timberline HDZ Shingle, sfd."
BLD25-5177,Finaled,"Building Permit No Plan Check",,,"3710 Bodega Ave 8 Petaluma [PET]",,021-140-054,,"Unit #8 - Replace Main Panel 100A (like for like)"
BLD25-5178,,"Building Permit No Plan Check",,,"104 La Mancha Way Agua Caliente [AGU]",,052-690-022,,"Upgrading an existing 100A meter main to another 100A meter main"
BLD25-5179,,"Building Permit No Plan Check",,,"14987 Canyon 7 Rd Guerneville [GUE]",,070-210-030,,"SFD. Install ductless mini split, 1 outdoor unit and 2 indoor units"
BLD25-5180,"Awaiting Applicant Response","Building Permit No Plan Check",,,"9677 Rio Vista Rd Forestville [FOR]",,082-123-055,,"Electrical for outdoor lighting to correct VBU25-0291."
BLD25-5183,,"Building Permit No Plan Check",,,"18712 Railroad Ave Agua Caliente [AGU]",,052-750-029,,"Duplex - Replace Dual Meter Panel 200A (like for like), Remove/Replace Damaged Stucco, Drywall, (4) Studs in-kind due to small fire"
BLD25-5184,,"Building Permit No Plan Check",,,"8710 Graton Rd Graton [GRA]",,130-130-007,,"REMOVE AND REPLACE 40 GALLON GAS WATER HEATER IN LAUNDRY ROOM. LIKE FOR LIKE SAME LOCATION."
BLD25-5185,Finaled,"Building Permit No Plan Check",,,"6200 Bloomfield Rd Bloomfield [BLO]",,027-090-001,,"SFD, Install Level 2 Ford Mach E EV Charger on South Side of Garage. 100A Subpanel for this building is on the north side. Use 1"" PVC to go up and over the garage door and #6 AWG THHN copper wire for the circuit. Connect to Ford Pro charger"
BLD25-5188,,"Building Permit No Plan Check",,,"582 Hetts Ln Twin Hills [TWI]",,060-262-036,,"SFD, Tear off & Reroof (38 SQ) w/ Class A Asphalt Shingles - No Re-Sheet"
BLD25-5192,,"Building Permit No Plan Check",,,"9981 Grove St Penngrove [PEN]",,047-162-006,,"residential re-roof. tear off od shingles and install new class A shingles."
BLD25-5193,,"Building Permit No Plan Check",,,"3686 Woolsey Rd Santa Rosa [SRO]",,057-040-069,,"SFD, Replace NG Furnace in indoor closet & Replace AC System in same location as existing - 8.4% Valuation of improvements"
BLD25-5194,,"Building Permit No Plan Check",,,"2039 Dubloon Ct Bodega Bay [BBY]",,100-350-050,,"reroof: 30 squares, remove old torchdown install tpo, where the solar panels are located we will do overlay"
BLD25-5196,,"Building Permit No Plan Check",,,"5320 Denver Ln Twin Hills [TWI]",,062-032-019,,"Like for like 40 gallon water heater replaced in garage."
BLD25-5197,,"Building Permit No Plan Check",,,"708 Adobe Rd Penngrove [PEN]",,047-221-033,,"SFD, Siding Replacement w/ James Hardie Lap Siding/Trim (whole home) & Replace (8) Windows w/ (N) Milgard Trinisc Series on 2nd Floor"
BLD25-5198,Finaled,"Building Permit No Plan Check",,,"9011 Donald St Graton [GRA]",,130-153-023,,"SFD, Install (N) 18k btu Ductless mini-split system w/ (1) indoor head unit and attic fan"
BLD25-5199,,"Building Permit No Plan Check",,,"539 Mountain View Ave Penngrove [PEN]",,045-282-014,,"SFD_ T/O REROOF COMP SHINGLE 32 SQ SELF CERT"
BLD25-5200,,"Building Permit No Plan Check",,,"1065 Tilton Rd Twin Hills [TWI]",,077-060-057,,"SFD, Install 60k btu ductless mini-split system w/ (7) indoor head units"
BLD25-5201,,"Building Permit No Plan Check",,,"21311 Hwy 116 N Monte Rio [MRO]",,094-070-001,,"Replace existing electrical service meter/panel"
BLD25-5203,,"Building Permit No Plan Check",,,"14603 River Rd Guerneville [GUE]",,070-300-055,,"Upgrade panel and ground"
BLD25-5204,,"Building Permit No Plan Check",,,"18000 Fitzpatrick Ln Occidental [OCC]",,073-270-051,,"SFD, Replace (E) Electric Water Heater located in Exterior Closet (Like for Like)"
BLD25-5205,,"Building Permit No Plan Check",,,"1176 Asti Ridge Rd Cloverdale [CLO]",,117-320-016,,"SFD. Replace air handler and heat pump condenser."
BLD25-5209,,"Building Permit No Plan Check",,,"4115 Harrison Grade Rd Graton [GRA]",,074-041-045,,"Generator with automatic transfer switch"
BLD25-5211,,"Building Permit No Plan Check",,,"197 La Mancha Way Agua Caliente [AGU]",,052-690-033,,"197 La Mancha, Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-5214,,"Building Permit No Plan Check",,,"5354 Vista Grande Dr Windsor [WIN]",,039-120-001,,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 24 SQ SELF CERT"
BLD25-5216,Finaled,"Building Permit No Plan Check",,,"464 Loon Ct Bodega Bay [BBY]",,100-390-032,,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 25 SQ SELF CERT"
BLD25-5220,,"Building Permit No Plan Check",,,"2712 Guerneville Rd Santa Rosa [SRO]",,034-110-075,,"(N) 100 amp subpanel for electrical and lights to AEX25-0021"
