permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-6417,Issued,"Building Permit No Plan Check",10/20/2025,10/21/2025,"5205 Montgomery Dr Rincon Valley [RIN]",031-120-053,$374.76,$0.00,"SFD. Replace 16 duct runs located in the crawl space like for like in the same location."
BLD25-6418,Finaled,"Building Permit No Plan Check",10/20/2025,10/20/2025,"16149 Fern Way Guerneville [GUE]",072-350-065,$553.39,$0.00,"Re-roof on 1884 square foot main dwelling on parcel, will NOT re-roof detached garage. Re-roof will be done with class A underlayment and class A composition shingles."
BLD25-6419,Issued,"Building Permit No Plan Check",10/21/2025,10/20/2025,"13456 Arnold Dr Glen Ellen [GLE]",054-284-003,$552.36,$0.00,"Reroof: remove old roof and replace with new roof."
BLD25-6420,Issued,"Building Permit No Plan Check",10/21/2025,10/22/2025,"3421 Guerneville Rd Santa Rosa [SRO]",034-073-054,$374.76,$0.00,"Replace the main electrical panel with a new property line overhead service to new panelboard."
BLD25-6426,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"3725 Highland Rd Graton [GRA]",074-090-025,$374.76,$0.00,"SFD- REPLACE FURNACE IN SAME LOCATION"
BLD25-6428,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"4351 Porter Creek Rd Mark West Springs [MWS]",120-210-032,$370.00,$0.00,"EVT17-05825 200A Electrical Service to Serve Well 2017 Sonoma Complex Fire"
BLD25-6432,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"12103 Summerhome Park Rd Forestville [FOR]",081-291-048,$374.76,,"SFD, NO WATER; replacing water line form the street to house. approx 75'-80' of trenching."
BLD25-6433,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"315 Anteeo Way Bellevue [BEL]",043-270-038,$374.76,$0.00,"Change-out 3-ton 15 SEER condenser in back yard, 60,000 BTU 80 AFUE furnace in attic."
BLD25-6434,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"3010 Sullivan Rd Graton [GRA]",104-070-045,$374.76,$0.00,"Change-out 4-ton 17.5 SEER heat pump condenser in back yard, 48,000 BTU 9.5 HSPF air handler in garage."
BLD25-6436,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"405 Walnut Ave Agua Caliente [AGU]",052-422-009,$553.87,$0.00,"Tear off existing composition shingle and install 27 squares of new composition shingle with a single layer of underlayment to achieve class ""A"" fire rating. ***Self-cert***"
BLD25-6437,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"9965 Bodega Hwy Twin Hills [TWI]",077-010-049,$555.56,$0.00,"SFD; 41sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles and 8sqs of TPO on Main House, detached garage and detached unit"
BLD25-6441,Issued,"Building Permit No Plan Check",10/21/2025,10/22/2025,"2476 Westside Rd Healdsburg [HEA]",110-130-030,$374.76,$0.00,"We are removing 2 furnace/ac systems and replacing in-kind heat pump systems. (UPSTAIRS/DOWNSTAIRS)"
BLD25-6444,Finaled,"Building Permit No Plan Check",10/21/2025,10/22/2025,"1621 Geysers Rd Geyserville [GEY]",131-060-018,$374.76,$0.00,"SFD, Extend electric service entrance 2"" riser, replace conductor, install roof jack and new weatherhead. No added load"
BLD25-6445,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"266 McBrown Rd Petaluma [PET]",113-030-025,$552.57,$0.00,"remove existing roof and install class a composition shingle"
BLD25-6446,Issued,"Building Permit No Plan Check",10/21/2025,10/21/2025,"3690 Roblar Rd Sebastopol [SEB]",024-040-039,$374.76,$0.00,"200A Main Panel Replacement(ZINSCO)-like for like. No gas nearby, no added loads, no solar, no location change."
BLD25-6447,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"411 Las Casitas A Windsor [WIN]",039-070-024,$374.76,$0.00,"SFD - Provide Water, Waste & Vent Plumbing for (N) Washing Machine"
BLD25-6453,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"2222 Sobre Vista Rd Glen Ellen [GLE]",133-010-062,$374.76,$0.00,"turn existing Zinsco panel into an enclosure,(junction box) run new wires to a new siemens panel with standard breakers (less than 6 ft away) nothing additional will be added indoor 100 amp flush mount"
BLD25-6454,Finaled,"Building Permit No Plan Check",10/22/2025,10/22/2025,"42 Wilson Ln Petaluma [PET]",021-041-044,$374.76,$0.00,"Remove and replace existing 40 gal natural gas water heater like for like."
BLD25-6455,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"2855 Old Gravenstein Hwy Sebastopol [SEB]",063-130-021,$553.74,$0.00,"2855 Old Gravenstein Hwy - Tear off roof of Main Residence and install new asphalt shingle roof. Roofer will self-certify."
BLD25-6456,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"18740 Melvin Ave Agua Caliente [AGU]",127-342-030,$553.42,$0.00,"SFD; 22sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles and 4sqs of TPO on Main house."
BLD25-6458,"Pre- Due","Building Permit No Plan Check",10/22/2025,,"1685 Hwy 116 N Graton [GRA]",060-321-083,$374.76,$0.00,"Commercial - Install (N) PG&E Customer Owned Pole & Backboard w/ (N) 400A CT Meter Cabinet. Install Conduit & Conductors from (N) Service to (E) Distribution Panel (trenching included). PG&E to Remove (E) Service Drop and Install New Pole"
BLD25-6459,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"17607 Sunset Way Agua Caliente [AGU]",056-333-030,$553.74,$0.00,"Remove and replace with Class A Comp Shingles."
BLD25-6461,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"2460 San Miguel Ave Santa Rosa [SRO]",034-043-041,$374.76,$0.00,"SFD, Furnace Replacement"
BLD25-6462,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"11000 Vellutini Rd Forestville [FOR]",083-190-005,$374.76,$0.00,"Replace service drop wires from PG&E hook up to main panel. Wires have deteriorated need to be updated for safety."
BLD25-6464,Issued,"Building Permit No Plan Check",10/22/2025,10/23/2025,"561 Salmon Creek Rd Bodega Bay [BBY]",103-140-002,$374.76,$0.00,"SFD, Install single zone Mitsubishi ductless heat pump"
BLD25-6466,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"1048 Sonoma Glen Cir Glen Ellen [GLE]",054-440-034,$553.25,$0.00,"Tear off and reroof 24 squares with a class a fire rated roof system using GAF Tiger Paw underlayment and GAF HDZ lifetime shingle. Self Cert."
BLD25-6467,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"14568 Orchard Ln Forestville [FOR]",071-021-027,$552.86,$0.00,"SFD. Tear off and reroof 20 squares using class ""A"" composition shingles over roofing felt. SELF CERT."
BLD25-6468,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"294 Cutlass Ct Bodega Bay [BBY]",100-340-073,$555.28,$0.00,"Tear off and reroof 36 squares with a class a fire rated roof system using GAF Tiger Paw underlayment and GAF HDZ Lifetime shingle. Self Cert."
BLD25-6469,Issued,"Building Permit No Plan Check",10/22/2025,10/22/2025,"5381 Volkerts Rd Twin Hills [TWI]",062-113-007,$374.76,$0.00,"remove old 100 amp zinsco main service install new 200 amp main service upgrade grounding system service to be located in same location"
BLD25-6474,Issued,"Building Permit No Plan Check",10/23/2025,10/27/2025,"2730 Fulton Rd Santa Rosa [SRO]",059-020-046,$374.76,$0.00,"SFD-REPLACE FURNACE. REPLACE AC WITH HEAT PUMP."
BLD25-6475,Issued,"Building Permit No Plan Check",10/23/2025,10/27/2025,"1900 Alexander Valley Rd Healdsburg [HEA]",091-030-045,$374.76,$0.00,"SFD- REPLACE HEAT PUMP, AIR HANDLER, AND DUCTING"
BLD25-6476,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"4900 Petaluma Hill Rd Bellevue [BEL]",045-172-016,$374.76,$0.00,"Septic Electric 189 Inspection for SEP24-0015 (4900 Petaluma Hill Rd)"
BLD25-6477,Issued,"Building Permit No Plan Check",10/23/2025,10/27/2025,"1575 N Castle Rd Sonoma [SON]",127-111-050,$374.76,$0.00,"SFD-Replace all ducting located in front crawl space"
BLD25-6479,Issued,"Building Permit No Plan Check",10/23/2025,10/24/2025,"258 Del Mar Pt Sea Ranch [SEA]",156-460-023,$374.76,$0.00,"Replace (16) R8 supply ducts under the home."
BLD25-6480,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"53 Davis Ln Penngrove [PEN]",047-231-025,$553.54,$0.00,"Tear off existing 2 layers comp roofing, install lifetime Class A shingles, SFD 25 squares SELF CERTIFY"
BLD25-6481,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"3014 Manning Ct Santa Rosa [SRO]",036-035-041,$557.58,$0.00,"Tear off multiple existing roofs, install OSB, Install Class A comp shingles 38 squares, SFD, SELF CERTIFY"
BLD25-6482,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"890 Los Robles Dr Agua Caliente [AGU]",056-475-042,$552.12,$0.00,"Prep roof for overlay. Mechanically fasten EPS FanFold over existing tar and gravel roofing. Mechanically fasten 60 mil TPO over FanFold. Fabricate and install 2 new clad metal scuppers. Install new TPO pipe boot. Fabricate and install new counter flashing above base flashing at wall. All seams and detail to be heat welded."
BLD25-6488,Issued,"Building Permit No Plan Check",10/23/2025,10/24/2025,"2508 Burnside Rd Twin Hills [TWI]",073-061-061,$374.76,$0.00,"SFD. Replace the furnace with an air handler located in the garage. Replace the AC with a heat pump located in the right side of the yard."
BLD25-6489,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"2855 Old Gravenstein Hwy Sebastopol [SEB]",063-130-021,$553.09,$0.00,"2855 Old Gravenstein Hwy - Tear off roof of Secondary Residence on property and install new asphalt shingle roof. Roofer will self-certify."
BLD25-6490,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"2855 Old Gravenstein Hwy Sebastopol [SEB]",063-130-021,$552.57,$0.00,"2855 Old Gravenstein Hwy - Tear off roof of Residence (Cottage #1) on property and install new asphalt shingle roof. Roofer will self-certify."
BLD25-6491,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"2855 Old Gravenstein Hwy Sebastopol [SEB]",063-130-021,$552.31,$0.00,"2855 Old Gravenstein Hwy - Tear off roof of Residence (Cottage #2) on property and install new asphalt shingle roof. Roofer will self-certify."
BLD25-6493,Issued,"Building Permit No Plan Check",10/23/2025,10/24/2025,"17887 Carriger Rd Agua Caliente [AGU]",133-130-007,$374.76,$0.00,"Upgrade existing 100 amp, 3phase, 480v meter main panel to 400 amp."
BLD25-6494,Issued,"Building Permit No Plan Check",10/23/2025,10/28/2025,"4313 Chico Ave Bellevue [BEL]",035-071-008,$402.60,$0.00,"T/O REROOF 10 SQ COMP SHINGLE FOR SFD"
BLD25-6495,"Pre- Due","Building Permit No Plan Check",10/23/2025,,"14710 Carrier Ln Guerneville [GUE]",069-290-003,$374.76,$0.00,"Replace (E) one-meter service entrance panel with a two meter panel located on SFD"
BLD25-6498,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"1551 Laguna Rd Graton [GRA]",130-480-025,$557.04,$0.00,"SFD-ReRoof- Tear off existing comp roof one layer, installing GAF Timberline UHDZ Class A shingles in Pewter Gray pitch 4/12, 43 squares. no resheeting, self certify."
BLD25-6501,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"16800 Taylor Ln Occidental [OCC]",073-250-081,$374.76,$0.00,"MSP upgrade 200A like for like."
BLD25-6503,"Awaiting Applicant Response","Building Permit No Plan Check",10/23/2025,,"4597 Guerneville Rd Graton [GRA]",130-430-045,$0.00,$0.00,"Res, Install EVCS, 48 amp charger on a 60 amp Circuit approx. 30ft from main panel"
BLD25-6504,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"230 Pine Ave Agua Caliente [AGU]",056-363-005,$374.76,$0.00,"PV Install - 7.92 kW 18 modules 2 batteries MPU 225/200"
BLD25-6505,Issued,"Building Permit No Plan Check",10/23/2025,10/23/2025,"6705 Stoetz Ln Graton [GRA]",,$374.76,$0.00,"Install Electric Air Handler/Heat Pump and remove/dispose existing gas furnace 075-020-017"
BLD25-6506,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"66 Montgomery St Camp Meeker [CAM]",075-203-006,$374.76,$0.00,"install heat pump and electric air handler/replace gas furnace"
BLD25-6508,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"5035 Hwy 116 N Forestville [FOR]",084-100-051,$374.76,$0.00,"Replace existing 200A Service Riser feeding a single 200A Service with 400A Service feeding (2) 200A Services"
BLD25-6509,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"7532 Gates Dr Twin Hills [TWI]",076-012-036,$374.76,$0.00,"SFD - REROUTING KITCHEN LINE TO SEWER LATERAL, APPROX 35 FT ABS PIPING. 7FIXTURES."
BLD25-6510,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"2131 Curtis Dr Penngrove [PEN]",047-273-042,$374.76,,"SFD, Furnace Replacement"
BLD25-6514,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"4715 Londonberry Dr Windsor [WIN]",058-205-005,$374.76,$0.00,"SFD. Replace 9 runs of Alumaflex"
BLD25-6516,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"1205 San Antonio Rd Petaluma [PET]",019-250-011,$554.05,$0.00,"Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-6517,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"9558 Frederica Ave Kenwood [KEN]",050-263-052,$374.76,,"SFD, Upgrade Main Service Panel from 100 to 200amp service. Relocate service panel to North side of home."
BLD25-6520,Issued,"Building Permit No Plan Check",10/24/2025,10/27/2025,"305 Caspian Ct Agua Caliente [AGU]",052-462-045,$553.61,$0.00,"1. Replace 20 windows and two sliding doors on home like for like."
BLD25-6521,Issued,"Building Permit No Plan Check",10/24/2025,10/27/2025,"1755 Napa Rd Sonoma [SON]",126-042-010,$374.76,$0.00,"Replacing fau and ac. Indoor closet and Right Side Yard. AFUE: 80% SEER2: 14.3"
BLD25-6523,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"3181 Stony Point Rd Bellevue [BEL]",134-061-030,$374.76,$0.00,"Rep (E) NG 40G tanked WH located in utility room with like for like"
BLD25-6526,Issued,"Building Permit No Plan Check",10/24/2025,10/24/2025,"38083 Breaker Reach Sea Ranch [SEA]",156-180-014,$374.76,$0.00,"200 amp electrical panel like for like"
BLD25-6527,Issued,"Building Permit No Plan Check",10/25/2025,10/25/2025,"28 Church Ln Cloverdale [CLO]",116-300-016,$374.76,$0.00,"Replace electrical panel"
BLD25-6531,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"5805 Bennett Valley Rd Bennett Valley [BEN]",049-060-022,$374.76,$0.00,"Replace existing 100A Zinsco Main Service Meter Panel with new Eaton 200A Main Meter Service Panel at the same location."
BLD25-6532,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"1576 Dry Creek Rd Healdsburg [HEA]",089-030-017,$374.76,$0.00,"Rep (E) 40G NG tanked WH located in laundry room with (N) 50G NG tanked WH in same location"
BLD25-6533,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"6610 Barbara Dr Sebastopol [SEB]",063-020-018,$554.07,$0.00,"self certified/ sfd/ main house/ remove existing cement tile roof/ install OSB plywood/ install 30 yr. composition shingles/ class A/ 26 squares."
BLD25-6534,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"6644 Jim Ct Forestville [FOR]",083-110-034,$374.76,$0.00,"(N) 3.5 Ton Condenser, Replace 70k BTU Furnace, Replace 9 Ducting Supply Runs INSTALL NEW 3.5-TON CONDENSER AT BACK YARD, 70K BTUs FURNACE CHANGEOUT IN GARAGE, REPLACING 9 SUPPLY RUNS WIREFLEX R8 UNDER THE HOME"
BLD25-6535,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"3203 W Dry Creek Rd Healdsburg [HEA]",090-140-041,$553.02,$0.00,"Full reroof with tear off, GAF comp shingles over Tiger Paw underlayment. Re- sheet home with 1/2 in OSB."
BLD25-6537,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"9303 Fox Ln Forestville [FOR]",084-180-019,$374.76,$0.00,"Rep (E) NG tanked 40G WH located in utility room with like for like"
BLD25-6538,Finaled,"Building Permit No Plan Check",10/27/2025,10/27/2025,"57 Jewett Rd A Petaluma [PET]",113-160-012,$374.76,$0.00,"ELEC FOR SEPTIC"
BLD25-6539,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"114 Larkfield Dr Windsor [WIN]",058-134-003,$374.76,$0.00,"Replace Old Zinsco MSP with newer model - 200Amp"
BLD25-6541,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"854 Vineyard Creek Dr Santa Rosa [SRO]",059-230-060,$374.76,$0.00,"REPLACING TANKED FOR TANKED 40-GAL NAT GAS WATER HEATER OUTSIDE CLOSET"
BLD25-6543,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"200 Ocean View Ave Bodega Bay [BBY]",101-012-007,$374.76,$0.00,"Upgrade existing 100A Zinsco Sylvania electrical meter main panel to a new, code-compliant 200A meter main panel with modern breakers."
BLD25-6544,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"3075 Burnside Rd Twin Hills [TWI]",073-062-041,$374.76,$0.00,"Panel Upgrade"
BLD25-6545,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"1497 Hurlbut Ln Graton [GRA]",060-301-052,$374.76,$0.00,"SFD - Replace 17 runs ducting in crawl space and attic"
BLD25-6548,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"26589 Freezeout Rd Monte Rio [MRO]",096-100-071,$553.02,$0.00,"SFD. Tear off and reroof 16 squares using class ""A"" composition shingles over roofing felt. SELF CERT."
BLD25-6550,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"14703 1st St Occidental [OCC]",074-320-028,$561.56,$0.00,"SFD; 83sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House only"
BLD25-6552,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"541 King Rd Petaluma [PET]",113-090-043,$374.76,$0.00,"SFD. Replace 80 gallon heat pump water heater"
BLD25-6556,Issued,"Building Permit No Plan Check",10/27/2025,10/28/2025,"104 Wikiup Dr Windsor [WIN]",039-040-012,$374.76,$0.00,"Commercial - Replace package unit on roof like for like"
BLD25-6558,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"14520 Redwood Ln Forestville [FOR]",071-030-012,$374.76,$0.00,"Upgrade electrical service to 200 amps at different location."
BLD25-6559,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"38072 Foothill Close Sea Ranch [SEA]",155-300-008,$374.76,$0.00,"Replace tanked water heater with Navien NPE-240A2 tankless water heater in basement."
BLD25-6560,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"19 Temelec Cir Sonoma [SON]",142-140-018,$374.76,$0.00,"removal of zinsco/Sylvania 100 amp main and replacing with new 100 amp main"
BLD25-6561,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"1621 Furlong Rd Twin Hills [TWI]",080-100-015,$374.76,$0.00,"Change-out 90,000 BTU 97 AFUE furnace under house in same location."
BLD25-6562,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"8910 Jeannette Ave Graton [GRA]",130-101-065,$554.26,$0.00,"SFD_T/O REROOF 49 SQS COMP SHINGLE **SELF CERT**"
BLD25-6563,Issued,"Building Permit No Plan Check",10/27/2025,10/28/2025,"1045 Butler Ave Bellevue [BEL]",134-061-006,$552.12,$0.00,"SFD_14 squares tear off reroof comp shingles, synthetic underlayment"
BLD25-6565,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"41146 Leeward Rd Sea Ranch [SEA]",156-480-003,$374.76,$0.00,"70kbtu furnace c/o in garage."
BLD25-6566,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"26833 Madrone Dr Cloverdale [CLO]",117-280-018,$403.01,$0.00,"Replacing and existing roof tear off and reinstall Shingles 13sq"
BLD25-6567,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"38072 Foothill Close Sea Ranch [SEA]",155-300-008,$374.76,$0.00,"70kbtu furnace c/o in basement."
BLD25-6568,Issued,"Building Permit No Plan Check",10/27/2025,10/27/2025,"1910 Sea Way Bodega Bay [BBY]",100-292-004,$374.76,$0.00,"90kbtu furnace c/o in garage."
BLD25-6570,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"8519 Starr Rd Windsor [WIN]",066-191-041,$565.30,$0.00,"Re-roof. Removal of existing roof material and installing 4,316 sq ft of Modified Bitumen and 3,415 sq ft of Custombilt Standing Seam SL -100 metal roof. Job value: $86,850.00. Self-certified."
BLD25-6571,Finaled,"Building Permit No Plan Check",10/28/2025,10/30/2025,"16414 Cutten Dr Guerneville [GUE]",069-280-027,$402.72,$0.00,"SFD, Reroof -1900 sqft comp tear off and re roof with new class A gaf HDZ roof system. **self cert**"
BLD25-6572,Issued,"Building Permit No Plan Check",10/28/2025,10/30/2025,"2036 Linwood Ave Santa Rosa [SRO]",038-254-002,$374.76,$0.00,"REPLACE TANKLESS WATER HEATER AND BRING UP TO CODE. SHUT OFF THE WATER TO THE HOUSE. SHUT OFF GAS TO THE HOUSE. DRAIN, DISCONNECT, REMOVE, AND HAUL OFF OLD WATER HEATER. MOUNT A NEW NAVIEN NPE 240A2 TANKLESS WATER HEATERS TO THE WALL. REPIPE THE WATER LINES TO ACCOMMODATE THE NEW TANKLESS WATER HEATER. INSTALL ISOLATION VALVES FOR SERVICEABILITY. REPIPE THE GAS LINE AND UPSIZE TO 3/4”, TO ACCOMMODATE THE NEW TANKLESS WATER HEATER. INSTALL NEW DRIP LEG TEE FOR THE GAS LINE FOR SERVICEABILITY. INSTALL THERMAL EXPANSION TANK. PRE CHARGE THERMAL EXPANSION TANK TO MATCH THE HOUSE INCOMING WATER PRESSURED. REPLACE GAS SHUT OFF VALVE AND SUPPLY LINES. INSTALL ELECTRICAL BONDING WIRE ONTO THE COLD, HOT, AND GAS LINES. INSTALL NEW PVC FLUE VENT AND RUN IT OUTSIDE. RUN THE TEMPERATURE AND PRESSURE RELIEF VALVE’S DRAINS TO THE OUTSIDE. RUN THE CONDENSATION DRAINS TO THE OUTSIDE. INSTALL CONDENSATION NEUTRALIZER KIT. RUN THE TEMPERATURE AND PRESSURE RELIEF VALVES DRAIN TO THE OUTSIDE. CONNECT WATER AND GAS LINES. FILL TANKLESS AND PURGE THE AIR OUT BEFORE TURNING ON THE POWER. TURN ON THE POWER AND TEST FOR FUNCTION AND LEAKS. (6) YEAR WARRANTY FOR PARTS AND LABOR. (15) YEAR WARRANTY ON THE MAIN HEAT EXCHANGER ONLY. *NO WARRANTIES ON PRE-EXISTING WATER LINES, GAS LINES, FIXTURES OR APPLIANCES."
BLD25-6574,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"2141 Chileno Valley Rd Petaluma [PET]",020-100-009,$374.76,$0.00,"SFD - Main Service Panel Replacement under 400A"
BLD25-6580,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"5030 Rebecca Dr Penngrove [PEN]",047-340-038,$374.76,$0.00,"REMOVE AND REPLACE 50 GALLON GAS WATER HEATER IN UTILITY ROOM. LIKE FOR LIKE SAME LOCATION."
BLD25-6581,Finaled,"Building Permit No Plan Check",10/28/2025,10/28/2025,"18019 7th St E Sonoma [SON]",127-540-027,$221.27,$0.00,"Detached Garage, Remove existing defective standing seam metal roof, repair/replace underlayment and dispose. Install new standing seam metal roof."
BLD25-6582,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"7804 Kennedy Rd Twin Hills [TWI]",076-142-066,$374.76,$0.00,"Install (3) 6,000 BTU Mitsubishi one way ceiling cassettes. Install (1) 6,000 BTU Mitsubishi high efficiency hyper heating indoor unit. Install (1) 12,000 BTU Mitsubishi high efficiency hyper heating indoor unit. Install (1) 36,000 BTU Mitsubishi multi-zone outdoor heat pump unit."
BLD25-6584,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"164 Rainsville Rd Petaluma [PET]",048-012-006,$374.76,$0.00,"Like for Like Electrical Panel Replacement"
BLD25-6586,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"5700 McFarlane Rd Twin Hills [TWI]",062-021-062,$402.88,$0.00,"Replace siding 22ft wide 12ft high with stucco."
BLD25-6588,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"8266 Wildey Ave Forestville [FOR]",081-302-002,$552.91,$0.00,"SFD; 13sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6591,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"3673 Green Hill Dr Bennett Valley [BEN]",049-350-021,$374.76,$0.00,"REMOVE AND REPLACE 40 GALLON GAS WATER HEATER IN UTILITY ROOM. LIKE FOR LIKE SAME LOCATION."
BLD25-6592,Issued,"Building Permit No Plan Check",10/28/2025,10/29/2025,"2151 Lovall Valley Rd Sonoma [SON]",127-192-040,$552.31,$0.00,"SFD - Replace siding w/ hardy artisan shiplap/densglass"
BLD25-6593,Finaled,"Building Permit No Plan Check",10/28/2025,10/28/2025,"101 Pepper Ln Petaluma [PET]",113-110-055,$555.68,$0.00,"SFD *SELF CERT* REMOVE AND REPLACE CLASS A COMP SHINGLE ROOF 40SQ"
BLD25-6594,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"2151 Lovall Valley Rd Sonoma [SON]",127-192-040,$374.76,$0.00,"SFD - REPLACE AC AND FURNACE WITH HEAT PUMP AND AIR HANDLER. REPLACE DUCTING."
BLD25-6597,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"3048 Trenton Rd Forestville [FOR]",078-030-022,$374.76,$0.00,"Change-out 90,000 BTU 97 AFUE furnace in garage in same location."
BLD25-6599,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"815 Ragle Rd Twin Hills [TWI]",060-340-044,$402.67,$0.00,"PARTIAL TEAR OFF AND REROOF AT REAR SOUTHEAST ROOF PORTION ONLY, INSTALL ""CLASS A"" FIRE RATED ASPHALT SHINGLES, INSTALL 4 SQUARES ONLY, SELF CERTIFIED W/COUNTY. SFD"
BLD25-6600,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"8531 Hwy 12 Kenwood [KEN]",051-040-051,$374.76,$0.00,"Septic Electric 189 for SEP25-0306 and sewer connection from abandoned tank to new septic tank, approximately 65ft. (8531 Sonoma Hwy)"
BLD25-6601,Issued,"Building Permit No Plan Check",10/28/2025,10/28/2025,"4071 Bones Rd Graton [GRA]",104-120-053,$374.76,$0.00,"SFD. Replace a/c condenser, evaporator coil, and furnace"
BLD25-6602,Issued,"Building Permit No Plan Check",10/28/2025,10/30/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #41: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-6603,Issued,"Building Permit No Plan Check",10/28/2025,10/30/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #84: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
