permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-2850,Issued,"Building Permit No Plan Check",5/18/2025,05/18/2025,"40885 Leeward Rd Sea Ranch [SEA]",156-470-004,$540.35,$0.00,"REROOF USING SHINGLES OWENS CORNING DURATION ONYX BLACK 27 SQ WE ARE SELF CERTIFIED"
BLD25-2851,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"399 King Rd Petaluma [PET]",113-100-046,$538.05,$0.00,"- 399 King Rd, Petaluma - Remove existing asphalt shingles and install new asphalt shingles. - 2,418 Sq Ft - Self Certification"
BLD25-2853,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"399 King Rd Petaluma [PET]",113-100-046,$215.19,$0.00,"399 King Rd, Petaluma ( Detached garage ) - Remove existing asphalt shingles and install new asphalt shingles - Self Certification - 1,057 sq ft"
BLD25-2854,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"11349 Barnett Valley Rd Twin Hills [TWI]",026-090-013,$363.62,$0.00,"Placing customer-owned permanent power pole and 200 amp power panel to power existing well."
BLD25-2855,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"6400 Sharp Rd Mark West Springs [MWS]",120-240-053,$363.62,$0.00,"Upgrading PG&E electrical service from 200 amps to 400 amps"
BLD25-2857,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"35953 Sea Ridge Rd Sea Ranch [SEA]",155-220-009,$363.62,$0.00,"REPLACING EXISTING 200AMP MAIN SERVICE PANEL FOR NEW 200AMP MAIN SERVICE PANEL, LIKE FOR LIKE, NO ADDED LOAD, NO RELOCATION."
BLD25-2858,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"837 Rigsby Ln Twin Hills [TWI]",077-200-003,$536.10,$0.00,"SFD, Tear off & Reroof (17 SQ) Class A Comp Shingles"
BLD25-2859,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"35192 North Star Close Sea Ranch [SEA]",155-010-002,$363.62,$0.00,"REPLACE EXISTING 200AMP MAIN SERVICE PANEL WITH NEW 200AMP MAIN SERVICE PANEL. LIKE FOR LIKE, NO ADDED LOAD, NO RELOCATION."
BLD25-2866,Issued,"Building Permit No Plan Check",5/19/2025,05/19/2025,"19070 Baytree Sonoma [SON]",142-280-018,$363.62,$0.00,"SFD-Replace 2 failed furnaces and 2 failed ACs with 2 new furnaces and 2 new Heat Pumps"
BLD25-2871,Finaled,"Building Permit No Plan Check",5/20/2025,05/20/2025,"17305 Willow Creek Rd Occidental [OCC]",074-180-082,$540.91,$0.00,"Tear off 33 squares of Comp shingle and 22 squares of built up. Reroof with class a fire rated roof system using GAF HDZ roof system and TPO over flat roofs. Self Cert."
BLD25-2876,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"224 Flint Ct Sonoma [SON]",142-170-054,$363.62,$0.00,"Remove & replace furnace located in garage & Ac located in back yard like for like."
BLD25-2879,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"1181 Ozone Dr Santa Rosa [SRO]",060-360-037,$363.62,$0.00,"Like for Like MPU 100 amp. Replacing and Old Zynsco"
BLD25-2880,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"1185 Ozone Dr Santa Rosa [SRO]",060-360-037,$363.62,$0.00,"Like for Like 100 amp MPU. Changing out an old Zynsco"
BLD25-2885,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"4456 Hargrave Ave Bellevue [BEL]",134-268-003,$537.66,$0.00,"SFD, T/O 13 sqrs Install Class A Comp"
BLD25-2886,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"4940 Hansen Dr Rincon Valley [RIN]",183-260-021,$4.00,$0.00,"RE-ROOF 25 SQUERS WITH THE 30 YR CLASS A FIBERGLAS SHINGLES AM SELF CERTIFIED."
BLD25-2888,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"4750 Paulsen Ln Twin Hills [TWI]",062-114-058,$541.91,$0.00,"SFD, Siding Replacement-overlay"
BLD25-2889,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"20343 Harrington Dr Sonoma [SON]",128-161-037,$363.62,$0.00,"NEW FLUSH MOUNTED, NON-EXPORT, PV SYSTEM (7.740) W/ GRID TIED MICROINVERTERS, WITHOUT BATTERY STORAGE, ADDED TO EXISTING PV SYTEM, TO EXISTING MAIN SERVICE PANEL."
BLD25-2891,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"4750 Paulsen Ln Twin Hills [TWI]",062-114-058,$536.75,$0.00,"Detached Garage, Siding Replacement-overlay"
BLD25-2894,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"6024 HWY 116 N Forestville [FOR]",084-020-031,$363.62,$0.00,"Install new ""Mitsubishi"" HM series 15,000 BTU, 1.25 ton, 20 seer, ductless mini- split heat pump system."
BLD25-2897,Issued,"Building Permit No Plan Check",5/20/2025,06/02/2025,"8999 Cypress Ave Cotati [COT]",046-440-074,$540.84,$0.00,"Remove existing comp shingle roofing and replace with new *** Self Certified for Tear Off ****"
BLD25-2900,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"120 Sea Walk Dr Sea Ranch [SEA]",122-420-006,$363.62,$0.00,"Installation of heat pump mini split"
BLD25-2904,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"1929 Los Alamos Rd Kenwood [KEN]",030-100-056,$363.62,$0.00,"NEW FLUSH MOUNTED PV SYSTEM (5.160 KW) WITH NEW BATTERY STORAGE (13.5 KWH) GRID TIED HYBRID INVERTER TO EXISTING MAIN SERVICE PANEL."
BLD25-2907,Issued,"Building Permit No Plan Check",5/20/2025,05/20/2025,"208 Eucalyptus Ave Cotati [COT]",046-233-004,$363.62,$0.00,"SFD, Relocate Gas Line from Meter to House for PG&E"
BLD25-2914,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"18084 Riverside Dr Agua Caliente [AGU]",052-193-022,$363.62,$0.00,"Remove existing 100 amp service and meter base. Replace with new 200 amp overhead riser, meter/main with distribution and grounding system."
BLD25-2915,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"591 Lawndale Rd Kenwood [KEN]",050-050-035,$555.05,$0.00,"Remove existing roof, dispose of debris, resheath with 1/2 inch osb install fire rated self adhered underlayment, Install class A standing seam metal roof, self certify"
BLD25-2916,"Awaiting Applicant Response","Building Permit No Plan Check",5/21/2025,,"8875 St Helena Rd Rincon Valley [RIN]",028-260-035,$0.00,$0.00,"Install a 200a Main panel designed to be specifically used for AG. This will be metered separately from the Main House."
BLD25-2917,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"1375 Gossage Ave Petaluma [PET]",048-132-012,$363.62,$0.00,"Upgrade overhead electrical panel from 100 to 200 amp"
BLD25-2919,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"14677 Cherry St Guerneville [GUE]",072-070-074,$363.62,$0.00,"INSTALL HEAT PUMP."
BLD25-2921,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"7801 Scotts Vista Ln Graton [GRA]",130-261-024,$537.79,$0.00,"T/O REROOF SFD 23 SQS COMP SHINGLE Self Cert"
BLD25-2923,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"9779 Via Cantera Kenwood [KEN]",050-191-021,$363.62,$0.00,"Replace Damaged 400 Amp Meter Main, do to corrosion on bussing, with new 400 Amp Meter Main Panel in same location."
BLD25-2924,"Awaiting Applicant Response","Building Permit No Plan Check",5/21/2025,,"14552 Eastern Ave Forestville [FOR]",071-023-030,$0.00,$0.00,"This is a like for like change out for AC and Furnace, these are separate units in different locations."
BLD25-2925,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"4065 Hwy 116 S 1 Sebastopol [SEB]",062-060-006,$536.10,$0.00,"Re-roof 6 SQ class A Unit 1"
BLD25-2926,Issued,"Building Permit No Plan Check",5/21/2025,05/27/2025,"9431 Chalk Hill Rd Windsor [WIN]",162-010-024,$363.62,$0.00,"SFD- To service the main house - install AC new - located in backyard"
BLD25-2927,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"8750 Jeannette Ave Graton [GRA]",130-120-013,$537.14,$0.00,"SFD. Tear off and reroof 25 squares using class A composition shingles over roofing felt. SELF CERT."
BLD25-2928,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"21894 Russian River Ave Monte Rio [MRO]",095-051-001,$537.06,$0.00,"residential tear off and reroof. class A rated shingles, 21 squares. replace sheathing as needed."
BLD25-2929,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"8341 Blackney Rd Twin Hills [TWI]",076-080-081,$363.62,$0.00,"Install 200 amp 240 volt single phase circuit to shop. Install Eaton 200 amp feed through breaker block in 200 amp 240 volt load center next to main panel. Install Eaton 200 amp 240 volt 20/40 distribution single phase surface mounted load center to back side of main panel. 300 feet, 18 inches deep trenching"
BLD25-2930,Issued,"Building Permit No Plan Check",5/21/2025,05/27/2025,"1085 Anita Ln Twin Hills [TWI]",077-130-098,$363.62,$0.00,"SFD, Replace heating and air conditioning system"
BLD25-2932,Issued,"Building Permit No Plan Check",5/21/2025,05/22/2025,"9899 Bohemian Hwy Monte Rio [MRO]",096-080-003,$536.49,$0.00,"SFD *Self Cert* Tear off & Reroof 14SQ 20YR GAF System & Waterproof Fire and Ice proof installed as necessary Gutter cleaned if not replaced All Flashings will be painted with higher grade paint than typical roofing paint All valleys will have Gaf synthetic weather watch installed around them All pipe jacks will have updated storm collars All chimney or skylights will have 24 gauge sheet metal saddles and counter flashings made by hand Torch Fireproof base sheeting will be applied 40 year torch down installed Galvanized noising will be used in the perimeter."
BLD25-2935,Finaled,"Building Permit No Plan Check",5/21/2025,05/21/2025,"354 Bohemian Hwy Twin Hills [TWI]",073-130-052,$363.62,$0.00,"SFD-Replace 40 gallon tanked water heater, like for like, in existing location"
BLD25-2936,Issued,"Building Permit No Plan Check",5/21/2025,05/22/2025,"19894 Riverside Dr Agua Caliente [AGU]",133-181-010,$536.36,$0.00,"SFD, Tear off & Reroof (14 SQ) Class A Comp Shingles & Necessary Weather Proofing Details. Dispose of all debris at certified waste facility."
BLD25-2938,Finaled,"Building Permit No Plan Check",5/21/2025,05/21/2025,"17050 Brookside Rd Agua Caliente [AGU]",133-140-011,$363.62,,"Plumbing Retrofit including tankless WH, new piping, shutoff valves, whole house water filtration system"
BLD25-2941,"Awaiting Applicant Response","Building Permit No Plan Check",5/21/2025,,"75 Woodland Dr Camp Meeker [CAM]",075-164-002,$0.00,$0.00,"***Need ownership proof*** Replace Russian River Utilities Metering Panel, Like for Like with no added load."
BLD25-2944,"Pre- Due","Building Permit No Plan Check",5/21/2025,,"17660 Montesano Ave Forestville [FOR]",071-230-093,$363.62,$0.00,"Replace current heating system with ductless mini-split system"
BLD25-2945,Issued,"Building Permit No Plan Check",5/21/2025,05/21/2025,"3190 Edison St Graton [GRA]",130-144-006,$363.62,$0.00,"200 amp meter main electrical panel upgrade. Surface mount"
BLD25-2947,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"616 Napa Rd Sonoma [SON]",126-011-053,$363.62,$0.00,"REMOVE AND REPLACE TANKLESS GAS WATER HEATER IN GARAGE. LIKE FOR LIKE SAME LOCATION."
BLD25-2948,Finaled,"Building Permit No Plan Check",5/22/2025,05/22/2025,"338 Wagnon Rd Twin Hills [TWI]",077-190-023,$363.62,$0.00,"Install (1) 12,000 BTU Mitsubishi one way ceiling cassette. Install (1) 6,000 BTU Mitsubishi one way ceiling cassette. Install (1) 9,000 BTU Mitsubishi indoor unit for heat pumps. Install (1) 24,000 BTU Mitsubishi multi-zone outdoor heat pump unit."
BLD25-2949,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"3683 Canfield Rd Twin Hills [TWI]",025-080-003,$537.40,$0.00,"Composition roof replacement."
BLD25-2955,Started,"Building Permit No Plan Check",5/22/2025,,"14379 Occidental Rd Occidental [OCC]",074-080-036,$0.00,$0.00,"***Waiting on UPE25-0021 determination 5/22*** Building Permit to legalize an existing 7'-3"" tall redwood fence (368 LF) within the side yard setback on a 9.50-acre parcel. Related to violation VPL25-0086."
BLD25-2957,Issued,"Building Permit No Plan Check",5/22/2025,05/23/2025,"20311 Foothill Dr Monte Rio [MRO]",094-122-006,$363.62,$0.00,"SFD. Install air handler and heat pump condenser"
BLD25-2958,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"625 Denmark St Sonoma [SON]",128-211-004,$541.43,$0.00,"Tear off existing composition shingle and wood shingle and install 28 squares of new class ""A"" composition shingle and a single layer of underlayment. ***Self-cert***"
BLD25-2959,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"244 Mountain View Ave Bellevue [BEL]",045-022-018,$391.86,$0.00,"Re roof of single family dwelling , class A asphalt shingles PABCO premiere"
BLD25-2960,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"22 Don Timoteo Ct Glen Ellen [GLE]",133-120-001,$538.00,$0.00,"SFD; 41sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles -Main House"
BLD25-2961,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"176 Neville Way Bellevue [BEL]",043-141-038,$391.89,$0.00,"Re roof of single family dwelling , class A asphalt shingles PABCO premiere"
BLD25-2962,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"7491 Applewood Ln Twin Hills [TWI]",025-020-044,$537.32,$0.00,"SFD; 34sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main house"
BLD25-2967,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"8955 Green Valley Rd Graton [GRA]",130-101-007,$363.62,$0.00,"swap out main electrical panal"
BLD25-2968,Issued,"Building Permit No Plan Check",5/22/2025,05/22/2025,"841 Chapman Ln Petaluma [PET]",020-040-038,$535.93,$0.00,"replace existing roof of 841 Chapman Ln"
BLD25-2971,Issued,"Building Permit No Plan Check",5/22/2025,05/27/2025,"9975 Westside Rd Forestville [FOR]",110-320-020,$363.62,$0.00,"SFD. Install Ducts-10 runs of R-8"
BLD25-2973,Issued,"Building Permit No Plan Check",5/22/2025,05/27/2025,"9340 Champs De Elysses Forestville [FOR]",082-104-075,$363.62,$0.00,"SFD. INSTALL A MITSUBISHI TWO ZONE MINI SPLIT"
BLD25-2974,Issued,"Building Permit No Plan Check",5/22/2025,05/27/2025,"2650 Hwy 128 Geyserville [GEY]",140-260-004,$363.62,$0.00,"SFD. Install furnace, and coil. 1 run of R-8 replacement"
BLD25-2975,Issued,"Building Permit No Plan Check",5/22/2025,05/27/2025,"1252 W Sexton Rd Twin Hills [TWI]",077-040-006,$363.62,$0.00,"SFD. Replace ac, like for like, in the same location"
BLD25-2978,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"2416 Magnolia Ave Petaluma [PET]",021-151-038,$363.62,$0.00,"Install (2) 20 amp & (1) 15 amp single phase circuits for new septic system. Permit #SEP24-0261"
BLD25-2979,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"39124 Curlew Reach Sea Ranch [SEA]",156-240-009,$363.62,$0.00,"REPLACING EXISTING 200AMP MAIN SERVICE PANEL AND SUB PANEL WITH NEW 200AMP MAIN SERVICE PANEL AND SUB PANEL, LIKE FOR LIKE, NO ADDED LOAD, NO RELOCATION"
BLD25-2980,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"6054 Stoetz Ln Graton [GRA]",075-020-012,$537.01,$0.00,"Tear off and re-roof pool house, install ""Class A"" Fire Rated asphalt shingles, install 27 squares in total, Self Certified W/County."
BLD25-2981,"Awaiting Applicant Response","Building Permit No Plan Check",5/23/2025,,"5260 Lichau Rd Penngrove [PEN]",136-210-034,$0.00,$0.00,"Install EVCS -40amp breaker install for a pro charger station with #6thhn 40ft from panel"
BLD25-2982,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"1725 Olivet Rd Santa Rosa [SRO]",057-011-050,$363.62,$0.00,"REPLACE FURNACE AND AC SYSTEM. INSTALL 16 SEER AC AND 96% AFUE FURNACE, SFD"
BLD25-2983,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"2828 Bohemian Hwy Occidental [OCC]",073-180-012,$536.62,$0.00,"Reroof - Removal of existing roof material, installing Malarkey Ecoasis roofing system on a single family dwelling, 870 square feet. Work valuation $14,012.00. Self-certified."
BLD25-2985,"Pre- Due","Building Permit No Plan Check",5/23/2025,,"25984 River Rd Cloverdale [CLO]",117-110-027,$363.62,$0.00,"Install EVCS- ford pro charger on a 50amp breaker 30ft/40ft from panel #6 THHN wire. exterior mount on wall"
BLD25-2991,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"3508 Holland Dr Bennett Valley [BEN]",049-330-010,$363.62,$0.00,"SFD- REPLACE 75 GALLON WATER HEATER IN SAME LOCATION. LIKE FOR LIKE."
BLD25-2992,"Pre- Due","Building Permit No Plan Check",5/23/2025,,"1764 Bodega Ave Petaluma [PET]",021-023-058,$363.62,$0.00,"Install a 3/4"" dedicated gas line from meter in front of home to fire pit located in back yard, approximately 100'"
BLD25-2993,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"1006 San Clemente Dr Santa Rosa [SRO]",044-172-012,$460.62,$0.00,"Recover Roof on 1006 San Clemente Dr. Santa Rosa CA 95404"
BLD25-2995,Issued,"Building Permit No Plan Check",5/23/2025,05/27/2025,"18080 Myrtle Ave Agua Caliente [AGU]",056-392-016,$363.62,$0.00,"I am applying for a no plan check construction permit in order to make repairs to the upper lateral of my sewer line. I have already applied for a sewer permit which relates to the repairs downstream of the sewer cleanout. I have been informed that I also need to apply for a construction permit for the repairs upstream of the sewer cleanout going into my home. In essence I am replacing the majority of the upper lateral of the sewer for my home. The upstairs bathroom was modernized by a previous owner with ABS lines that tie into a cast iron stack. That cast iron stack, and everything downstream of it up to the cleanout will be replaced (that is the section relevant to this construction permit, the section from the cleanout to where the repairs will be tied into the old cast iron relates to the sewer permit). This will involve removing the concrete pavers using a concrete saw, and then digging down by hand approximately a foot to reach the old cast iron, removing it. adding a bed of gravel, and then installing the new schedule 40 ABS piping& fittings. There are three main drainage points which are shown on the engineering drawing, a drain for the downstairs toilet, the main stack, and a drain for the upstairs kitchen sink/downstairs laundry room sink. I will schedule an inspection before starting work, to show an inspector the current sewer line layout and discuss my proposed fixes to ensure it will all meet local codes before starting any work. There is a PGE gas line near the sewer line, so I will call them first to identify where the line is to ensure it doesn't get disturbed during the work."
BLD25-2996,Issued,"Building Permit No Plan Check",5/23/2025,05/27/2025,"17020 High Rd Sonoma [SON]",127-411-013,$359.00,$0.00,"Install (3) 6,000 BTU Mitsubishi indoor air handlers. Install (1) 18,000 BTU Mitsubishi indoor air handler. Install (1) 36,000 BTU Mitsubishi outdoor heat pump unit. EVT17-05822"
BLD25-2997,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"909 E Napa St Sonoma [SON]",127-291-022,$363.62,$0.00,"FLUSH MOUNTED PV SYSTEM (7.740 KW) WITH NEW BATTERY STORAGE (20.0 KWH) GRID TIED MICROINVERTERS TO EXISTING MAIN SERVICE PANEL."
BLD25-2999,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"1346 Skillman Ln Petaluma [PET]",048-061-087,$536.68,$0.00,"Tear off and re-roof with Class A Composition Shingles. 17 sqs. Self certify"
BLD25-3000,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"8799 Barnett Valley Rd Twin Hills [TWI]",076-120-061,$537.79,$0.00,"1 sheds 1200 sqft- reroof asphalt shingles to asphalt shingle 2nd s"
BLD25-3002,Issued,"Building Permit No Plan Check",5/23/2025,05/23/2025,"1325 Barlow Ln Twin Hills [TWI]",061-110-054,$540.55,$0.00,"T/O 30 SQ COMP AND APP TORCH DOWN; RE-ROOF WITH CLASS A RATED COMP AT PITCHED ROOF SECTIONS AND CLASS A RATED APP TORCH ROOFING AT LOW SLOPE ROOF SECTIONS; SFD; SELF CERT; MAIN HOUSE, GARAGE AND SHED"
BLD25-3003,Finaled,"Building Permit No Plan Check",5/23/2025,05/29/2025,"1138 E Macarthur St Sonoma [SON]",128-042-009,$363.62,$0.00,"SFD - Install ductless mini split"
BLD25-3004,Finaled,"Building Permit No Plan Check",5/23/2025,05/23/2025,"1972 Middle Two Rock Rd Petaluma [PET]",021-070-040,$539.32,$0.00,"Tear off and re-roof of 4,200 square feet on main dwelling. Re-woof will be done with synthetic felt underlayment and class A roof shingles."
BLD25-3006,Issued,"Building Permit No Plan Check",5/24/2025,05/24/2025,"23500 King Ridge Rd Guerneville [GUE]",107-050-001,$363.62,$0.00,"Replace existing dual meter 200 amp service with new Square D service."
BLD25-3008,Issued,"Building Permit No Plan Check",5/24/2025,05/24/2025,"3497 Verde Vista Dr Bennett Valley [BEN]",049-310-035,$540.13,$0.00,"NO T/O; OVERLAY 48 SQ WITH 100% SILICONE OVER BUILT UP ROOFING SYSTEM; SFD; SELF CERT; MAIN HOUSE AND GRANNY UNIT"
BLD25-3011,"Pre- Due","Building Permit No Plan Check",5/25/2025,,"1495 Hurlbut Ln Graton [GRA]",060-301-051,$363.62,$0.00,"Removal, repair & disconnection of electrical wiring and infrastructure in areas (south west room & spa circuit) where a residential fire event damaged these electrical circuits. This is being done primarily so that power can be restored to the structure (unaffected areas) safely as per the posted yellow tag on the residence."
BLD25-3013,Finaled,"Building Permit No Plan Check",5/26/2025,05/26/2025,"16110 Coleman Valley Rd Occidental [OCC]",074-160-041,$536.79,$0.00,"remove existing comp roof. Install 29sq class a comp self/cert"
BLD25-3016,Issued,"Building Permit No Plan Check",5/26/2025,05/26/2025,"335 Spur Close Sea Ranch [SEA]",155-420-005,$537.40,$0.00,"REROOF 2000 SQ. FT WITH MALARKEY VISTA BLACK SHINGLES. I AM A SELF CERTIFYING CONTRACTOR"
BLD25-3018,Issued,"Building Permit No Plan Check",5/26/2025,05/26/2025,"21521 Rio Vista Ter Monte Rio [MRO]",095-113-008,$363.62,$0.00,"Existing panel install. PGE disconnected power. Old tenant was stealing power. PGE requested inspection before energizing panel and reinstalling meter"
BLD25-3022,Issued,"Building Permit No Plan Check",5/26/2025,05/26/2025,"18757 Wagele Dr Agua Caliente [AGU]",052-750-017,$391.99,$0.00,"Roof tear off and replace"
BLD25-3023,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"21073 River Blvd Monte Rio [MRO]",095-170-016,$539.79,$0.00,"Remove & dispose off existing roofing material, install new roof, re-flash pipes, vent to code."
BLD25-3026,Issued,"Building Permit No Plan Check",5/27/2025,05/29/2025,"5221 Lone Pine Rd Twin Hills [TWI]",062-032-002,$391.92,$0.00,"Replacement of siding with like for like material. Replacement of water damaged studs with like for like replacement."
BLD25-3027,Finaled,"Building Permit No Plan Check",5/27/2025,05/27/2025,"1000 Corona Rd Penngrove [PEN]",137-080-052,$215.19,$0.00,"Tear off existing roof material down to sheeting and haul away all related debris. Up to 2 layers. Clean all nails, flashing and old connections over roof area. Fix, repair and replace base layer wood damage, as needed (extra charge of $4.50 per 1 sq ft after 10% of roof area repaired). Remove existing roof jacks, pipes, and metal flashing and haul away. Install new valley natal, if needed. Provide and install new roof jacks, pipes and metal flashing as needed. Install new vents and flashing around roof. Install winter guard on all penetration and valley areas. Install 2x2 edge metal trim to the perimeter. Install ohagin on existing penetrations or install new if needed. Prime and paint all new sheet metal to blend with roof color. Provide and install new underlayment, synthetic paper 100% waterproof (Buster synthetic underlayment). Provide and install standard asphalt composition shingles. Color to be selected by customer (GAF HDZ RS Shingles). Provide and install hips and ridge shingles, as needed. Provide and install starter layer over all roof edges, as needed. Apply caulking around all roof jack and pipes, as needed. Clean and haul away all job related debris."
BLD25-3028,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"15180 Willow Rd Guerneville [GUE]",070-230-038,$363.62,$0.00,"Replace 100A Meter-Main-Distribution panel with new 200A Meter-Main- Distribution panel"
BLD25-3029,Issued,"Building Permit No Plan Check",5/27/2025,05/29/2025,"750 Maybee Ln Healdsburg [HEA]",091-120-094,$363.62,$0.00,"SFD Main Home Duct Replacement 17 Runs"
BLD25-3030,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"323 Tom Jones Ct Bodega Bay [BBY]",100-340-066,$539.51,$0.00,"SFD, Replace Siding in Like Kind Due to Dry Rot & Restain"
BLD25-3032,Finaled,"Building Permit No Plan Check",5/27/2025,05/27/2025,"1265 Oak Creek Dr Agua Caliente [AGU]",133-130-028,$536.53,$0.00,"Reroof like for like tear off and replacement comp shingles class A fired shingles. Using existing decking only shingles replacement 22sqs"
BLD25-3034,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"10320 Field Ln Forestville [FOR]",082-202-029,$363.62,$0.00,"Upgrade electrical panel from 100 to 200 amp overhead residential"
BLD25-3039,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"1250 San Antonio Rd Petaluma [PET]",020-130-034,$536.99,$0.00,"SFD; 27sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles - Carriage house"
BLD25-3040,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"1250 San Antonio Rd Petaluma [PET]",020-130-034,$536.66,$0.00,"SFD; 23sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles Main House"
BLD25-3042,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"7447 Saraview Way Twin Hills [TWI]",076-011-051,$539.11,$0.00,"residential re-roof. tear off and install new CLASS A shingles. 38 squares."
BLD25-3043,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"935 Quietwater Windsor [WIN]",067-320-012,$363.62,$0.00,"Furnish and install heat pump system"
BLD25-3045,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"302 W Matheson St Healdsburg [HEA]",088-230-045,$537.73,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-3047,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"11100 Hillside Dr Forestville [FOR]",082-280-051,$591.10,,"SFD, T/O 13 sqrs Install Class A Comp"
BLD25-3049,Issued,"Building Permit No Plan Check",5/27/2025,06/02/2025,"8900 Bodega Hwy Twin Hills [TWI]",077-140-029,$536.52,$0.00,"SFD, tear off existing roof and reroof with composrition shingles 25 SQ"
BLD25-3050,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"4890 Grange Rd Bennett Valley [BEN]",049-091-031,$363.62,$0.00,"SFD- REPLACE 75 GALLON WATER HEATER IN SAME LOCATION"
BLD25-3051,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"14542 Camino Del Arroyo Guerneville [GUE]",072-330-029,$536.20,$0.00,"Tear off and dispose of existing roofing down to roofing substrate. Adhere GAF Weather Watch Peel & Stick Membrane to valleys, ridges, rake edges, rake walls, around pipes and other leak prone areas. Install GAF Tiger Paw synthetic underlayment on all main facets of the house. Install new pipe flashings and vent assemblies. Install a pre-painted 22x2 nosing on perimeter of roof. Install GAF Timberline HDZ shingles with GAF Z ridge cap."
BLD25-3053,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"26889 Toyon Ln Cloverdale [CLO]",117-300-003,$391.92,$0.00,"To legalize VBU25-0181; Overlay metal roofing over an existing asphalt shingle roof"
BLD25-3058,Issued,"Building Permit No Plan Check",5/27/2025,05/27/2025,"5057 Petaluma Hill Rd Penngrove [PEN]",045-171-039,$563.18,,"Replacement of the existing PGE main panel due to the neutral line and buss connection on the PGE side is corroded beyond safe usage. The panel will just be a replacement and not an upgrade in amps."
