permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-3536,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"1800 Olivet Rd Santa Rosa [SRO]",057-105-022,$537.14,$0.00,"1800 Olivet Rd- Remove existing asphalt shingles and install new asphalt shingles. - Self Certification - 2,626 sq ft"
BLD25-3537,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"5320 Carriage Ln Windsor [WIN]",039-090-002,$363.62,$0.00,"Remove and replace 40 Gallon water heater like for like in same location"
BLD25-3539,Finaled,"Building Permit No Plan Check",6/17/2025,06/17/2025,"125 Wild Moor Reach Sea Ranch [SEA]",156-200-009,$536.49,$0.00,"Tear off without new sheathing and install new 1200sqft of asphalt shigles"
BLD25-3542,Issued,"Building Permit No Plan Check",6/17/2025,06/18/2025,"1081 Palomino Rd Cloverdale [CLO]",117-280-023,$363.62,$0.00,"SFD- Replace failed furnace and AC with new furnace and AC"
BLD25-3547,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"3214 Oak Farm Ln Santa Rosa [SRO]",034-290-010,$363.62,$0.00,"REPLACE EXISTING 100A ZINSCO MAIN METER PANEL WITH NEW EATON 100A MAIN METER PANEL AT THE SAME LOCATION."
BLD25-3549,"Pre- Due","Building Permit No Plan Check",6/17/2025,,"1837 Skillman Ln Petaluma [PET]",048-091-001,$363.62,$0.00,"Upgrade Panel 200 AMPS"
BLD25-3553,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"320 Kiva Pl Windsor [WIN]",039-290-074,$363.62,$0.00,"Panel change like for like 100 amp. The insurance company is giving the owner only 30 days to replace the current FPE panel because it is considered a fire hazard. We would also like to request an exception letter to keep the panel in the same location due to costs and timeline."
BLD25-3555,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"17520 Highland Blvd Agua Caliente [AGU]",056-335-007,$363.62,$0.00,"Install (1) 42,000 BTU Mitsubishi outdoor heat pump unit. Install (1) 3.5 ton Mitsubishi multi-position air handler. Install (4) run of R-8 flex ductwork."
BLD25-3556,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"468 Piezzi Ln Santa Rosa [SRO]",130-471-020,$363.62,$0.00,"50 gallon traditional gas water heater changeout in closet"
BLD25-3557,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"4718 Sheehan Ln Bennett Valley [BEN]",049-450-009,$363.62,$0.00,"Replace existing air handler w/new 4 ton air handler + remove the existing heat pump and replace it with a 4 ton. Like for like same locations"
BLD25-3558,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"34440 Annapolis Rd Annapolis [ANN]",123-010-025,$537.40,$0.00,"REROOF 2000 SQFT WITH GAF TIMBERLINE HD 30YR SHINGLES. SHAKEWOOD. I AM A SELF CERTIFYING CONTRACTOR"
BLD25-3559,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"946 Glenwood Dr Glen Ellen [GLE]",054-372-009,$363.62,$0.00,"I want to replace my current electrical panel with a new 200 amp panal"
BLD25-3561,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"825 Cleveland Ave Petaluma [PET]",020-020-013,$363.62,$0.00,"SFD, Install New Heat Pump System"
BLD25-3563,Finaled,"Building Permit No Plan Check",6/17/2025,06/17/2025,"851 Cleveland Ln Petaluma [PET]",021-024-064,$538.03,$0.00,"REMOVE AND REPLACE CLASS A COMP SHINGLE AND BUR ROOF. 45 SQUARE SELF - CERT"
BLD25-3564,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"4525 Montecito Ave Rincon Valley [RIN]",181-420-012,$539.98,$0.00,"Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-3566,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"1905 Westside Rd Healdsburg [HEA]",110-150-006,$391.86,$0.00,"Remove and replace comp roof"
BLD25-3567,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"2540 Laguna Rd Graton [GRA]",078-130-038,$535.97,$0.00,"Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-3568,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"10629 Panama Ave Jenner [JEN]",099-140-005,$536.02,$0.00,"Simple Reroof. Remove existing composition roofing. Replace with Class A composition roofing per manufacturers specifications. Install 15 lb. synthetic underlayment per manufacturers specifications. 10 squares."
BLD25-3569,Finaled,"Building Permit No Plan Check",6/17/2025,06/17/2025,"8967 Oak Grove Ave Graton [GRA]",130-171-008,$537.01,$0.00,"8967 Oak Grove Ave, Sebastopol - Remove existing asphalt shingles and install new asphalt shingles. - Self Certification - This Permit is for the main house and i will be pulling another permit for the detached garage. - House 2,553 sq ft"
BLD25-3572,Finaled,"Building Permit No Plan Check",6/17/2025,06/19/2025,"14545 River Rd Guerneville [GUE]",070-300-011,$215.19,$0.00,"SFD, Replace 3 Sheets of Plywood Siding, Replace (2) Windows like for like, & Install (N) Sheetrock around Replaced Windows"
BLD25-3574,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"38122 Green Vale Close Sea Ranch [SEA]",156-140-001,$538.05,$0.00,"REROOF 1600 SQ FT MALARKEY VISTA WEATHERED WOOD SHINGLES, I AM A SELF CERTIFYING CONTRACTOR"
BLD25-3576,Issued,"Building Permit No Plan Check",6/17/2025,06/17/2025,"401 Delores Ln Bellevue [BEL]",044-141-049,$363.62,$0.00,"401 Delores Lane Change old 100amp Meter Panel with new 100amp Meter Panel"
BLD25-3577,Issued,"Building Permit No Plan Check",6/17/2025,06/18/2025,"9562 Main St Penngrove [PEN]",047-173-027,$363.62,$0.00,"SFD, New gas line for built in fire pit, seat wall and paver patio."
BLD25-3579,Issued,"Building Permit No Plan Check",6/17/2025,06/30/2025,"8435 Kennedy Rd Twin Hills [TWI]",076-130-027,$363.62,$0.00,"SFD, Water Heater Replacement"
BLD25-3583,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"201 Fallon Rd Two Rock [TWO]",022-140-016,$363.62,$0.00,"200 A Like for Like Meter main replacement in same location"
BLD25-3584,Finaled,"Building Permit No Plan Check",6/18/2025,06/18/2025,"8967 Oak Grove Ave Graton [GRA]",130-171-008,$391.60,$0.00,"8967 Oak Grove Ave, Sebastopol (Detached Garage) -Remove existing asphalt shingles and install new asphalt shingles - Permit for Garage. I have pulled permit number BLD25-3569 for the main house. - 757 sq ft - Self Certification"
BLD25-3587,Finaled,"Building Permit No Plan Check",6/18/2025,06/18/2025,"958 Lark Ave Agua Caliente [AGU]",052-573-002,$363.62,$0.00,"Remove and replace non functioning furnace and AC with ducted heat pump."
BLD25-3588,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"35051 Crows Nest Dr Sea Ranch [SEA]",155-340-014,$363.62,$0.00,"SFD, Remove (E) Solar System & Reinstall 5.6kW System with Roof is Replaced"
BLD25-3589,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"210 W Matheson St Healdsburg [HEA]",088-230-022,$363.62,$0.00,"SFD - Replace A/C"
BLD25-3590,Issued,"Building Permit No Plan Check",6/18/2025,06/26/2025,"4444 Sunland Ave Bellevue [BEL]",134-243-036,$363.62,$0.00,"NEW 200A SERVICE FOR MAIN HOUSE AND PROPERTY (No service currently)"
BLD25-3591,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"5851 Petaluma Hill Rd Penngrove [PEN]",045-231-015,$363.62,$0.00,"SFD - REPLACE 40 GALLON WATER HEATER IN SAME LOCATION"
BLD25-3593,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"402 Delores Ln Bellevue [BEL]",044-141-050,$363.62,$0.00,"402 Delores Lane, Change old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3594,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"403 Delores Ln Bellevue [BEL]",044-141-049,$363.62,$0.00,"403 Delores Lane, Change old 100amp Meter Panel with new 100amp Meter Panel"
BLD25-3598,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"3585 Cazadero Hwy Guerneville [GUE]",105-160-022,$363.62,$0.00,"SFD, Upgrade (E) service from 100A to 200A, Converting (E) main panel to 100A sub panel, & install dedicated 50A circuit for future EV Charger"
BLD25-3601,Issued,"Building Permit No Plan Check",6/18/2025,06/19/2025,"1159 W Railroad Ave Cotati [COT]",113-210-032,$537.25,$0.00,"Remove approx. 1,000 sf of existing T-111 siding and trim with new T-111 siding and cedar trim to match the existing."
BLD25-3602,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"5420 Cavedale Rd Glen Ellen [GLE]",053-051-033,$550.51,$0.00,"Tear off metal roof, install 1/4"" dens deck and Single Ply PVC white"
BLD25-3603,Issued,"Building Permit No Plan Check",6/18/2025,06/19/2025,"3400 Moriconi Dr Santa Rosa [SRO]",034-150-009,$363.62,$0.00,"SFD. Replace 40 gallon tank electric water heater located inside a closet like for like in the same location."
BLD25-3605,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"404 Delores Ln Bellevue [BEL]",044-141-050,$363.62,$0.00,"404 Delores Lane, Replace old 100amp Electric Meter with new 100amp Meter Panel"
BLD25-3606,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"405 Delores Ln Bellevue [BEL]",044-141-049,$363.62,$0.00,"405 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3607,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"408 Delores Ln Bellevue [BEL]",044-141-050,$363.62,$0.00,"406 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3608,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"6332 Highland Pl Sebastopol [SEB]",025-130-006,$363.62,$0.00,"50 Gallon Natural Gas Water heater Like for like replacement in same location"
BLD25-3609,Issued,"Building Permit No Plan Check",6/18/2025,06/19/2025,"16140 Fern Way Guerneville [GUE]",072-350-060,$363.62,$0.00,"HVAC Changeout of existing non functional propane gas furnace & split system AC - existing locations; like for like."
BLD25-3610,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"15218 Orchard Rd Guerneville [GUE]",070-130-014,$539.14,$0.00,"SFD-Re-Roof-T/O existing APP one layer install IB Roofing PVC 60 Mil Class A membrane in Grey Pitch is 3/12, 11 squares, no resheeting. self certify"
BLD25-3611,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"406 Delores Ln Bellevue [BEL]",044-141-050,$363.62,$0.00,"406 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3613,Issued,"Building Permit No Plan Check",6/18/2025,06/19/2025,"396 Candlelight Dr Windsor [WIN]",039-050-012,$363.62,$0.00,"SFD. Replace furnace and coil located in the garage. Replace ac located in the back yard. Replace 12 duct runs with R8 ducting located in the crawl space, like for like, in the same location"
BLD25-3614,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"407 Delores Ln Bellevue [BEL]",044-141-049,$363.62,$0.00,"407 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Panel"
BLD25-3615,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"410 Delores Ln Bellevue [BEL]",044-141-047,$363.62,$0.00,"410 Delores Lane, Replace 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3616,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"411 Delores Ln Bellevue [BEL]",044-141-048,$363.62,$0.00,"411 Delores Lane, Replace 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3618,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"412 Delores Ln Bellevue [BEL]",044-141-047,$363.62,$0.00,"412 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3620,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"413 Delores Ln Bellevue [BEL]",044-141-048,$363.62,$0.00,"413 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3621,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"414 Delores Ln Bellevue [BEL]",044-141-047,$363.62,$0.00,"414 Delores Lane, Replace old 100AMP Electric Meter Panel with new 100amp Meter Panel"
BLD25-3622,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"415 Delores Ln Bellevue [BEL]",044-141-048,$363.62,$0.00,"415 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3623,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"416 Delores Ln Bellevue [BEL]",044-141-047,$363.62,$0.00,"416 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3625,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"418 Delores Ln Bellevue [BEL]",044-141-047,$363.62,$0.00,"418 Delores Lane, Replace old 100amp Electric Meter Panel with new 100amp Meter Panel"
BLD25-3626,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"408 Delores Ln Bellevue [BEL]",044-141-050,$363.62,$0.00,"408 Delores Lane, Well Replace old 100amp Electric Meter Panel with new 100amp Panel"
BLD25-3627,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"409 Delores Ln Bellevue [BEL]",044-141-048,$363.62,$0.00,"409 Delores Lane, Well Panel Replace old 100amp Electric Meter Panel with new 100amp Panel"
BLD25-3630,Issued,"Building Permit No Plan Check",6/18/2025,06/18/2025,"970 Hurlbut Ave Graton [GRA]",060-261-007,$363.62,$0.00,"200 amp electric meter main panel upgrade. surface mount"
BLD25-3631,Issued,"Building Permit No Plan Check",6/19/2025,06/18/2025,"20868 Via Colombard Sonoma [SON]",142-240-049,$536.87,$0.00,"Re-Roof permit request Removal of 22 squares of existing composition roof and install one layer of new laminate Tiger Pow Composition shingles Class A GAF HDZ color weathered wood. All flashing penetrations will be replaced."
BLD25-3633,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"420 Edison St Graton [GRA]",130-291-007,$363.62,$0.00,"Replace existing 100a main meter panel as a ""like for like"" replacement. This is to remove the Zinsco meter panel from the property as they are having issues with some of the circuits."
BLD25-3635,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"245 Klamath Sea Ranch [SEA]",156-450-023,$363.62,$0.00,"Install (1) 18,000 BTU Mitsubishi floor mounted multi-zone indoor unit. Install (1) 6,000 BTU Mitsubishi indoor air handler. Install (1) 24,000 BTU Mitsubishi multi- zone outdoor heat pump unit."
BLD25-3639,"Awaiting Applicant Response","Building Permit No Plan Check",6/19/2025,,"2150 Green Hill Rd Graton [GRA]",061-080-035,$0.00,$0.00,"Commercial Mill 11,000 square feet tear off and metal roof install. Commercial Mill. Not Dwelling."
BLD25-3641,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"351 Firefly Ln Twin Hills [TWI]",063-211-018,$540.23,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-3643,"Awaiting Applicant Response","Building Permit No Plan Check",6/19/2025,,"4162 Napa Rd Sonoma [SON]",126-112-011,$0.00,$0.00,"Remove and replace with James Hardie Fiber Cement siding approx. 3000 SF. Like for like replacement of 21 vinyl windows. Install James Hardie fiber cement siding to all exterior walls of home. Approx. 3000 sq.ft. Install 21 New Anlin vinyl windows. Like for like replacement."
BLD25-3645,Issued,"Building Permit No Plan Check",6/19/2025,06/20/2025,"21073 River Blvd Monte Rio [MRO]",095-170-016,$363.62,,"Uninstall/Reinstall 10 solar panels after re-roof (BLD25-3023) UNINSTALL AND REINSTALL OF 10 EXISTING SUNPOWER SPR-X21-345 SOLAR MODULES AFTER RE-ROOFING."
BLD25-3646,Finaled,"Building Permit No Plan Check",6/19/2025,06/19/2025,"2211 Thornsberry Rd Sonoma [SON]",127-331-008,$541.63,$0.00,"T/O AND REROOF RESIDENCE. INSTALL ""CLASS A"" FIRE RATED ASPHALT SHINGLES, INSTALL 48 SQ IN TOTAL, SFD, SELF CERTIFIED W/COUNTY."
BLD25-3647,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"145 E Agua Caliente Rd Agua Caliente [AGU]",056-094-016,$363.62,$0.00,"Would like to upgrade 100 amp panel to 200 amp panel. My electrical panel has had the work done to make this change. Just need to open a permit with Sonoma County and PGE. The California State certified electrician's name is Brandy McDaniel. Her license number is E159755G."
BLD25-3648,Issued,"Building Permit No Plan Check",6/19/2025,06/24/2025,"14655 Eastern Ave Forestville [FOR]",071-024-013,$363.62,$0.00,"DUCTLESS MINISPLIT ADD ON. OUTDOOR UNIT IN BACKYARD, 20 SEER2, 2 TON, 10 HSPF2. 24K AIR HANDLER IN BEDROOM/LIVING ROOM. ADD DISCONNECT, WHIP, AND BREAKER."
BLD25-3649,Finaled,"Building Permit No Plan Check",6/19/2025,06/19/2025,"15613 Old Cazadero Rd Guerneville [GUE]",072-310-012,$537.05,$0.00,"Remove the existing shingles and install 20 squares of new asphalt shingles."
BLD25-3651,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"242 Cambria Way Windsor [WIN]",058-380-015,$363.62,$0.00,"WH REPLACEMENT (TANK) TO (TANKLESS) IN EXISTING LOCATION (GARAGE) W/DEDICATED GAS LINE FROM GAS METER SURFACE- MOUNTED IN GARAGE."
BLD25-3655,Issued,"Building Permit No Plan Check",6/19/2025,06/20/2025,"420 Mayfield Dr Windsor [WIN]",058-161-002,$363.62,$0.00,"SFD. Replace 9 duct runs located in the crawl space with KD hard pipe, like for like, in the same location"
BLD25-3656,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$363.62,$0.00,"For Apt #50: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-3658,Finaled,"Building Permit No Plan Check",6/19/2025,06/19/2025,"157 Misbro Way Kenwood [KEN]",050-172-020,$363.62,$0.00,"Master bath repipe, replace 15 feet of old copper pipe with copper pipe, like for like in the same location. Replace bathroom fixtures and bathroom vanity all in the same location, This is a legalize remodel."
BLD25-3660,Issued,"Building Permit No Plan Check",6/19/2025,06/20/2025,"220 Country Club Dr Santa Rosa [SRO]",130-372-003,$363.62,$0.00,"5 ton condenser changeout in left side yard, 38 BTUS air handler changeout in closet"
BLD25-3662,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"5705 St Helena Rd Rincon Valley [RIN]",028-350-051,$539.76,$0.00,"SFD; 29sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3664,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"4212 Miles Ave Bellevue [BEL]",035-152-007,$537.33,$0.00,"SFD; 28sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3665,Finaled,"Building Permit No Plan Check",6/19/2025,06/19/2025,"8220 Spring Dr Forestville [FOR]",082-023-054,$536.77,$0.00,"Self-certified single-family dwelling 14 sq. Remove and replace the roof with Class A fire-rated asphalt composition shingles."
BLD25-3666,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"1511 Willowside Rd Santa Rosa [SRO]",057-130-052,$537.59,$0.00,"SFD; 36sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3667,Issued,"Building Permit No Plan Check",6/19/2025,06/19/2025,"6400 Bennett Valley Rd Bennett Valley [BEN]",049-010-054,$537.64,$0.00,"SFD; 35sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3669,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"14902 Melody Ave Forestville [FOR]",071-050-032,$536.33,$0.00,"replace roofing same for same class A 30yr composition roofing 11 squares"
BLD25-3670,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"3674 Green Hill Dr Bennett Valley [BEN]",049-340-021,$536.79,$0.00,"SFD; 17sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3671,Issued,"Building Permit No Plan Check",6/20/2025,06/24/2025,"1880 Riebli Rd Mark West Springs [MWS]",029-210-025,$533.94,,"EVT17-04372 Pool Remodel - inground gunite swimming pool. (N) plaster, tile, coping. New concrete pool deck, New pool equipment pump,filter, light"
BLD25-3672,Finaled,"Building Permit No Plan Check",6/20/2025,06/20/2025,"81 Geyser Ridge Way Geyserville [GEY]",140-160-033,$540.31,$0.00,"Tear off and re-roof of 2600 square feet of main dwelling on parcel. Re-roof will be done with synthetic felt underlayment and class A composition shingles"
BLD25-3673,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"1587 Sperring Rd Sonoma [SON]",142-023-009,$538.02,$0.00,"Tear off existing composition shingle and install 37 squares of new class ""A"" composition shingle with a single layer of underlayment. ***Self-cert***"
BLD25-3675,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"1697 Bay Flat Rd Bodega Bay [BBY]",100-060-014,$539.21,$0.00,"SFD; 20sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-3677,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"18087 Las Lomas Rd Agua Caliente [AGU]",056-414-011,$363.62,$0.00,"Remove and replace non-functioning furnace and air conditioner, and replace with heat pump."
BLD25-3679,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"401 London Way Glen Ellen [GLE]",056-564-014,$363.62,$0.00,"replace ac system. install 16 seer ac"
BLD25-3681,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"623 Sexton Rd Twin Hills [TWI]",077-030-055,$537.65,$0.00,"SFD. Remove dispose 1 layer of existing roof on house. Install 29sq of GAF architectural roofing shingles."
BLD25-3686,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"13940 Village Ave Healdsburg [HEA]",088-120-023,$363.62,$0.00,"SFD New water heater"
BLD25-3688,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"5068 Harville Rd Rincon Valley [RIN]",029-280-019,$536.57,$0.00,"tear off re roof 24 squares using class A comp shingles SELF CERTIFICATE"
BLD25-3689,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"591 Lawndale Rd Kenwood [KEN]",050-050-035,$363.62,$0.00,"Main Panel Replacement 200 amp like for like, no added load, same location Sub Panel Replacement 200 amp like for like, no added load, same location"
BLD25-3691,Issued,"Building Permit No Plan Check",6/20/2025,06/23/2025,"18495 Hwy 12 Agua Caliente [AGU]",056-464-022,$543.17,$0.00,"COMM Tear off and dispose of existing tar & gravel roofing. Remove and throw away air conditioning unit. Remove and reuse existing cap and pan roofing on parapet wall. Mop down 1 layer of fiberglass base sheet and 3 layers of fiberglass ply sheet with hot asphalt between each layer. Cap sheet installed on vertical surfaces. Install all new plumbing flashings and vent assemblies. Gravel to be finished surface set in a flood coat of asphalt."
BLD25-3692,Issued,"Building Permit No Plan Check",6/20/2025,06/20/2025,"1500 Longhorn Ln Petaluma [PET]",020-130-026,$363.62,$0.00,"SFD - Replace 80k BTU 80 AFUE NG Furnace like for like in garage"
BLD25-3695,Issued,"Building Permit No Plan Check",6/20/2025,06/23/2025,"240 Miwok Rd Bodega Bay [BBY]",100-230-038,$363.62,$0.00,"SFD. Replace furnace"
BLD25-3697,Issued,"Building Permit No Plan Check",6/20/2025,07/01/2025,"6824 Covey Rd Forestville [FOR]",083-120-046,$363.62,$0.00,"SFD relocate gas meter to accommodate new residential addition"
BLD25-3698,Issued,"Building Permit No Plan Check",6/20/2025,06/23/2025,"11941 Hillside Rd Forestville [FOR]",081-281-051,$363.62,$0.00,"SFD. Install ductless mini split"
BLD25-3699,Finaled,"Building Permit No Plan Check",6/20/2025,06/23/2025,"1000 Bodega Ave Petaluma [PET]",019-070-010,$363.62,$0.00,"SFD Replace all horizontal drain lines under the house using ABS and install private two-way clean out at the house. Replace approx. 10' of damaged sewer lateral at the house using ABS. (sewer lateral connects to septic tank not city main)"
BLD25-3703,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"640 Snow Rd Twin Hills [TWI]",063-330-042,$363.62,$0.00,"Replace existing 200a panel as a ""like for like"" panel replacement to get rid of the Zinsco panel and breakers, as the breakers have been a nuisance and now they are nervous about having these breakers in place."
BLD25-3704,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"31305 ANNAPOLIS Rd Annapolis [ANN]",123-120-020,$363.62,$0.00,"Install a (N) 100A overhead feed meter main electrical panel. Run power approximately 415' to a (N) well head."
BLD25-3706,Issued,"Building Permit No Plan Check",6/23/2025,06/24/2025,"35755 Hauser Bridge Rd Timber Cove [TIM]",109-230-024,$573.24,$0.00,"COMM Reroof 200 SQ cool roof"
BLD25-3710,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"3651 Frei Rd Graton [GRA]",130-190-097,$363.62,$0.00,"Replace existing 320 amp electrical service with a new 320 service"
BLD25-3711,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"2202 Bennett Valley Hts Glen Ellen [GLE]",055-040-042,$363.62,$0.00,"SFD Remove and replace (2) existing heat pump systems in existing locations. Tie into all existing supply and return ducting."
BLD25-3712,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"3910 Brickway Blvd Santa Rosa [SRO]",059-360-006,$761.60,$0.00,"Commercial Re-Roof. Overlay the existing roof (only one roof) with Carlisle 60mil TPO Mechanically attached over 1/2"" HD Coverboard. Total Squares 945"
BLD25-3713,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"125 Marshall Ave Petaluma [PET]",048-091-087,$537.02,$0.00,"SFD; 18sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles (125 Marshall, parcel number 048-091- 087 given to me from county)"
BLD25-3714,Issued,"Building Permit No Plan Check",6/23/2025,06/23/2025,"910 Lytton Station Rd Geyserville [GEY]",091-020-013,$363.62,$0.00,"Emergency replacement of failed 100 amp 480 volt service for an Ag meter. Replacement is like for like with no added loads."
BLD25-3716,Finaled,"Building Permit No Plan Check",6/23/2025,06/23/2025,"8245 Candy Apple Ln Twin Hills [TWI]",077-170-013,$363.62,$0.00,"SFD New water heater from gas to heat pump"
BLD25-3720,"Pre- Due","Building Permit No Plan Check",6/23/2025,,"4721 Guenza Rd Bennett Valley [BEN]",049-450-038,$363.62,$0.00,"SFD MSP replacement 100 amp like for like"
BLD25-3724,Issued,"Building Permit No Plan Check",6/23/2025,06/25/2025,"5948 Dry Creek Rd Geyserville [GEY]",090-230-034,$363.62,$0.00,"Replace coil located in the attic and 18 SEER2 AC located on the right side of house like for like in the same location."
BLD25-3728,Issued,"Building Permit No Plan Check",6/23/2025,06/25/2025,"51 Clippers Reach Sea Ranch [SEA]",156-010-008,$559.04,$0.00,"remove cedar shingles remove all windows and replace new milgard like for like water proof house and windows install new 1x8 redwood horizontal lap siding"
BLD25-3732,Issued,"Building Permit No Plan Check",6/24/2025,06/24/2025,"3400 Geysers Rd Geyserville [GEY]",131-040-015,$363.62,$0.00,"EVT19-02293 - New Underground PG&E Service to Serve (E) Guest House, Swimming Pool, & future SFD rebuild to replace temp electrical under TEM19- 0399"
BLD25-3733,Issued,"Building Permit No Plan Check",6/24/2025,06/24/2025,"4694 Hwy 1 Bodega Bay [BBY]",101-050-036,$538.05,$0.00,"4694 Carmet Dr, Bodega Bay - Remove existing asphalt shingles and install new asphalt shingles. - Self Certification - 3,037 Sq Ft"
