permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-1492,Finaled,"Building Permit No Plan Check",3/17/2025,03/17/2025,"1695 Willowside Rd Santa Rosa [SRO]",057-012-057,$536.40,$0.00,"Self-certified Detached garage 15 sq. Remove and replace the roof with class A fire-rated asphalt composition shingles."
BLD25-1494,Issued,"Building Permit No Plan Check",3/17/2025,03/17/2025,"3901 Bay Hill Rd Bodega Bay [BBY]",100-210-051,$363.62,$0.00,"70K BTUS furnace change out in the attic. 80% AFUE."
BLD25-1495,"Pre- Due","Building Permit No Plan Check",3/17/2025,,"999 Accela Way",999-999-999,$0.00,$0.00,"Chase A-BLD Test"
BLD25-1496,Finaled,"Building Permit No Plan Check",3/17/2025,03/18/2025,"1450 Watertrough Rd Twin Hills [TWI]",076-091-024,$539.13,$0.00,"- Remove existing trim on Garage. - Install James Hardie Lap Siding on Garage total of 700 SQFT. - Replace like for like 2 windows with Anlin Panoramic Series on Garage."
BLD25-1497,Finaled,"Building Permit No Plan Check",3/17/2025,03/18/2025,"1450 Watertrough Rd Twin Hills [TWI]",076-091-024,$539.65,$0.00,"- Remove existing trim on GH. - Install James Hardie Lap Siding on GH total of 800 SQFT. - Replace like for like 7 windows with Anlin Panoramic Series on GH."
BLD25-1498,Issued,"Building Permit No Plan Check",3/17/2025,03/17/2025,"17090 Fitzpatrick Ln Occidental [OCC]",073-290-037,$363.62,$0.00,"110K BTUS furnace change out in the basement. 97% AFUE."
BLD25-1501,Issued,"Building Permit No Plan Check",3/17/2025,03/18/2025,"5255 Douglas Ln Forestville [FOR]",084-150-034,$363.62,$0.00,"SFD. Replace furnace with air handler -in garage, install heat pump- in backyard, replace 15 duct runs with R8 KD hard pipe- in crawl space"
BLD25-1503,Issued,"Building Permit No Plan Check",3/18/2025,03/19/2025,"5241 St Helena Rd Rincon Valley [RIN]",028-110-005,$1783.62,$0.00,"Adding a mini split to 5235 Saint Helena Road ( VBU25-0004)"
BLD25-1504,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"191 Cleveland Ln Petaluma [PET]",019-100-048,$537.30,$0.00,"tear off re roof 30 squares using class A comp shingles SELF CERTIFICATE"
BLD25-1506,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"1299 Wikiup Dr Windsor [WIN]",039-150-009,$363.62,$0.00,"SFD- REPLACE 50 GALLON WATER HEATER IN SAME LOCATION - LIKE FOR LIKE"
BLD25-1509,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"1651 Furlong Rd Twin Hills [TWI]",080-090-021,$549.36,$0.00,"Self certifed single family dwelling 50 sq remove shingle roof and replace roof with SL-100 Standing Seam Roof w/striations - 16"" Panel class A fire rated Polyglass Polystick XFR SA FR Underlayment"
BLD25-1510,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"11399 Westside Ave Forestville [FOR]",081-022-007,$363.62,$0.00,"REPLACE 50 GALLON ELECTRIC WATER HEATER LIKE FOR LIKE IN GARAGE"
BLD25-1511,Issued,"Building Permit No Plan Check",3/18/2025,03/20/2025,"20221 Alder Rd Monte Rio [MRO]",095-222-009,$363.62,$0.00,"SFD. Replace 7 duct runs of R8"
BLD25-1512,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"3675 Holland Dr Bennett Valley [BEN]",049-320-012,$537.23,$0.00,"Remove and dispose of old composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-1513,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"20390 Meadowlark Ct Bodega Bay [BBY]",100-410-057,$537.21,$0.00,"Remove and dispose of old composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-1514,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"953 Lark Ave Agua Caliente [AGU]",,$363.62,$0.00,"Our water heater (40 gallons) in the garage failed and we had to replace same. 052-571-005"
BLD25-1516,Finaled,"Building Permit No Plan Check",3/18/2025,03/19/2025,"1405 Watmaugh Rd Sonoma [SON]",142-042-002,$363.62,$0.00,"SFD, Install Mini-Split System - 2 Zones, 24k BTU Located on the Right Side of House"
BLD25-1517,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"11110 McPeak Rd Forestville [FOR]",081-090-035,$363.62,$0.00,"Emergency panel replacement. 100 A to 200 A. New location appx. 6ft to the right"
BLD25-1518,Issued,"Building Permit No Plan Check",3/18/2025,03/18/2025,"3201 Moorland Ave B Bellevue [BEL]",043-141-002,$391.80,$0.00,"Re roof, remove and replace class A fire rate asphalt shingles PABCO Premiere 30 years"
BLD25-1520,Issued,"Building Permit No Plan Check",3/18/2025,03/19/2025,"4893 Bodega Ave Petaluma [PET]",021-110-014,$550.15,$0.00,"SFD, Replace Stucco Siding w/ (N) Hardie Siding & Trim (approx. 2460 SF) and Replace 18 Windows w/ (N) Dual Paned Low-e Vinyl Windows"
BLD25-1525,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"750 Sonoma Mountain Rd Penngrove [PEN]",136-220-020,$363.62,$0.00,"Removal of existing 200amp single phase electric meter main. Replace with new 200amp single phase electric meter main."
BLD25-1526,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"14334 Hendricks St Healdsburg [HEA]",088-220-024,$363.62,$0.00,"Replace existing 100a overhead fed Zinsco electric service panel with 200a Siemens service panel. Install grounding, bonds, surge protector and refeed existing loads. No added load. SFD"
BLD25-1530,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"35428 Sea Gate Rd Sea Ranch [SEA]",122-460-025,$363.62,$0.00,"REPLACING EXISTING 200AMP MAIN SERVICE PANEL FOR NEW 200AMP MAIN SERVICE PANEL, LIKE FOR LIKE, NO ADDED LOAD, NO RELOCATION."
BLD25-1535,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"1433 Olivet Rd Santa Rosa [SRO]",,$363.62,$0.00,"remove and replace existing furnace same location like for like 100K BTU 5tons 057-011-011"
BLD25-1536,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"712 Siesta Way Agua Caliente [AGU]",056-521-043,$363.62,$0.00,"Replace existing heat pump system with new heat pump system and tie into all existing connections."
BLD25-1539,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"48 Hoff Rd Kenwood [KEN]",050-060-070,$363.62,$0.00,"SFD, Replace (13) Runs with R8 Ducting Like for Like"
BLD25-1540,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"21012 Pelican Loop Bodega Bay [BBY]",100-450-033,$363.62,$0.00,"SFD New outlets in kitchen and bathroom to GFIC"
BLD25-1541,Issued,"Building Permit No Plan Check",3/19/2025,03/26/2025,"605 Zinnia Ct Sonoma [SON]",142-250-016,$539.70,$0.00,"SFD Minor Bathroom Remodel - Install (N) Shower Pan, Tile, Light Fixtures, Plumbing, Vanity, & Sink"
BLD25-1542,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"7740 Hwy 128 Geyserville [GEY]",131-150-022,$539.70,$0.00,"EVT19-02325 SFD re-roof 10 SQ 800SF siding replacement"
BLD25-1543,Issued,"Building Permit No Plan Check",3/19/2025,03/26/2025,"2064 Hwy 116 N Twin Hills [TWI]",061-050-062,$537.57,$0.00,"Reroof of 6 squares with new GAF shingles to include tear off and new underlayment, vents, caps, jacks, and nosing. BUILDING 4 (OFFICE): TEAR OFF, PROVIDE UNDERLAYMENT AND NEW VENTS, CAPS, JACKS, AND NOSING. REROOF WITH 56 SQUARES OF NEW GAF SHINGLES."
BLD25-1546,Finaled,"Building Permit No Plan Check",3/19/2025,03/19/2025,"8940 Barnett Valley Rd Twin Hills [TWI]",076-190-023,$540.62,$0.00,"SFD; 46sqs; Self Certified contractor; Over existing roof. Install with new Lifetime Class A composition shingles. -Main house"
BLD25-1547,Finaled,"Building Permit No Plan Check",3/19/2025,03/19/2025,"8940 Barnett Valley Rd Twin Hills [TWI]",076-190-023,$536.17,$0.00,"SFD; 13sqs; Self Certified contractor; Install existing roof. Install with new Lifetime Class A composition shingles. Det. Garage"
BLD25-1548,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"115 Fredricks Ranch Ln Twin Hills [TWI]",063-230-008,$536.48,$0.00,"Remove and dispose of old composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-1549,Issued,"Building Permit No Plan Check",3/19/2025,03/19/2025,"169 Cambria Way Windsor [WIN]",058-380-005,$537.69,$0.00,"Remove and dispose of old composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-1552,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"20414 Meadowlark Ct Bodega Bay [BBY]",100-410-059,$541.65,$0.00,"SFD Bathroom remodel description on plans"
BLD25-1553,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"1391 Adobe Rd Penngrove [PEN]",137-030-034,$363.62,$0.00,"INSTALL MITSUBISHII DUCTLESS HEATPUMP"
BLD25-1554,Issued,"Building Permit No Plan Check",3/20/2025,03/28/2025,"1480 Willowside Rd Santa Rosa [SRO]",034-072-048,$537.40,$0.00,"Tear off and reroof, siding overlay, remove and replace windows"
BLD25-1555,Issued,"Building Permit No Plan Check",3/20/2025,03/25/2025,"931 Cecelia Dr Glen Ellen [GLE]",054-142-039,$363.62,,"Removing and Reinstalling solar panels. There will be no changes made to the roof layouts or material"
BLD25-1556,Issued,"Building Permit No Plan Check",3/20/2025,03/25/2025,"20176 River Blvd Monte Rio [MRO]",095-244-017,$359.00,$0.00,"EVT19-01312 SFD - Install a DHW Tank and remove the existing Tankless located in the mechanical room 2019 Winter Storms and Flooding"
BLD25-1558,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"19040 Riverside Dr Agua Caliente [AGU]",052-353-030,$363.62,$0.00,"Electrical service upgrade (200 amps including associated wiring)"
BLD25-1560,Finaled,"Building Permit No Plan Check",3/20/2025,03/20/2025,"1938 N Fitch Mountain Rd Healdsburg [HEA]",087-044-031,$536.89,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 14 SQ SELF CERT"
BLD25-1561,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"8079 Davis Ln Penngrove [PEN]",047-202-034,$363.62,$0.00,"(N) 2.5 ton Ducted Heat Pump, Air Handler, and associated ducting Install a 2.5 ton Mitsubishi ducted heat pump. Air Handler M# SVZ-KP30-NA Outdoor Unit M# SUZ-KA30NA2.TH Run all new properly sized high flow R-8 insulated wire flex duct to 6 new supply boots and one return air plenum."
BLD25-1562,Issued,"Building Permit No Plan Check",3/20/2025,03/24/2025,"549 Hart Ln Santa Rosa [SRO]",060-020-032,$363.62,$0.00,"Remodel of a kitchen, remove and replace cabinets and countertops, like for like. Move some lighting fixtures in kitchen"
BLD25-1563,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"4403 Petaluma Hill Rd Bellevue [BEL]",044-220-010,$541.39,$0.00,"4403 Petaluma Hill Rd - Lenox - Tear off roof and install new 4650 sf asphalt shingle roof. Roofer will self certify."
BLD25-1564,"Pre- Due","Building Permit No Plan Check",3/20/2025,,"313 Dahlia Dr Sonoma [SON]",142-240-032,$363.62,$0.00,"40 ga water heater replacement like for like"
BLD25-1566,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"1925 Perth Ave Bennett Valley [BEN]",045-330-020,$604.75,$0.00,"PARTIAL Re-Roof with Solar Removal & Reinstallation - 12.5sq (1250SQFT) + 28 Panel R&R. Remove the existing solar panels, perform the re-roof, then reinstall the existing solar panels to their original design. Tear-Off & Re-Shingle - Remove existing shingles & underlayment, check wood for damages, install new synthetic underlayment and new cool roof shingles. CRRC#: 0890-0013"
BLD25-1567,Issued,"Building Permit No Plan Check",3/20/2025,03/24/2025,"17000 Arnold Dr Glen Ellen [GLE]",133-220-003,$597.80,$0.00,"Administration Building at Hanna Center to be re-roofed. Lower roof only."
BLD25-1569,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"17635 Middlefield Rd Agua Caliente [AGU]",056-334-005,$363.62,$0.00,"Replace 100amp with 200amp main panel"
BLD25-1573,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"8245 Candy Apple Ln Twin Hills [TWI]",077-170-013,$539.66,$0.00,"T/O 49 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT; MAIN HOUSE AND DETACHED COTTAGE"
BLD25-1575,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"4057 Haney Dr Penngrove [PEN]",045-282-021,$536.93,$0.00,"T/O 23 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-1578,Issued,"Building Permit No Plan Check",3/20/2025,03/20/2025,"4045 Earlena Ln Bennett Valley [BEN]",049-181-028,$363.62,$0.00,"Electrical panel change"
BLD25-1580,Finaled,"Building Permit No Plan Check",3/21/2025,03/21/2025,"71 Chapman Ln Petaluma [PET]",020-030-010,$537.24,$0.00,"SFD, t/o and reroof 28 sqrs. Install class a comp-self certification"
BLD25-1581,Issued,"Building Permit No Plan Check",3/21/2025,03/21/2025,"13700 Chalk Hill Rd Geyserville [GEY]",132-110-028,$363.62,$0.00,"Remove existing 200amp main panel and install a new 300amp main panel."
BLD25-1586,Issued,"Building Permit No Plan Check",3/21/2025,03/21/2025,"5570 Faught Rd Windsor [WIN]",067-260-014,$363.62,$0.00,"SFD. Replace furnace"
BLD25-1587,Issued,"Building Permit No Plan Check",3/21/2025,03/21/2025,"1406 Lovall Valley Rd Sonoma [SON]",127-191-036,$363.62,$0.00,"SFD. Replace air handler and heat pump condenser. Replace furnace."
BLD25-1589,Issued,"Building Permit No Plan Check",3/21/2025,03/28/2025,"13940 Village Ave Healdsburg [HEA]",088-120-023,$539.15,$0.00,"SFD, Tear off and Reroof, remove (E) roof the sheeting 1 layer max including the mansard walls, Install new asphalt shingles- Class A 25sq. a. Erect any scaffolding needed to assist with installation 2. Inspect roof decking for integrity and prepare for install 3. Southside mansard, cut siding for access install new z-bar flashing and d. 5. Install Double layer underlayment entire roof 6. Install all new flashings and paint to blend with color of roof 8. Install O’Hagin Fire Rated vents 9. Install new ridge 10. Clean and remove all related debris"
BLD25-1591,Issued,"Building Permit No Plan Check",3/21/2025,03/26/2025,"169 Condor Ct Bodega Bay [BBY]",100-242-005,$363.62,$0.00,"SFD. Replace 50 gall water heater, tanked"
BLD25-1593,Issued,"Building Permit No Plan Check",3/22/2025,03/22/2025,"9737 Hwy 116 N Forestville [FOR]",085-180-011,$363.62,$0.00,"Replace old damaged 100 amp zinco electrical service with new GE 100 amp service panel only"
BLD25-1594,Issued,"Building Permit No Plan Check",3/23/2025,03/23/2025,"19369 Orange Ave Agua Caliente [AGU]",052-441-027,$363.62,$0.00,"Install new 5 Ton Bosch Air Handler in attic space next to hallway access point Install 5 Ton Heat Pump at backyard location with fusible disconnect Install all new r-8 wire flex ductwork in attic space thru out house"
BLD25-1596,Issued,"Building Permit No Plan Check",3/23/2025,03/23/2025,"11784 Saratoga Ave Forestville [FOR]",085-272-025,$363.62,$0.00,"Upgrade electrical service"
BLD25-1597,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"42231 Deer Trail Sea Ranch [SEA]",122-530-020,$535.85,$0.00,"TEAR OFF AND RE-ROOF WITH CLASS A COMP SHINGLES/NO SHEATHING/ SELF-CERTIFIED 14 SQS."
BLD25-1598,Issued,"Building Permit No Plan Check",3/24/2025,03/25/2025,"10710 Hereford Dr Jenner [JEN]",099-132-018,$539.70,$0.00,"SFD Replace Siding 576SF Replace Roofing 5SQ"
BLD25-1599,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"2590 Mark West Springs Rd Mark West Springs [MWS] Replace 200AMP electrical service meter and panel that was destroyed by the",028-060-058,$363.62,$0.00,"Tubb's Fire EVT17-04138. The meter will serve (E) shop and well, and future rebuild- residence for park worker housing."
BLD25-1602,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"4789 Holly St Bennett Valley [BEN]",049-410-018,$538.05,$0.00,"SFD. Remove & dispose 1 layer of existing comp roof on house. Install 39sq of Malarkey Highlander architectural roofing shingles."
BLD25-1603,"Awaiting Applicant Response","Building Permit No Plan Check",3/24/2025,,"142 White Fir Wood Sea Ranch [SEA]",155-510-011,$0.00,$0.00,"Install (N) 3 ton 19 seer heat pump condenser on the left side yard. Install a 36K BTUS air handler under the house. 5 supply and 1 return R8 duct installs."
BLD25-1605,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"324 Sparkes Rd Twin Hills [TWI]",063-310-020,$363.62,$0.00,"60K BTUS furnace change out under the house."
BLD25-1609,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"32 Bosuns Reach Sea Ranch [SEA]",156-330-028,$363.62,$0.00,"REPLACE (E) 200 AMP MSP AND SUBPANEL 200AMP, LIKE FOR LIKE, NO ADDED LOAD, NO RELOCATION."
BLD25-1610,Issued,"Building Permit No Plan Check",3/24/2025,03/25/2025,"142 Sequoia Ave Camp Meeker [CAM]",075-090-057,$363.62,$0.00,"Install Ductless Mini-Split and Tankless Natural Gas Water Heater."
BLD25-1613,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"1740 Lytton Springs Rd Geyserville [GEY]",091-140-051,$544.08,$0.00,Reroof
BLD25-1614,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"15025 Drake Rd Forestville [FOR]",071-070-041,$363.62,$0.00,"SFD, Upgrade Main Panel from 100A Zinsco to 200A Eaton Panel"
BLD25-1615,"Application Accepted/In Review","Building Permit No Plan Check",3/24/2025,,"8404 Brand Ln Penngrove [PEN]",047-202-044,$0.00,$0.00,"Installation of new 100A Sub panel to service lean-to Shed and well pump."
BLD25-1619,Issued,"Building Permit No Plan Check",3/24/2025,03/24/2025,"6677 Westside Rd Forestville [FOR]",110-240-007,$363.62,$0.00,"Remove and replace (2) water heaters"
BLD25-1630,Issued,"Building Permit No Plan Check",3/25/2025,03/25/2025,"18914 Robinson Rd Agua Caliente [AGU]",127-094-045,$537.57,$0.00,"Tear off existing composition shingles. Apply 30yr GAF HDZ Class A composition shingles with a #30lbs underlayment felt. Clean and haul away all roofing debris. Self Cert 30 square feet"
BLD25-1631,Finaled,"Building Permit No Plan Check",3/25/2025,03/25/2025,"2265 Petaluma Blvd N Petaluma [PET]",048-180-006,$363.62,$0.00,"Changing the electrical subpanel on 2263 Petaluma Blvd N Unit G, Petaluma, CA 94952"
BLD25-1632,Issued,"Building Permit No Plan Check",3/25/2025,03/25/2025,"21412 Heron Dr Bodega Bay [BBY]",100-262-027,$363.62,$0.00,"SFD - FURNACE REPLACEMENT ONLY"
BLD25-1633,Issued,"Building Permit No Plan Check",3/25/2025,03/25/2025,"3711 Hwy 116 N Graton [GRA]",130-110-024,$539.52,$0.00,"Sectional Re-Roof, roof is to be torn off, starting over the Ridge of the right- hand side of the structure, and to end at the Gable."
BLD25-1635,Issued,"Building Permit No Plan Check",3/25/2025,03/26/2025,"1508 Sunny View Way Santa Rosa [SRO]",034-280-003,$363.62,$0.00,"SFD 80K BTUS furnace change out and relocation from the hallway closet to the attic. Install 10 supply and 1 return R8 ducts in the attic."
BLD25-1636,Issued,"Building Permit No Plan Check",3/25/2025,03/27/2025,"16800 Gehricke Rd Sonoma [SON]",127-022-056,$363.62,$0.00,"We (SolarCraft) are installing a 4 zone Miini split heat pump on this home. We will also be adding a 25 amp breaker to power this system."
BLD25-1637,Issued,"Building Permit No Plan Check",3/25/2025,03/25/2025,"25 Temelec Cir Sonoma [SON]",142-140-021,$536.20,$0.00,"Partial reroof, remove existing tar and gravel and install a TPO membrane. 8.15 total squares."
BLD25-1638,Issued,"Building Permit No Plan Check",3/25/2025,03/25/2025,"21 Winter Brook Ln Mark West Springs [MWS]",067-240-038,$544.76,$0.00,"T/O 88 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF-CERT"
BLD25-1645,Issued,"Building Permit No Plan Check",3/25/2025,03/27/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$363.62,$0.00,"For Apt #78: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) Coleman(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-1649,Issued,"Building Permit No Plan Check",3/26/2025,03/26/2025,"15000 Meyers Grade Rd Fort Ross [FTR]",109-150-013,$363.62,$0.00,"SFD Meter upgrade from 100 to 200amp new ATS new subpanel"
BLD25-1650,Issued,"Building Permit No Plan Check",3/26/2025,03/27/2025,"614 Oak St Agua Caliente [AGU]",052-396-002,$363.62,$0.00,"SFD. Install ductless mini split"
BLD25-1652,Finaled,"Building Permit No Plan Check",3/26/2025,03/26/2025,"3579 Stony Point Rd Bellevue [BEL]",134-082-053,$363.62,$0.00,"Replacing 200 Amp Cutler Hammer meter main with like 200 amp Eaton meter main panel recessed panel"
BLD25-1655,Issued,"Building Permit No Plan Check",3/26/2025,03/28/2025,"915 Cecelia Dr Glen Ellen [GLE]",054-142-022,$363.62,$0.00,"SFD, Replace 2-Ton 14 SEER Gas Package Unit on Right Side Yard in Same Location"
BLD25-1656,"Awaiting Applicant Response","Building Permit No Plan Check",3/26/2025,,"2661 Hwy 116 S Sebastopol [SEB]",063-150-036,$0.00,$0.00,"Tear off and dispose of 2 layers of roofing down to roofing substrate. Over lay existing torchdown hog valleys with 60 MIL TPO and small flat roof which ties into hog valley. Adhere GAF Weather Watch peel and stick membrane to valleys, ridges, rake edges, rake walls, around pipes and other leak prone areas. Install TPO at small crickets. Install GAF Tiger Paw Synthetic underlayment on all main facets of the house. Install new pipe flashings and vent assemblies. Change saddles as needed. Install a pre-painted 2x2 nosing on rake edges. Install GAF Timberline HDZ shingles with GAF Z ridge cap. Install GAF Cobra ridge vent on areas with attic space. Install Ohagin low profile attic vents"
BLD25-1657,Issued,"Building Permit No Plan Check",3/26/2025,03/26/2025,"16901 Armstrong Woods Rd Guerneville [GUE]",069-130-030,$363.62,$0.00,"Replace existing 100 amp meter main with new 100 amp meter main"
BLD25-1658,Issued,"Building Permit No Plan Check",3/26/2025,03/26/2025,"4893 Bodega Ave Petaluma [PET]",021-110-014,$536.57,$0.00,"Tear off and dispose of existing roofing down to roofing substrate. Adhere GAF Weather Watch Peel & Stick Membrane to entire roofing substrate due to low pitch. Install new pipe flashings and vent assemblies. Install a pre-painted 2x2 nosing on rake edges. Install GAF Timberline HDZ shingles with GAF Z ridge cap. Install GAF Cobra Ridge on all main ridges."
BLD25-1659,Issued,"Building Permit No Plan Check",3/26/2025,03/27/2025,"18533 Happy Ln Agua Caliente [AGU]",056-481-028,$363.62,$0.00,"SFD, Replace Gas Furnace with (N) 95% Single Stage 60k BTU Down Flow in Garage - Like for Like"
BLD25-1660,Issued,"Building Permit No Plan Check",3/26/2025,03/27/2025,"15025 Drake Rd Forestville [FOR]",071-070-041,$363.62,$0.00,"SFD, Replace Propane Floor Furnace with Mitsubishi Ductless Mini-Split on Balcony & (N) Single Head Unit in the Living Room"
BLD25-1661,Issued,"Building Permit No Plan Check",3/26/2025,03/27/2025,"551 Rainsville Rd Petaluma [PET]",113-040-037,$363.62,$0.00,"SFD. Install ductless mini split with (2) indoor heads"
BLD25-1664,Issued,"Building Permit No Plan Check",3/26/2025,03/26/2025,"1610 Napa Rd Sonoma [SON]",126-150-005,$535.94,$0.00,"Roof Repair Install New Gutters"
BLD25-1666,Issued,"Building Permit No Plan Check",3/26/2025,04/02/2025,"17291 Hillcrest Ave Agua Caliente [AGU]",056-271-058,$899.26,$0.00,"remodel 2 bathrooms, like for like new shower valves, new vanities new tub"
BLD25-1667,Issued,"Building Permit No Plan Check",3/26/2025,04/02/2025,"17939 Spring St Agua Caliente [AGU]",056-373-025,$896.69,$0.00,"remodel one bathroom like for like new shower valve new vanity"
BLD25-1670,Issued,"Building Permit No Plan Check",3/26/2025,03/26/2025,"18749 School St Agua Caliente [AGU]",052-700-062,$363.62,$0.00,"Electrical Pannel upgrade 100AMP for 100AMP"
BLD25-1672,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"31463 Seaview Rd Timber Cove [TIM]",109-470-021,$363.62,$0.00,"70K BTUS furnace change out in the basement. 97% AFUE."
BLD25-1675,Finaled,"Building Permit No Plan Check",3/27/2025,03/27/2025,"524 Bokman Pl Agua Caliente [AGU]",056-721-042,$363.62,$0.00,"Remove existing Natural gas furnace in attic and existing A/C system. Demo existing ductwork. Install new Bosch Split heat pump system 3-ton with all new R8 Flexible ductwork."
BLD25-1676,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"3647 Middle Two Rock Rd Two Rock [TWO]",022-220-013,$544.32,$0.00,"TEAR OFF AND REROOF WITH 37 SQUARES OF NEW DECRA METAL ROOFING. CONTRACTOR TO SELF CERTIFY."
BLD25-1678,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"1255 Hiatt Rd Cloverdale [CLO]",115-260-023,$363.62,$0.00,"replace package unit on the ground like for like with a new one"
BLD25-1680,Issued,"Building Permit No Plan Check",3/27/2025,03/28/2025,"1905 Sperring Rd Sonoma [SON]",142-022-003,$536.75,$0.00,"SFD-Overlay 24 SQ with Comp A Shingles"
BLD25-1682,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"850 Grandview Rd Twin Hills [TWI]",061-130-077,$363.62,$0.00,"Replace existing overhead serviced 100 amp Sylvania metred panel with a new 100 amp panel(EATON / Siemans - depending on availability, for safety."
BLD25-1683,Issued,"Building Permit No Plan Check",3/27/2025,03/31/2025,"1749 Willowside Rd Santa Rosa [SRO]",057-021-033,$363.62,$0.00,"Replace AC unit like for like"
BLD25-1685,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"2977 Rio Lindo Ave Healdsburg [HEA]",087-070-007,$363.62,$0.00,"Water heater replacement (tank) in existing location (Basement)."
BLD25-1686,"Awaiting Applicant Response","Building Permit No Plan Check",3/27/2025,,"801 Fremont Dr Sonoma [SON]",128-471-019,$0.00,$0.00,"F2 Relocate and upgrade (2) meters located on the shop. Replace (E) 100 amp meter - to serve the SFD. Relocate and upgrade (E) 100 amp single phase service to 200 amp three phase - to serve the shop"
BLD25-1687,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"407 Petaluma Ave Agua Caliente [AGU]",052-461-019,$540.94,$0.00,"Re-roof house with Kynar coated galvalume panels. 26 sqs"
BLD25-1689,Issued,"Building Permit No Plan Check",3/27/2025,03/27/2025,"18347 Happy Ln Agua Caliente [AGU]",056-433-033,$539.70,$0.00,"Tear off existing composition shingle roof, inspect roof deck for dry rot and repair if necessary, install new composition shingle roof."
BLD25-1691,"Pre- Due","Building Permit No Plan Check",3/28/2025,,"487 Aviation Blvd Santa Rosa [SRO]",059-350-096,$363.62,$0.00,"We are replacing a like for like 3 Ton Capacity rooftop AC Unit"
BLD25-1695,Issued,"Building Permit No Plan Check",3/28/2025,03/31/2025,"8 Ely Rd Penngrove [PEN]",047-213-004,$363.62,$0.00,"Commercial, Permanent Power for Storefront & Well 400A"
BLD25-1701,Issued,"Building Permit No Plan Check",3/28/2025,03/28/2025,"65 Fairlie Dr Windsor [WIN]",058-142-004,$363.62,$0.00,"SFD Replace MSP 100AMPS to 200AMPS"
