permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-4293,Issued,"Building Permit No Plan Check",7/18/2025,07/21/2025,"2505 Geysers Rd Geyserville [GEY]",131-030-008,$374.76,$0.00,"SFD Replace damaged panel and replace it with new 200 amp panel."
BLD25-4294,Issued,"Building Permit No Plan Check",7/18/2025,07/18/2025,"208 Royal Ct Santa Rosa [SRO]",057-140-002,$555.39,$0.00,"Garage/Shop remove existing comp roof. Install 42sq class a comp self/cert"
BLD25-4296,Issued,"Building Permit No Plan Check",7/18/2025,07/21/2025,"2483 Calistoga Rd Rincon Valley [RIN]",028-100-017,$374.76,$0.00,"SFD. Replace existing 80% AFUE gas furnace and install new 5 ton Carrier air handler and heat pump system. Install new R8 flex ductwork."
BLD25-4297,Issued,"Building Permit No Plan Check",7/18/2025,07/18/2025,"2213 Magnolia Ave Petaluma [PET]",021-152-069,$556.41,$0.00,"SFD; 36sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-4300,Issued,"Building Permit No Plan Check",7/19/2025,07/21/2025,"5701 Alpine Rd Rincon Valley [RIN]",028-100-015,$374.76,$0.00,"SFD reconnection of an pre-existing 400 amp, 240/120V single-phase electrical panel located at 5701 Alpine Rd. the panel was previously disconnected due to the Tubbs Fire."
BLD25-4302,Issued,"Building Permit No Plan Check",7/20/2025,07/20/2025,"607 Oman Springs Cir Agua Caliente [AGU]",056-711-006,$374.76,$0.00,"125 amp to 125 amp service change Like for Like Same Location"
BLD25-4307,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"1555 London Ranch Rd Glen Ellen [GLE]",054-040-053,$554.17,$0.00,"SFD, Reroof 54Sq, Metal roof *SELF CERTIFY*"
BLD25-4308,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"1555 London Ranch Rd Glen Ellen [GLE]",054-040-053,$560.03,$0.00,"Res, Reroof 12Sq, Metal roof *SELF CERTIFY* detached garage"
BLD25-4309,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"700 Old King Rd Petaluma [PET]",113-120-047,$374.76,$0.00,"Replace water heater. same size and location. 40 gallon gas"
BLD25-4310,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"450 Colony Rd Geyserville [GEY]",141-260-011,$374.76,$0.00,"(1) 110000 BTUS FURNACE CHANGEOUT IN CLOSET"
BLD25-4312,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"1583 Sea Way Bodega Bay [BBY]",100-282-027,$374.76,$0.00,"A THE EXISTING 125 AMP UNDERGROUND (FLUSH MOUNT) METER/ MAIN PANEL- a) Install new 125 amp (semi-flush) meter main panel. (D/R) * Install a new, 120/240 volt, 125 Amp, exterior, semi flush, meter main panel with 30 breaker distribution."
BLD25-4313,Finaled,"Building Permit No Plan Check",7/21/2025,07/21/2025,"134 Temelec Cir Sonoma [SON]",142-130-044,$374.76,$0.00,"REMOVE GAS TANK WATER HEATER AND INSTALL NEW 50 GALLON HEAT PUMP WATER HEATER IN SAME LOCATION."
BLD25-4315,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"4306 Primrose Ave Bellevue [BEL]",134-225-013,$553.61,$0.00,"Remove and replace exiting composition roof on residence"
BLD25-4317,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"3601 Vine Hill Rd Graton [GRA]",130-050-048,$374.76,$0.00,"SFD- Install a Navien 240a2 tankless water heater, natural gas, dedicated gas line. we will install the Navien tankless unit in the existing location as the old water heater located in the basement."
BLD25-4321,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"6049 Van Keppel Rd Forestville [FOR]",083-072-021,$374.76,$0.00,"upgrade main electrical panel from 100amps to 200amps"
BLD25-4323,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"2715 Skillman Ln A Petaluma [PET]",021-130-058,$374.76,$0.00,"SFD, Relocating Elec/Junction Box (2 panels) away from Gas Meter per PG&E Recommendation"
BLD25-4324,Finaled,"Building Permit No Plan Check",7/21/2025,07/21/2025,"4480 Bennett Valley Rd Bennett Valley [BEN]",049-181-049,$565.10,$0.00,"Re roof on detached garage - 12 Squares, comp shingle"
BLD25-4326,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"9488 Ben Way Timber Cove [TIM]",109-450-017,$1382.62,$0.00,"Replace Siding Redwood shingles and stucco approx 500 SF VBU25-0230"
BLD25-4327,"Awaiting Applicant Response","Building Permit No Plan Check",7/21/2025,,"1377 Thompson Ln Petaluma [PET]",021-130-088,$0.00,$0.00,"(1) R8 DUCTS SUPPLY: 9 RETURN: 1 ENTIRELY NEW: NO"
BLD25-4328,Issued,"Building Permit No Plan Check",7/21/2025,07/24/2025,"672 Lohrman Ln Petaluma [PET]",021-010-011,$402.60,$0.00,"An existing 12'x26' detached outdoor covered patio structure with a built-in fireplace needs the following repair and maintenance. Replace siding less than 40 lineal feet and dry rot repair to wall frame and rafter tails as needed. Roofing to remain in place. No change in size or shape."
BLD25-4329,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"672 Lohrman Ln Petaluma [PET]",021-010-011,$402.60,$0.00,"Detached Garage Reroof with 10sqs. Dry rot repair as needed."
BLD25-4330,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"750 W Agua Caliente Rd Agua Caliente [AGU]",133-140-030,$374.76,$0.00,"Main Electrical Panel Upgrade from 100 amps to 200 amps. Relocate Main Electrical Panel from power pole to Main house. Re- feed New wiring to Electrical Sub panel."
BLD25-4332,Issued,"Building Permit No Plan Check",7/21/2025,07/22/2025,"2415 Yoakim Bridge Rd Geyserville [GEY]",139-160-048,$374.76,$0.00,"Electrical Permit for BLD-25-1616 New Garage - Subpanel, Lights, switches and outlets"
BLD25-4333,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"248 Whalebone Reach Sea Ranch [SEA]",156-210-022,$555.57,$0.00,"248 Whalebone Reach TSR] SFD 14 squares, Tear off and re-roof with Marlarkey vista in black"
BLD25-4335,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"110 Ramsgate Ct Windsor [WIN]",058-171-032,$374.76,$0.00,"SFD, Replace Main Breaker Box Damaged due to Fallen Tree"
BLD25-4337,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"165 Sparkes Rd Twin Hills [TWI]",063-040-006,$553.16,$0.00,"SFD; 26sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-4341,Issued,"Building Permit No Plan Check",7/21/2025,07/22/2025,"276 Candlelight Dr Windsor [WIN]",039-270-007,$374.76,$0.00,"remove and replace existing package unit, same location, like for like, 14 Seer, 75Kbtu, 2.5 Tons"
BLD25-4342,Finaled,"Building Permit No Plan Check",7/21/2025,07/29/2025,"19103 C St Monte Rio [MRO]",094-124-001,$374.76,$0.00,"Installation of Ductless Heat Pump/Fan Coil System"
BLD25-4343,Issued,"Building Permit No Plan Check",7/21/2025,07/21/2025,"506 Princeton Dr Twin Hills [TWI]",063-051-033,$552.57,$0.00,"Install Pabco Premier class A fire rated architectural shingles with a synthetic underlayment. 20 squares"
BLD25-4346,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"8475 Petaluma Hill Rd Penngrove [PEN]",047-061-022,$374.76,$0.00,"replace heat pump. install Mitsubishi forced air heat pump"
BLD25-4347,Finaled,"Building Permit No Plan Check",7/22/2025,07/22/2025,"188 Sounding Sea Ranch [SEA]",156-470-011,$555.91,$0.00,"REROOF 2400 SQ FT ROOF WITH MALARKEY VISTA BLACK SHINGLES. I AM A SELF CERTIFYING CONTRACTOR."
BLD25-4351,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"6246 Fredricks Rd Twin Hills [TWI]",063-230-020,$374.76,$0.00,"SFD, Main Panel Upgrade from 100A to 200A"
BLD25-4352,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"1767 Adobe Canyon Rd Kenwood [KEN]",051-130-006,$374.76,$0.00,"Replace water heater"
BLD25-4354,"Awaiting Applicant Response","Building Permit No Plan Check",7/22/2025,,"1767 Adobe Canyon Rd Kenwood [KEN]",051-130-006,$0.00,$0.00,"EV charging station"
BLD25-4355,Issued,"Building Permit No Plan Check",7/22/2025,07/31/2025,"240 E Agua Caliente Rd Agua Caliente [AGU]",056-172-004,$374.76,$0.00,"Install new 2 ton ducted mini-split system."
BLD25-4356,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"3215 Middle Two Rock Rd Petaluma [PET]",021-160-011,$374.76,$0.00,"Remove damaged 100 amp 120/240 volt single phase main service panel, on pole. Install new 100 amp 120/240 volt single phase main service panel on a pole. Bring grounding up to current code."
BLD25-4358,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"4401 Slusser Rd Santa Rosa [SRO]",057-070-031,$568.41,$0.00,"Remove and dispose existing pavers down to primary layer of 4.5 ISO. Remove and dispose of existing wall and pipe flashings as needed. Mechanically, fasten 1/2"" densdeck, furnish and and install 60 mil membrane - Versico. 10,000 SF"
BLD25-4362,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"14940 Cherry St Guerneville [GUE]",072-040-041,$557.21,$0.00,"1. Remove existing wood siding on SE elevation. Repair rot as needed. Insulate as needed. Install plywood sheathing and install James Hardie cement shingle to match existing on NW and NE elevations. 2. Replace rotted step riser and steps to front entrance deck as needed."
BLD25-4363,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"14545 River Rd Guerneville [GUE]",070-300-011,$402.85,$0.00,"Replace Roof Shingles"
BLD25-4368,Issued,"Building Permit No Plan Check",7/22/2025,07/23/2025,"18200 Robin Ave Agua Caliente [AGU]",052-572-001,$558.40,$0.00,"18200 Robin Ave - Tear off roof and install new asphalt shingle roof (6250 sf) plus 400 sf flat roof section. Roofer will self certify. SCEIP"
BLD25-4369,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"1045 Butler Ave Bellevue [BEL]",134-061-006,$374.76,$0.00,"Replace Main Electrical Service Panel less than 400Amps Like for Like"
BLD25-4370,Finaled,"Building Permit No Plan Check",7/22/2025,07/22/2025,"4366 Price Ave Bellevue [BEL]",035-082-073,$552.18,$0.00,"Secondary structure -North of property. T/O 14sqrs Reroof, Install Class A Comp"
BLD25-4372,Issued,"Building Permit No Plan Check",7/22/2025,07/24/2025,"6301 Highland Pl Sebastopol [SEB]",025-130-001,$374.76,$0.00,"Remove existing ducting located in crawlspace and attic. Install 13 runs of (N) R-8 ducting. Appx 195 linear feet. Cut in 2 (N) runs R-8 ducting in the attic & crawlspace."
BLD25-4375,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"4712 Hall Rd Santa Rosa [SRO]",130-223-062,$556.65,$0.00,"T/O 32 SQ OF EXISTING ROOFING SYSTEM; RE-ROOF WITH VERTICAL SEAM METAL ROOF; SFD; SELF CERT"
BLD25-4376,Issued,"Building Permit No Plan Check",7/22/2025,07/23/2025,"624 Clover Dr Santa Rosa [SRO]",037-032-044,$552.31,$10000.00,"HALL BATHROOM - REPLACE EXISTING SHOWER/TUB WITH NEW WALK- IN SHOWER. NO CHANGE TO FOOTPRINT, DRAIN WILL NOT BE MOVED."
BLD25-4379,Issued,"Building Permit No Plan Check",7/22/2025,07/22/2025,"1133 Hurlbut Ave Graton [GRA]",060-301-041,$555.91,$0.00,"reroof house"
BLD25-4380,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"1032 Dry Creek Rd Healdsburg [HEA]",089-040-025,$560.81,$0.00,"1032 Dry Creek Rd, Healdsburg - Remove existing asphalt shingles and install new asphalt shingles - 6,422 SQ FT - Self Certification"
BLD25-4381,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"1032 Dry Creek Rd Healdsburg [HEA]",089-040-025,$553.61,$0.00,"1032 Dry Creek Rd, Healdsburg - This permit is for the detached garage - Remove existing asphalt shingles and install new asphalt shingles. - Self certification - See permit # BLD25-4380 for the Main House"
BLD25-4382,Finaled,"Building Permit No Plan Check",7/23/2025,07/23/2025,"6632 Jim Ct Forestville [FOR]",083-110-033,$553.82,$0.00,"SFD- Re-Roof- T/O existing comp roof, one layer, Installing GAF UHDZ class A shingles in Barkwood. No re-sheeting, 29 squares, pitck 6/12. Self Certify"
BLD25-4386,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"188 Sea Drift Sea Ranch [SEA]",156-520-022,$402.60,$0.00,"Re-roof 20 Squares"
BLD25-4387,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"222 Cleveland Ln Petaluma [PET]",019-100-025,$553.44,$0.00,"Remove and off haul existing roofing. Install Tiger Paw and WeatherWatch underlayment. Place new vents, caps, and jacks. Install cut valleys. Fabricate and install custom chimney flashing. Install GAF ridge vent. Install O'Hagin Fire and Ice dormer vents. Install GAF limited lifetime high-definition architectural shingles. 1100 SQFT."
BLD25-4388,Issued,"Building Permit No Plan Check",7/23/2025,07/24/2025,"199 Surfbird Ct Bodega Bay [BBY]",100-262-024,$374.76,,"SFD, Remove & Reinstall (E) Solar System in Preparation for Reroof"
BLD25-4389,Issued,"Building Permit No Plan Check",7/23/2025,07/25/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #108: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed"
BLD25-4390,Issued,"Building Permit No Plan Check",7/23/2025,07/25/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #131: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-4392,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"270 Temelec Cir Sonoma [SON]",142-170-051,$374.76,$0.00,"Upgrade main service panel"
BLD25-4394,"Pre- Due","Building Permit No Plan Check",7/23/2025,,"19373 Steuben Ln Sonoma [SON]",052-431-034,$374.76,$0.00,"SFD, Installation of Carrier Hybrid heat system. Indoor Units will be in same location as existing indoor units. Outdoor Unit will be out by battery pad. See Site plan for Details. Units: FAU- Carrier 59tn6c080c2120adp Coil- Carrier c60a21l169 Outdoor- 38muraq60ab3"
BLD25-4395,Issued,"Building Permit No Plan Check",7/23/2025,08/04/2025,"17443 Riverside Dr Guerneville [GUE]",072-190-061,$374.76,$0.00,"SFD, New A/C Unit in Front Yard - 16 SEER"
BLD25-4396,Finaled,"Building Permit No Plan Check",7/23/2025,07/23/2025,"3975 Kim Ct Twin Hills [TWI]",062-042-031,$374.76,$0.00,"(1) 40 GAL TRADITIONAL WATER HEATER HEATER CHANGEOUT I N GARAGE"
BLD25-4398,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"23 Noonan Ranch Cir Windsor [WIN]",058-321-033,$374.76,$0.00,"(1) 50 GAL TRADITIONAL WATER HEATER CHANGEOUT IN GARAGE"
BLD25-4399,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"11823 Ridge Dr Forestville [FOR]",085-123-004,$374.76,$0.00,"ELEC PANEL REPLACEMENT 200A"
BLD25-4400,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"8361 Vila Road Ext Forestville [FOR]",082-093-037,$374.76,$0.00,"Main Service Panel upgrade 200A"
BLD25-4401,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"23871 Walling Rd Geyserville [GEY]",139-180-026,$374.76,$0.00,"SFD, Remove (E) Gas furnace located in utility closet. Install (N) 80K Gas furnace in same location. Remove (E) AC located in backyard. Install (N) 4 Ton Heat pump in same location. Replace10 runs of R8"
BLD25-4402,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"955 Central Ave Agua Caliente [AGU]",056-473-025,$553.16,$0.00,"Remove and dispose of one existing roofing system/Install one layer of comp shingles."
BLD25-4403,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"40 Gilson Ave Camp Meeker [CAM]",075-242-004,$553.20,$0.00,"Full reroof with tear off, GAF HDZ comp shingles over Tiger Paw underlayment."
BLD25-4404,Finaled,"Building Permit No Plan Check",7/23/2025,07/23/2025,"3370 Pharoahs Ln Bloomfield [BLO]",027-270-036,$553.02,$0.00,"Tear off and re-roof of 1600 square feet on main dwelling and garage on parcel. Re-roof will be done with synthetic felt underlayment and Class A composition shingles."
BLD25-4405,Issued,"Building Permit No Plan Check",7/23/2025,07/25/2025,"4030 Cervantes Rd Santa Rosa [SRO]",059-080-013,$374.76,$0.00,"SFD, New 3-5 ton heat pump"
BLD25-4406,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"426 Eddie Ln Graton [GRA]",060-290-015,$374.76,$0.00,"relocating and upgrading 125 amp panel to 200 amp panel (solar ready)"
BLD25-4409,Issued,"Building Permit No Plan Check",7/23/2025,07/28/2025,"1400 Morningside Mountain Dr Glen Ellen [GLE]",054-120-017,$374.76,$0.00,"SFD. Replace existing gas furnace and AC with new 4 zone mini split system."
BLD25-4411,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"2100 Felta Rd Healdsburg [HEA]",110-040-012,$374.76,$0.00,"Metering Panel upsize and upgrade from 200A to 225A. No added load."
BLD25-4412,Issued,"Building Permit No Plan Check",7/23/2025,07/23/2025,"1565 Bay Flat Rd Bodega Bay [BBY]",100-070-017,$374.76,$0.00,"Like for like panel swap 200 amps"
BLD25-4413,Issued,"Building Permit No Plan Check",7/24/2025,07/25/2025,"129 Windsweep Sea Ranch [SEA]",156-480-014,$637.92,$0.00,"SFD, Reroof, 38 sq, and Replace Siding approx 1000 SF tongue and groove cedar siding, replace windows like for like, replace deck surface (less than 30"" above grade) and electrical, as needed."
BLD25-4416,Issued,"Building Permit No Plan Check",7/24/2025,07/28/2025,"17371 High Rd Sonoma [SON]",127-402-019,$374.76,$0.00,"SFD- Replace two furnaces and two coils one located in the crawl space and the other located in the attic like for like in the same location. Replace eleven duct runs locate in the crawl space and in the attic like for like in the same location. Move two ac units over ten feet located in the back yard and replace units like for like."
BLD25-4420,Issued,"Building Permit No Plan Check",7/24/2025,07/25/2025,"955 Central Ave Agua Caliente [AGU]",056-473-025,$374.76,$0.00,"Remove and Reinstall (E) 15 solar panels on the rooftop at the same location."
BLD25-4426,Issued,"Building Permit No Plan Check",7/24/2025,07/24/2025,"603 King Rd Petaluma [PET]",113-090-024,$374.76,$0.00,"Remove Zinsco 200 amp main service panel. Install (1) new 200 amp 120/240 volt single phase main service panel. Update and grounding needed."
BLD25-4431,Issued,"Building Permit No Plan Check",7/24/2025,07/25/2025,"4453 La Paz Ln Bennett Valley [BEN]",049-630-004,$374.76,$0.00,"Package unit replacement and duct replacement."
BLD25-4432,Issued,"Building Permit No Plan Check",7/24/2025,07/24/2025,"965 Laurel Ave Agua Caliente [AGU]",052-344-025,$374.76,$0.00,"Owner wishes to add a separate electrical meter panel on a backer board to serve the needs of an existing ADU on the Eastern portion of the property. The original ADU structure from 1966 is in need of remodeling to current code & standards. The first need is for its own electric panel, as the existing 125A meter panel on the house is inadequate to meet the needs of a contemporary ADU of as much as 1200 SF, with EV charger & mini split HVAC. Owner knows that separate street address is required for the meter panel."
BLD25-4435,Issued,"Building Permit No Plan Check",7/24/2025,07/24/2025,"384 Monte Vista Ln A Petaluma [PET]",021-100-038,$559.53,$0.00,"replace roofing same for same class A composition 64 squares"
BLD25-4437,Issued,"Building Permit No Plan Check",7/24/2025,07/24/2025,"3955 Kim Ct Twin Hills [TWI]",062-042-032,$374.76,$0.00,"Emergency Main Service Panel Replacement – 100 to 200 Amp Overhead Customer's insurance company is threatening policy cancellation unless the existing Zinsco main service panel is replaced immediately. We are responding to assist with this urgent request by performing a full overhead main service panel (MSP) swap, upgrading from 100 to 200 amps."
BLD25-4438,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"10562 Woodside Dr Forestville [FOR]",082-180-014,$555.51,$0.00,"Remove and replace existing flat roof with new Class A fire rated flat roofing system 12-SQ SELF CERT"
BLD25-4439,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"28800 Seaview Rd Timber Cove [TIM]",109-450-011,$553.38,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 16 SQ SELF CERT"
BLD25-4440,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"19483 Redwood Dr Monte Rio [MRO]",094-190-011,$553.61,$0.00,"Self-Certified Permit Tear-off Reroof 20 SQ Gaf System Installed SFD All Debris will be disposed of All Flashings will be Replaced during Installation Fire and Ice Proof Vents will be Installed as Necessary Gutters will be Cleaned during if not Replaced All Flashings will be Secured with Gasket Screws at End of Project All Flashings will be Painted with Good Quality Paint at end of Project with Higher-Grade Paint than Typical Roofing Paint All Valleys have Synthetic GAF Weather Watch Installed All Pipe Jacks will have Synthetic GAF Weather Watch Installed Around Them All Pipe Jacks will have Updated Storm Collars All Chimneys-Skylights will have 24 Gage Sheet Metal Saddles Made By Hand as well as Counter Flashings will be Replaced and Reinstalled into the Mortar of the Chimney Homeowner Will Pay For Permit"
BLD25-4442,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"259 Geysers Rd Cloverdale [CLO]",115-160-053,$552.15,$0.00,"TTEAR OFF AND REROOF WITH 15 SQUARES OF NEW COMP SHINGLES."
BLD25-4443,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"166 Hazelnut Ln Bellevue [BEL]",043-290-040,$553.08,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-4444,Issued,"Building Permit No Plan Check",7/25/2025,07/28/2025,"17234 Verba Ln Guerneville [GUE]",072-370-024,$374.76,$0.00,"EVT19-00695 SFD- Replace (E) tanked gas water heater w/ 50 gallon Electric water heater 2019 Winter Storms and Flooding Remove (E) Natural Gas Tanked Water Heater in laundry room. Install (N) Electrical 50G Tanked Water Heater in same location"
BLD25-4445,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"3655 Bisordi Ln Santa Rosa [SRO]",059-180-025,$374.76,$0.00,"Replace existing forced air furnace, air conditioner and duct system Indoor unit - Carrier Fancoil Mod. FE4BNXC36L00 Outdoor unit - Carrier Heatpump Mod. 25VNA436A003 Outdoor unit to be placed where old AC unit was"
BLD25-4446,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"13011 Bodega Hwy Twin Hills [TWI]",073-080-087,$553.05,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-4447,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"22000 Ansel Ct Timber Cove [TIM]",109-430-022,$554.26,$0.00,"Install new roof shingle class A 50 years base on 13 sq roof area, install new underlayment, install new plywood."
BLD25-4448,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"3005 Blucher Valley Rd Twin Hills [TWI]",025-050-022,$374.76,$0.00,"Replace 200 amp main panel and all new circuit breakers"
BLD25-4449,Finaled,"Building Permit No Plan Check",7/25/2025,07/28/2025,"2852 Bardy Rd Bennett Valley [BEN]",055-170-025,$374.76,$0.00,"install floor mount ductless mini split to serve downstairs living room area"
BLD25-4450,Issued,"Building Permit No Plan Check",7/25/2025,07/30/2025,"1023 Limerick Ln Windsor [WIN]",086-080-011,$564.61,$0.00,"Commercial re-roof 36SQ, new underlayment. $45k Install roof shingle class A, 30 Years, GAF base on 36 Sq (3 Building). Install new underlayment."
BLD25-4451,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"420 Kelly Glen Ln Sonoma [SON]",127-193-033,$557.49,$0.00,"SFD; 53sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-4452,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"1551 Laguna Rd Graton [GRA]",130-480-025,$374.76,$0.00,"REMOVE 40 GALLON TANKED WATER HEATER. REPLACE WITH NEW 65 GALLON HEAT PUMP WATER HEATER."
BLD25-4453,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"1200 Lowell Ave Cotati [COT]",046-063-044,$557.06,$0.00,"SFD; 60sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles.Main House"
BLD25-4454,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"1200 Lowell Ave Cotati [COT]",046-063-044,$552.95,$0.00,"SFD; 23sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. ADU"
BLD25-4455,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"21525 Pearson Ave Sonoma [SON]",126-072-011,$374.76,$0.00,"Placing an owner supplied power pole on the property to underground utilities."
BLD25-4456,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"19570 Redwood Dr Monte Rio [MRO]",094-260-008,$557.82,$0.00,"SFD. Tear off and reroof 35 squares using class ""A"" composition shingles over roofing felt. SELF CERT."
BLD25-4457,Issued,"Building Permit No Plan Check",7/25/2025,07/30/2025,"1645 Crane Canyon Rd Penngrove [PEN]",045-241-011,$374.76,$0.00,"Provide 125A 480v subfeed to feed new log cabin and existing water pump house."
BLD25-4459,Issued,"Building Permit No Plan Check",7/25/2025,07/25/2025,"20869 Heron Dr Bodega Bay [BBY]",100-243-014,$552.35,$0.00,"Self- Certified Removed existing roof and install PVC Membrane 80 mil color grey- 5 squares of PVC Membrane 80 mil color grey"
BLD25-4464,Issued,"Building Permit No Plan Check",7/25/2025,07/29/2025,"1754 Napa Rd Sonoma [SON]",126-150-006,$374.76,$0.00,"SUBPANEL FOR WORKSHOP (1 of 3) Bring garage electrical branch circuits up to code and get installation permitted, install new EV charger in garage, install new sub panel at wood shop on property, replace gas furnace and add new AC unit heat pump at main dwelling."
BLD25-4466,Issued,"Building Permit No Plan Check",7/26/2025,07/26/2025,"6549 Barbara Dr Sebastopol [SEB]",063-020-008,$374.76,$0.00,"main service upgrade. removing 100 adding 200 with new PGE drop"
BLD25-4469,Issued,"Building Permit No Plan Check",7/27/2025,07/27/2025,"5016 Bennett Vista Pl Bennett Valley [BEN]",049-010-083,$374.76,$0.00,"Replace existing meter main that was never hooked up and finish tie in with PGE."
BLD25-4470,Issued,"Building Permit No Plan Check",7/27/2025,07/27/2025,"158 La Mancha Way Agua Caliente [AGU]",052-690-014,$374.76,$0.00,"Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-4472,Issued,"Building Permit No Plan Check",7/28/2025,07/28/2025,"11285 Peaks Pike Rd Graton [GRA]",061-010-059,$374.76,$0.00,"SFD - Roof mount PV, Remove and reinstall existing permitted solar system for new roof. New roof to be done by others. Original solar permit #BLD12-5223."
BLD25-4473,Issued,"Building Permit No Plan Check",7/28/2025,07/28/2025,"2133 Schaeffer Rd Twin Hills [TWI]",025-030-064,$374.76,$0.00,"SFD - Roof Mount PV, Remove and reinstall existing permitted solar system for new roof. New roof to be done by others. Original solar permit #BLD17-4449."
BLD25-4475,Issued,"Building Permit No Plan Check",7/28/2025,07/28/2025,"2772 Woolsey Rd Santa Rosa [SRO]",057-120-016,$403.04,$0.00,"Overlay ""one half"" of roof, over single layer. SFD 18squares Self Certify"
BLD25-4476,Issued,"Building Permit No Plan Check",7/28/2025,07/28/2025,"8446 Park Ave Forestville [FOR]",082-032-006,$374.76,$0.00,"200 amp"
