raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,address,parcel_number,permit_number,permit_type,description,valuation,status,applied_date,issued_date,contractor_name,permit_type_clean,address_normalized,parcel_number_normalized,permit_number_normalized,permit_type_normalized,description_normalized,valuation_normalized,status_normalized,applied_date_normalized,issued_date_normalized,contractor_name_normalized,validation,validation_record_status,validation_address_status,validation_applied_date_status,validation_contractor_name_status,validation_description_status,validation_issued_date_status,validation_parcel_number_status,validation_permit_number_status,validation_permit_type_status,validation_status_status,validation_valuation_status,permit_number_prefix,description_keywords,valuation_bucket
run_20260625_171326_677_row_000101,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,101,"5528 Mcculloch Avenue Unit I , Temple City, California 91780",8573-013-008,E25-50511,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,$0,Issued,11-13-2025,11-13-2025,Tran U S Construction Inc.,Electrical,"5528 Mcculloch Avenue Unit I , Temple City, California 91780",8573-013-008,E25-50511,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-11-13,2025-11-13,Tran U S Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit I , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit I , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-50511', 'normalized_value': 'E25-50511', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'normalized_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Tran U S Construction Inc.', 'normalized_value': 'Tran U S Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.621513+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171326_677_row_000102,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,102,"5528 Mcculloch Avenue Unit J , Temple City, California 91780",8573-013-008,E25-50512,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,$0,Issued,11-13-2025,11-13-2025,Tran U S Construction Inc.,Electrical,"5528 Mcculloch Avenue Unit J , Temple City, California 91780",8573-013-008,E25-50512,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-11-13,2025-11-13,Tran U S Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit J , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit J , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-50512', 'normalized_value': 'E25-50512', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'normalized_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Tran U S Construction Inc.', 'normalized_value': 'Tran U S Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.621798+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171326_677_row_000103,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,103,"5528 Mcculloch Avenue Unit K , Temple City, California 91780",8573-013-008,E25-50513,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,$0,Issued,11-13-2025,11-13-2025,Tran U S Construction Inc.,Electrical,"5528 Mcculloch Avenue Unit K , Temple City, California 91780",8573-013-008,E25-50513,Electrical,ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-11-13,2025-11-13,Tran U S Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit K , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit K , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-50513', 'normalized_value': 'E25-50513', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'normalized_value': 'ELECTRICAL FOR A NEW RESIDENTIAL UNIT WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Tran U S Construction Inc.', 'normalized_value': 'Tran U S Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.622028+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171326_677_row_000104,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,104,"5528 Mcculloch Avenue Unit A , Temple City, California 91780",8573-013-008,M25-50514,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit A , Temple City, California 91780",8573-013-008,M25-50514,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit A , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50514', 'normalized_value': 'M25-50514', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.622263+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000105,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,105,"5528 Mcculloch Avenue Unit B , Temple City, California 91780",8573-013-008,M25-50515,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit B , Temple City, California 91780",8573-013-008,M25-50515,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit B , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50515', 'normalized_value': 'M25-50515', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.622482+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000106,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,106,"5528 Mcculloch Avenue Unit C , Temple City, California 91780",8573-013-008,M25-50516,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit C , Temple City, California 91780",8573-013-008,M25-50516,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit C , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit C , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50516', 'normalized_value': 'M25-50516', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.622761+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000107,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,107,"5528 Mcculloch Avenue Unit D , Temple City, California 91780",8573-013-008,M25-50517,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit D , Temple City, California 91780",8573-013-008,M25-50517,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit D , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit D , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50517', 'normalized_value': 'M25-50517', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.622987+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000108,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,108,"5528 Mcculloch Avenue Unit E, Temple City, California 91780",8573-013-008,M25-50518,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit E, Temple City, California 91780",8573-013-008,M25-50518,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit E, Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit E, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50518', 'normalized_value': 'M25-50518', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.623203+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000109,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,109,"5528 Mcculloch Avenue Unit F , Temple City, California 91780",8573-013-008,M25-50519,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit F , Temple City, California 91780",8573-013-008,M25-50519,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit F , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit F , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50519', 'normalized_value': 'M25-50519', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.623431+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000110,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,110,"5528 Mcculloch Avenue Unit G , Temple City, California 91780",8573-013-008,M25-50520,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit G , Temple City, California 91780",8573-013-008,M25-50520,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit G , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit G , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50520', 'normalized_value': 'M25-50520', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.623711+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000111,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,111,"5528 Mcculloch Avenue Unit H , Temple City, California 91780",8573-013-008,M25-50521,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit H , Temple City, California 91780",8573-013-008,M25-50521,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit H , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit H , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50521', 'normalized_value': 'M25-50521', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.623962+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000112,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,112,"5528 Mcculloch Avenue Unit I , Temple City, California 91780",8573-013-008,M25-50522,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit I , Temple City, California 91780",8573-013-008,M25-50522,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit I , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit I , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50522', 'normalized_value': 'M25-50522', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.624210+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
run_20260625_171326_677_row_000113,run_20260625_171326_677,run_20260625_171326_677_input,run_20260625_171326_677_csv,113,"5528 Mcculloch Avenue Unit J , Temple City, California 91780",8573-013-008,M25-50523,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,$0,Issued,11-13-2025,11-13-2025,Sarann A/C,Mechanical,"5528 Mcculloch Avenue Unit J , Temple City, California 91780",8573-013-008,M25-50523,Mechanical,INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT,0.0,Issued,2025-11-13,2025-11-13,Sarann A/C,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5528 Mcculloch Avenue Unit J , Temple City, California 91780', 'normalized_value': '5528 Mcculloch Avenue Unit J , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8573-013-008', 'normalized_value': '8573-013-008', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-50523', 'normalized_value': 'M25-50523', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'normalized_value': 'INSTALL HVAC SYSTEM FOR A NEW RESIDENTIAL UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '11-13-2025', 'normalized_value': '2025-11-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Sarann A/C', 'normalized_value': 'Sarann A/C', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.624474+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,mechanical,le_1
