Address                                                              , Parcel No   , Permit No   , Permit Type  , Bldg Permit Subtype      , Work Description                                                                                                                                                                                                                                                                                                                                                                                                              , Valuation     , Permit Status, Application Date, Issue Date, Expire Date, Final Date, Contractor
"6207 Temple City Boulevard Unit A-B , Temple City, California 91780", 5385-011-009, B25-48278   , Building     , RR Residential Alteration, TEAR OFF EXISTING ROOF AND REROOF TO NEW COMPOSITION SHINGLES                                                                                                                                                                                                                                                                                                                                                                 , "$11,500 "    , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , Royalty Roofing Inc.
"8630 Hermosa Drive, San Gabriel, California 91775"                  , 5387-006-018, B25-48281   , Building     , FS Fire Sprinkler        , INSTALL FIRE SPRINKLER SYSTEM FOR A NEW SINGLE FAMILY DWELLING                                                                                                                                                                                                                                                                                                                                                                , "$4,000 "     , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , United Fire & Safety Corp.
"8616 Garibaldi Avenue Unit B , San Gabriel, California 91775"       , 5386-014-073, E25-48274   , Electrical   ,                          , (3) OUTLETS AND (4) LIGHT FIXTURES FOR THE SUNROOM                                                                                                                                                                                                                                                                                                                                                                            , $0            , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , Vision Sunrooms and Patio Covers
"10832 Arrowood Street, Temple City, California 91780"               , 8574-006-008, E25-48280   , Electrical   ,                          , UPGRADE FROM 100 AMP TO 200 AMP SERVICE PANEL                                                                                                                                                                                                                                                                                                                                                                                 , $0            , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , Owner-Builder
"6252 North Muscatel Avenue, San Gabriel, California 91775"          , 5386-010-007, E25-48284   , Electrical   ,                          , INSTALL ONE LEVEL (2) EV CHARGE IN GARAGE OFF A 200 AMP PANEL.                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , Owner-Builder
"5327 Barela Avenue, Temple City, California 91780"                  , 8589-002-007, P25-48269   , Plumbing     ,                          , WATER MAIN LINE REPAIR                                                                                                                                                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/13/2025       , 1/13/2025 , 1/13/2026  ,           , High Speed Rooter & Plumbing
"5950 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, B24-47801   , Building     , NR New Residential       , "CONVERT EXISTING 562.3 SQ.FT. DETACHED GARAGE INTO ACCESSORY DWELLING UNIT: TWO BEDROOMS, ONE BATHROOM AND KITCHEN "                                                                                                                                                                                                                                                                                                         , "$80,000 "    , Issued       , 10/24/2024      , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5952 Cloverly Avenue Unit B, Temple City, California 91780"         , 8587-013-025, B24-47802   , Building     , NR New Residential       , "CONVERT EXISTING 510.3 SQ.FT. ATTACHED GARAGE INTO ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE BATHROOM AND KITCHEN "                                                                                                                                                                                                                                                                                                          , "$70,000 "    , Issued       , 10/24/2024      , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"9432 Emperor Avenue Unit A , Temple City, California 91780"         , 5382-010-052, B25-48224   , Building     , CB Combo Building        , (N) ROOF PV SYSTEM; 3.690 KW. (9) MODULES AND (9) MICRO-INVERTERS                                                                                                                                                                                                                                                                                                                                                             , "$9,000 "     , Issued       , 1/6/2025        , 1/14/2025 , 1/14/2026  ,           , South West Sun Solar Inc. dba SWSS Electrical
"9432 Emperor Avenue Unit B , Temple City, California 91780"         , 5382-010-052, B25-48225   , Building     , CB Combo Building        , (N) ROOF PV SYSTEM; 3.280 KW. (8) MODULES AND (8) MICRO-INVERTERS                                                                                                                                                                                                                                                                                                                                                             , "$8,000 "     , Issued       , 1/6/2025        , 1/14/2025 , 1/14/2026  ,           , South West Sun Solar Inc. dba SWSS Electrical
"9808 Broadway, Temple City, California 91780"                       , 8588-016-002, B25-48285   , Building     , RR Residential Alteration, MAIN HOUSE - REMOVE  OLD SHINGLES AND INSTALL EVERBILT (4 FT X 250 FT) SYNTHETIC ROOFING UNDERLAYMENT CONTRACTOR GRADE OWENS CORNING TRUDEFINITION COOL PLUS COOPER TRAIL ARCHITECTURAL SHINGLES (32.8 SQ.FT)                                                                                                                                                                                                                 , "$5,000 "     , Finaled      , 1/14/2025       , 1/14/2025 , 1/14/2026  , 1/15/2025 , Owner-Builder
"9808 Broadway, Temple City, California 91780"                       , 8588-016-002, B25-48286   , Building     , OT Other                 , DETACHED GARAGE - REMOVE  OLD SHINGLES AND INSTALL EVERBILT (4 FT X 250 FT) SYNTHETIC ROOFING UNDERLAYMENT CONTRACTOR GRADE OWENS CORNING TRUDEFINITION COOL PLUS COOPER TRAIL ARCHITECTURAL SHINGLES (32.8 SQ.FT)                                                                                                                                                                                                            , "$2,000 "     , Finaled      , 1/14/2025       , 1/14/2025 , 1/14/2026  , 1/15/2025 , Owner-Builder
"5950 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, E25-48287   , Electrical   ,                          , "(5) BRANCH CIRCUITS, (1) BRANCH CIRCUIT LIGHTING (55) OUTLETS, FAU/AC GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, WASHING MACHINE, EXHAUST FAN WITH 100 AMP SERVICE PANEL FOR A DETACHED ACCESSORY DWELLING UNIT "                                                                                                                                                                                                             , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5952 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, E25-48290   , Electrical   ,                          , "(4) BRANCH CIRCUIT, (1) BRANCH CIRCUIT LIGHT, (40) OUTLETS, AC UNIT, GARBAGE DISPOSAL, DISH WASHER, RANGE HOOD, WASHING MACHINE, EXHAUST FAN WITH 100 AMP SERVICE PANEL FOR A ATTACHED  ACCESSORY DWELLING UNIT "                                                                                                                                                                                                            , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5950 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, M25-48288   , Mechanical   ,                          , "INSTALL HVAC, AIR INLETS AND VENTILATION FANS FOR A DETACHED ACCESSORY DWELLING UNIT "                                                                                                                                                                                                                                                                                                                                       , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5952 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, M25-48291   , Mechanical   ,                          , INSTALL A MINI SPLIT SYSTEM AND VENTILATION FANS FOR A ATTACHED ACCESSORY DWELLING UNIT                                                                                                                                                                                                                                                                                                                                       , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5950 Cloverly Avenue Unit B , Temple City, California 91780"        , 8587-013-025, P25-48289   , Plumbing     ,                          , "BATHTUB, CLOTHES WASHER, DISH WASHER, HOSE BIBB, LAVATORY, SINK, WATER CLOSET, WATER HEATER, GAS LINES, GAS LINE AND CONNECT DETACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER "                                                                                                                                                                                                                                              , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"5952 Cloverly Avenue Unit B, Temple City, California 91780"         , 8587-013-025, P25-48292   , Plumbing     ,                          , "BATHTUB, CLOTHES WASHER, DISH WASHER, HOSE BIBB, LAVATORY, SINK, WATER CLOSET, WATER HEATER, GAS LINE, WATER MAIN AND CONNECT ATTACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER "                                                                                                                                                                                                                                             , $0            , Issued       , 1/14/2025       , 1/14/2025 , 1/14/2026  ,           , Wynmoor Construction Inc.
"4447 Ellis Lane Unit A , Temple City, California 91780"             , 8592-001-014, B24-48146   , Building     , CB Combo Building        , INSTALL 4.8 KW DC ROOF MOUNTED PV SYSTEM (12) ZNSHINE-400/M PANELS. (6) APS DS3-L INVERTER                                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 12/18/2024      , 1/15/2025 , 1/15/2026  ,           , Sun Microgrid Solar Inc.
"4447 Ellis Lane Unit B , Temple City, California 91780"             , 8592-001-014, B24-48147   , Building     , CB Combo Building        , INSTALL 4.8 KW DC ROOF MOUNTED PV SYSTEM (12) ZNSHINE-400/M PANELS. (6) APS DS3-L INVERTER                                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 12/18/2024      , 1/15/2025 , 1/15/2026  ,           , Sun Microgrid Solar Inc.
"4449 Ellis Lane Unit A, Temple City, California 91780"              , 8592-001-014, B24-48148   , Building     , CB Combo Building        , INSTALL 4.8 KW DC ROOF MOUNTED PV SYSTEM (12) ZNSHINE-400/M PANELS. (6) APS DS3-L INVERTER                                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 12/18/2024      , 1/15/2025 , 1/15/2026  ,           , Sun Microgrid Solar Inc.
"4449 Ellis Lane Unit B , Temple City, California 91780"             , 8592-001-014, B24-48149   , Building     , CB Combo Building        , INSTALL 4.8 KW DC ROOF MOUNTED PV SYSTEM (12) ZNSHINE-400/M PANELS. (6) APS DS3-L INVERTER                                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 12/18/2024      , 1/15/2025 , 1/15/2026  ,           , Sun Microgrid Solar Inc.
"6019 Kauffman Avenue, Temple City, California 91780"                , 5385-018-010, B25-48283   , Building     , CB Combo Building        , INSTALL 2.87 KW ROOF MOUNTED SOLAR SYSTEM. (7) MODULES WITH (7) MICRO-INVERTERS                                                                                                                                                                                                                                                                                                                                               , "$7,000 "     , Issued       , 1/13/2025       , 1/15/2025 , 1/15/2026  ,           , Sun Bees Group dba True Power Solar
"4807 Cloverly Avenue, Temple City, California 91780"                , 8590-021-001, B25-48293   , Building     , OT Other                 , SUPPLEMENTAL PERMIT TEAR OFF EXISTING ROOF AND RE ROOF WITH SHINGLES ON THE HOUSE AND DETACHED GARAGE (SEE ALSO PERMIT # B24-47930)                                                                                                                                                                                                                                                                                           , $0            , Finaled      , 1/14/2025       , 1/15/2025 , 1/15/2026  , 1/21/2025 , Owner-Builder
"5004 Pal Mal Avenue, Temple City, California 91780"                 , 8585-030-022, B25-48297   , Building     , CB Combo Building        , INSTALL 12.800 DC KW ROOF MOUNT SOLAR SYSTEM. (32) MODULES WITH (32) MICRO-INVERTERS (NO BATTERY)                                                                                                                                                                                                                                                                                                                             , "$20,000 "    , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , R.E.T.  Construction Corporation
"5475 Temple City Boulevard, Temple City, California 91780"          , 8588-026-010, B25-48304   , Building     , OT Other                 , TEAR OFF AND RE-ROOFING OF A DETACHED 3-CAR GARAGE OF COMPO SHINGLE ROOF                                                                                                                                                                                                                                                                                                                                                      , "$5,000 "     , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , "Good Tidings Construction, Inc. "
"10708 Lora Street, Temple City, California 91780"                   , 8574-001-017, B25-48305   , Building     , RR Residential Alteration, REMODEL (2) EXISTING BATHROOMS & REPLACE (1) WINDOW IN BATHROOM                                                                                                                                                                                                                                                                                                                                                               , "$16,000 "    , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , Owner-Builder
"5217 Golden West Avenue, Temple City, California 91780"             , 8589-010-003, B25-48312   , Building     , CB Combo Building        , NEW 4.40 KW DC ROOF MOUNT PV SYSTEM WITH (11) MODULES AND (1) INVERTER                                                                                                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , Zaith Construction Group dba Clean-Power 2N
"6263 Ivar Avenue, Temple City, California 91780"                    , 5386-010-029, E25-48302   , Electrical   ,                          , HARDWIRE INSTALLATION OF LEVEL 2 EV CHARGER AT DRIVEWAY                                                                                                                                                                                                                                                                                                                                                                       , $0            , Finaled      , 1/15/2025       , 1/15/2025 , 1/15/2026  , 1/23/2025 , Owner-Builder
"10708 Lora Street, Temple City, California 91780"                   , 8574-001-017, E25-48306   , Electrical   ,                          , (9) OUTLETS FOR (2) BATHROOMS REMODEL                                                                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , Owner-Builder
"5717 Golden West Avenue, Temple City, California 91780"             , 8589-010-003, E25-48313   , Electrical   ,                          , SERVICE PANEL UPGRADE                                                                                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , Zaith Construction Group dba Clean-Power 2N
"10708 Lora Street, Temple City, California 91780"                   , 8574-001-017, M25-48307   , Mechanical   ,                          , (2) VENTILATION FANS FOR (2) BATHROOMS REMODEL                                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , 
"10708 Lora Street, Temple City, California 91780"                   , 8574-001-017, P25-48308   , Plumbing     ,                          , "BATHTUB/SHOWER, LAVATORIES AND WATER CLOSETS FOR (2) BATHROOMS REMODEL "                                                                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/15/2025       , 1/15/2025 , 1/15/2026  ,           , Owner-Builder
"4855 Halifax Road, Temple City, California 91780"                   , 8585-017-031, B25-48240   , Building     , CB Combo Building        , ROOF MOUNT PV SOLAR SYSTEM 9.085 KW (23) MODULES WITH (2) ESS SYSTEM                                                                                                                                                                                                                                                                                                                                                          , "$60,000 "    , Issued       , 1/7/2025        , 1/16/2025 , 1/16/2026  ,           , EJ Construction
"4935 Alessandro Avenue, Temple City, California 91780"              , 8590-025-002, B25-48242   , Building     , CB Combo Building        , ROOF MOUNT PV SOLAR SYSTEM 13.43 KW (18) SOLAR PANELS ON ROOF AND (16) SOLAR PANELS ON PATIO WITH (2) TESLA POWERWALL3                                                                                                                                                                                                                                                                                                        , "$70,000 "    , Issued       , 1/7/2025        , 1/16/2025 , 1/16/2026  ,           , EJ Construction
"6153 Oak Avenue, Temple City, California 91780"                     , 5385-002-006, B25-48315   , Building     , RR Residential Alteration, TEAR OFF AND REROOF 30 SQ.FT. COMPO SHINGLES HOUSE AND ATTACHED GARAGE COLOR: FOREST BROWN COLOR CRRC # 0890-0018A                                                                                                                                                                                                                                                                                                            , "$8,000 "     , Issued       , 1/16/2025       , 1/16/2025 , 1/16/2026  ,           , Sol Roofing
"4855 Halifax Road Unit B , Temple City, California 91780"           , 8585-017-031, E25-48241   , Electrical   ,                          , (2) ESS SYSTEM                                                                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/7/2025        , 1/16/2025 , 1/16/2026  ,           , EJ Construction
"4935 Alessandro Avenue, Temple City, California 91780"              , 8590-025-002, E25-48243   , Electrical   ,                          , (2) TESLA POWERWALL 3                                                                                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/7/2025        , 1/16/2025 , 1/16/2026  ,           , EJ Construction
"6443 Loma Avenue, Temple City, California 91780"                    , 5382-018-018, E25-48316   , Electrical   ,                          , UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL 240V EV CHARGE                                                                                                                                                                                                                                                                                                                                                   , $0            , Issued       , 1/16/2025       , 1/16/2025 , 1/16/2026  ,           , JBL Electrical & Energy dba JBL Construction
"5947 Loma Avenue, Temple City, California 91780"                    , 5384-014-025, B25-48298   , Building     , RR Residential Alteration, "KITCHEN REMODEL, (11) WINDOWS CHANGE OUT AND REMOVE (E) FIREPLACE & CHIMNEY"                                                                                                                                                                                                                                                                                                                                                 , "$15,000 "    , Issued       , 1/15/2025       , 1/21/2025 , 1/21/2026  ,           , Owner-Builder
"5832 Alessandro Avenue, Temple City, California 91780"              , 8587-006-019, B25-48319   , Building     , RR Residential Alteration, MAIN HOUSE - TEAR OFF AND REROOF INSTALL PLYWOOD REPLACE DAMAGED FASCIA NEW SINGLES GAF SYNTHETIC UNDERLAYMENT 19 SQUARES                                                                                                                                                                                                                                                                                                     , "$15,000 "    , Finaled      , 1/21/2025       , 1/21/2025 , 1/21/2026  , 1/27/2025 , Hidalgo's Roofing
"5832 Alessandro Avenue, Temple City, California 91780"              , 8587-006-019, B25-48320   , Building     , OT Other                 , DETACHED GARAGE - TEAR OFF AND REROOF INSTALL PLYWOOD REPLACE DAMAGED FASCIA NEW SINGLES GAF SYNTHETIC UNDERLAYMENT 400 SQUARES                                                                                                                                                                                                                                                                                               , "$2,000 "     , Finaled      , 1/21/2025       , 1/21/2025 , 1/21/2026  , 1/27/2025 , Hidalgo's Roofing
"6166 Ivar Avenue, Temple City, California 91780"                    , 5384-002-003, B25-48325   , Building     , RR Residential Alteration, "REMOVE EXISTING ROOF SHINGLE, INSTALL NEW PLYWOOD AND COOL ROOF SHINGLE "                                                                                                                                                                                                                                                                                                                                                    , "$16,780 "    , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Edward Ze Guan
"9102 Woolley Street, Temple City, California 91780"                 , 5382-023-001, B25-48328   , Building     , RR Residential Alteration, "TEAR OFF EXISTING ROOF. REPLACE DAMAGE WOOD NAIL ONE LAYER OF UNDERLAYMENT #30 NAIL 2"" X 2"" EDGE NUTS FLASHING AND VALLEYS NAIL DOWN ONE LAYER OF 30 YEARS SHINGLES "                                                                                                                                                                                                                                                      , "$13,480 "    , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Ma Rain Gutters Inc.
"5628 Heleo Avenue, Temple City, California 91780"                   , 8588-004-006, B25-48329   , Building     , RR Residential Alteration, "REMOVE EXISTING ROOFING LAYERS, INSTALL NEW PLYWOOD SHEATHING OVER EXISTING SKIP SHEATHING. INSTALL COOL ROOF COMPLIANT ASPHALT ARCHITECTURAL SHINGLES. 25 SQUARES "                                                                                                                                                                                                                                                         , "$8,000 "     , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Rainbow Paving Co. dba Rainbow Construction Group
"5417 Mcculloch Avenue, Temple City, California 91780"               , 8573-007-023, B25-48334   , Building     , RR Residential Alteration, "T/O ROOF TO SHEATHING. REPLACE WOOD AS NEEDED. INSTALL ONE LAYER SYNTHETIC UNDERLAYMENT. INSTALL CLASS ""A"" 30 YR ASPHALT COMP SHINGLES. CRRC # 0676-01319"                                                                                                                                                                                                                                                                 , "$11,900 "    , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Parkwide Industries Inc.
"9044 Hermosa Drive, Temple City, California 91780"                  , 5387-014-007, B25-48337   , Building     , RR Residential Alteration, TEAR OFF AND REROOF WITH NEW COMPOSITE SHINGLES                                                                                                                                                                                                                                                                                                                                                                               , "$10,000 "    , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Aquality Roofing
"5853 Sultana Avenue, Temple City, California 91780"                 , 5387-014-007, B25-48338   , Building     , RR Residential Alteration, TEAR OFF AND REROOF WITH NEW COMPOSITE SHINGLES                                                                                                                                                                                                                                                                                                                                                                               , "$10,000 "    , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Aquality Roofing
"5947 Loma Avenue, Temple City, California 91780"                    , 5384-014-025, E25-48299   , Electrical   ,                          , "(5) OUTLETS, (12) LIGHT FIXTURES, DISHWASHER, RANGE HOOD AND EXHAUST FAN FOR KITCHEN REMODEL "                                                                                                                                                                                                                                                                                                                               , $0            , Issued       , 1/15/2025       , 1/21/2025 , 1/21/2026  ,           , Owner-Builder
"5947 Loma Avenue, Temple City, California 91780"                    , 5384-014-025, M25-48300   , Mechanical   ,                          , VENTILATION FAN FOR KITCHEN REMODEL                                                                                                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/15/2025       , 1/21/2025 , 1/21/2026  ,           , Owner-Builder
"5947 Loma Avenue, Temple City, California 91780"                    , 5384-014-025, P25-48301   , Plumbing     ,                          , "DISHWASHER, RELOCATE WATER HEATER AND GAS LINE FOR KITCHEN REMODEL "                                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/15/2025       , 1/21/2025 , 1/21/2026  ,           , Owner-Builder
"10761 Lynrose Street, Temple City, California 91780"                , 8573-011-027, P25-48323   , Plumbing     ,                          , "INSTALL TWO-WAY CLEANOUT IN FRONT YARD 4"" ABS "                                                                                                                                                                                                                                                                                                                                                                             , $0            , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Service Hero dba Rooter Hero
"4825 Rio Hondo Avenue, Temple City, California 91780"               , 8590-029-035, P25-48324   , Plumbing     ,                          , "EXCAVATE AND INSTALL TWO-WAY CLEANOUT 4"" ABS AND PERFORM TRENCHLESS PIPE BURST TO REPLACE MAIN SEWER "                                                                                                                                                                                                                                                                                                                      , $0            , Issued       , 1/21/2025       , 1/21/2025 , 1/21/2026  ,           , Service Hero dba Rooter Hero
"9953 Las Tunas Drive, Temple City, California 91780"                , 8587-032-020, B25-48314   , Building     , CR Commercial Alteration , "SCOPE: SHINGLE DEMO (3 LAYERS) AND REROOF. MATERIAL: IKO CAMBRIDGE SHINGLES COLOR DUAL GREY CRRC: 1214-0002 AREA: 74 SQUARES = 7,400 SQ.FT. "                                                                                                                                                                                                                                                                                , "$125,000 "   , Issued       , 1/16/2025       , 1/22/2025 , 1/22/2026  ,           , JAX J CC Inc. AMS Construction
"10634 Hallwood Drive, Temple City, California 91780"                , 8585-028-017, B25-48339   , Building     , RR Residential Alteration, 14 SQUARE OF SHINGLE REROOF MAIN HOUSE SHINGLE CRRC: 0890-0015A                                                                                                                                                                                                                                                                                                                                                               , "$9,000 "     , Issued       , 1/21/2025       , 1/22/2025 , 1/22/2026  ,           , Mayan Roofing
"10634 Hallwood Drive, Temple City, California 91780"                , 8585-028-017, B25-48340   , Building     , OT Other                 , 4 SQUARE OF SHINGLE REROOF ON DETACHED GARAGE SHINGLE CRRC: 0890-0015A                                                                                                                                                                                                                                                                                                                                                        , "$3,000 "     , Issued       , 1/21/2025       , 1/22/2025 , 1/22/2026  ,           , Mayan Roofing
"5004 Pal Mal Avenue, Temple City, California 91780"                 , 8585-030-022, B25-48343   , Building     , FS Fire Sprinkler        , INSTALL FIRE SPRINKLER SYSTEM FOR A NEW SINGLE FAMILY-DWELLING                                                                                                                                                                                                                                                                                                                                                                , "$3,700 "     , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , ALBX  LLC dba USA Fire Protection
"10153 Green Street, Temple City, California 91780"                  , 8585-003-014, B25-48344   , Building     , CB Combo Building        , 8.000 KW DC MOUNT SOLAR PV SYSTEM WITH (20) LONG SOLAR: LR5-54HABB-400M 400 WMONO MODULES WITH 08 TESLA POWERWALL RSD MCI-201 TESLA POWERWALL 3 INTEGRATED INVERTER                                                                                                                                                                                                                                                           , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Current Energy LLC dba Current Construction
"10925 Wildflower Road, Temple City, California 91780"               , 8573-034-005, B25-48346   , Building     , RR Residential Alteration, BATHROOM REMODEL                                                                                                                                                                                                                                                                                                                                                                                                              , "$15,000 "    , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Mendoza Construction
"9915 Garibaldi Avenue, Temple City, California 91780"               , 5385-026-005, B25-48351   , Building     , CB Combo Building        , INSTALL (8) PVS ROOF MOUNTED SYSTEM SIZE: 3.28 KW (DC)                                                                                                                                                                                                                                                                                                                                                                        , "$8,000 "     , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Solar Solutions 4 U Inc. dba H L V Electric Co.
"9419 Kennerly Street, Temple City, California 91780"                , 8590-012-015, B25-48352   , Building     , CB Combo Building        , INSTALL (25) PVS ROOF MOUNTED SYSTEM SIZE: 10.25 KW (DC) AND (2) ENPHASE 1Q 5P-1P BATTERIES                                                                                                                                                                                                                                                                                                                                   , "$30,000 "    , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Solar Solutions 4 U Inc. dba H L V Electric Co.
"5781 Rosemead Boulevard, Temple City, California 91780"             , 5387-012-045, B25-48354   , Building     , SI Sign                  , INSTALL ONE SET OF CHANNEL LETTERS INTERNALLY ILLUMINATED BY LED LIGHTING SING AREA IS 20.15 SQ.FT. (ITAIWAN FOODS)                                                                                                                                                                                                                                                                                                           , "$4,500 "     , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Kyi Chow Shar
"6119 Rowland Avenue, Temple City, California 91780"                 , 5385-024-043, B25-48356   , Building     , RR Residential Alteration, "TILE RESET, 29 SQ'S OVER-EXISTING SHEATHING, MAIN HOUSE AND ATTACHED GARAGE "                                                                                                                                                                                                                                                                                                                                                , "$35,155 "    , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , A and C Roofing Inc. dba Roof Repair Specialist
"9005 Pentland Street, Temple City, California 91780"                , 5388-019-019, B25-48357   , Building     , RR Residential Alteration, TEAR OFF EXISTING ROOF HOUSE 55 SQ.FT. REPLACE LUMBER AS NEEDED COVER BACK SHINGLE                                                                                                                                                                                                                                                                                                                                            , "$31,700 "    , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Shunde Roofing Inc.
"9005 Pentland Street, Temple City, California 91780"                , 5388-019-019, B25-48358   , Building     , OT Other                 , TEAR OFF EXISTING ROOF DETACHED GARAGE 17 SQ.FT. REPLACE LUMBER AS NEEDED COVER BACK SHINGLE                                                                                                                                                                                                                                                                                                                                  , "$9,800 "     , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Shunde Roofing Inc.
"9102 Woolley Street, Temple City, California 91780"                 , 5382-023-001, B25-48359   , Building     , OT Other                 , "SUPPLEMENTAL PERMIT FOR A DETACHED GARAGE TEAR OFF EXISTING ROOF. REPLACE DAMAGE WOOD NAIL ONE LAYER OF UNDERLAYMENT #30 NAIL 2"" X 2"" EDGE NUTS FLASHING AND VALLEYS NAIL DOWN ONE LAYER OF 30 YEARS SHINGLES (SEE ALSO PERMIT # B25-48328) "                                                                                                                                                                              , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Ma Rain Gutters Inc.
"10535 Freer Street, Temple City, California 91780"                  , 8585-021-034, E25-48296   , Electrical   ,                          , "RE-WIRE ENTIRE HOUSE, PROVIDE 40 AMP SUB-PANEL IN GARAGE, 100 AMP MAIN SERVICE PANEL UPGRADE TO 200 AMP "                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 1/15/2025       , 1/22/2025 , 1/22/2026  ,           , Salty Electric Corp.
"8602 Worthington Drive, San Gabriel, California 91775"              , 5386-007-051, E25-48341   , Electrical   ,                          , NEMA 14-50 PLUG IN THE GARAGE                                                                                                                                                                                                                                                                                                                                                                                                 , $0            , Issued       , 1/21/2025       , 1/22/2025 , 1/22/2026  ,           , Photonics Electric & IT Services Inc.
"10153 Green Street, Temple City, California 91780"                  , 8585-003-014, E25-48345   , Electrical   ,                          , WITH 08 TESLA POWERWALL RSD MCI-201 TESLA POWERWALL 3 INTEGRATED INVERTER                                                                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Current Energy LLC dba Current Construction
"10925 Wildflower Road, Temple City, California 91780"               , 8573-034-005, E25-48347   , Electrical   ,                          , (7) OUTLETS AND (3) LIGHT FIXTURES FOR A BATHROOM REMODEL                                                                                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Mendoza Construction
"5408 Parmerton Avenue, Temple City, California 91780"               , 8573-007-008, E25-48349   , Electrical   ,                          , UPGRADE TO 200 AMP SERVICE PANEL                                                                                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Sheng Development Inc.
