raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,permit_number,building_type,permit_type,const_type,valuation,total_sf,total_units,permit_class,permit_class_clean,permit_number_normalized,building_type_normalized,permit_type_normalized,const_type_normalized,valuation_normalized,total_sf_normalized,total_units_normalized,permit_class_normalized,validation,validation_record_status,validation_building_type_status,validation_const_type_status,validation_permit_class_status,validation_permit_number_status,validation_permit_type_status,validation_total_sf_status,validation_total_units_status,validation_valuation_status,valuation_bucket,total_units_group,total_sf_nonzero
run_20260621_165055_31_row_002511,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2511,PRFW20250413919,1 to 2 Family,Fence,Addition,18900,0,1,Not Identified,,PRFW20250413919,1 to 2 Family,Fence,Addition,18900.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250413919', 'normalized_value': 'PRFW20250413919', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '18900', 'normalized_value': 18900.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.860077+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,1,zero
run_20260621_165055_31_row_002512,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2512,PRFW20250413976,1 to 2 Family,Fence,New Construction,2000,0,1,Not Identified,,PRFW20250413976,1 to 2 Family,Fence,New Construction,2000.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250413976', 'normalized_value': 'PRFW20250413976', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '2000', 'normalized_value': 2000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.860326+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002513,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2513,PRFW20250414013,1 to 2 Family,Fence,New Construction,3000,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414013,1 to 2 Family,Fence,New Construction,3000.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414013', 'normalized_value': 'PRFW20250414013', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '3000', 'normalized_value': 3000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.860632+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002514,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2514,PRFW20250414015,1 to 2 Family,Fence,Addition,8700,0,0,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414015,1 to 2 Family,Fence,Addition,8700.0,0.0,0.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414015', 'normalized_value': 'PRFW20250414015', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '8700', 'normalized_value': 8700.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.860882+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_002515,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2515,PRFW20250414149,1 to 2 Family,Fence,,1000,0,1,Not Identified,,PRFW20250414149,1 to 2 Family,Fence,,1000.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414149', 'normalized_value': 'PRFW20250414149', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'missing', 'raw_value': None, 'normalized_value': None, 'messages': ['Field is missing']}, 'valuation': {'status': 'valid', 'raw_value': '1000', 'normalized_value': 1000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.861082+00:00'}",valid,valid,missing,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002516,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2516,PRFW20250414185,1 to 2 Family,Fence,New Construction,700,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414185,1 to 2 Family,Fence,New Construction,700.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414185', 'normalized_value': 'PRFW20250414185', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '700', 'normalized_value': 700.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.861342+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,2_999,1,zero
run_20260621_165055_31_row_002517,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2517,PRFW20250414213,1 to 2 Family,Fence,Addition,4102,0,1,Not Identified,,PRFW20250414213,1 to 2 Family,Fence,Addition,4102.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414213', 'normalized_value': 'PRFW20250414213', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '4102', 'normalized_value': 4102.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.861566+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002518,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2518,PRFW20250414345,1 to 2 Family,Fence,New Construction,9000,0,1,Not Identified,,PRFW20250414345,1 to 2 Family,Fence,New Construction,9000.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414345', 'normalized_value': 'PRFW20250414345', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '9000', 'normalized_value': 9000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.861711+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002519,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2519,PRFW20250414446,1 to 2 Family,Fence,New Construction,500,0,1,Not Identified,,PRFW20250414446,1 to 2 Family,Fence,New Construction,500.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414446', 'normalized_value': 'PRFW20250414446', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '500', 'normalized_value': 500.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.861850+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,2_999,1,zero
run_20260621_165055_31_row_002520,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2520,PRFW20250414456,1 to 2 Family,Fence,New Construction,3800,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414456,1 to 2 Family,Fence,New Construction,3800.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414456', 'normalized_value': 'PRFW20250414456', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '3800', 'normalized_value': 3800.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.861979+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002521,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2521,PRFW20250414485,1 to 2 Family,Fence,Addition,9000,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414485,1 to 2 Family,Fence,Addition,9000.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414485', 'normalized_value': 'PRFW20250414485', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '9000', 'normalized_value': 9000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.862121+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002522,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2522,PRFW20250414562,1 to 2 Family,Fence,Alteration/Remodel,2147,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414562,1 to 2 Family,Fence,Alteration/Remodel,2147.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414562', 'normalized_value': 'PRFW20250414562', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '2147', 'normalized_value': 2147.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.862279+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002523,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2523,PRFW20250414569,1 to 2 Family,Fence,Addition,26000,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414569,1 to 2 Family,Fence,Addition,26000.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414569', 'normalized_value': 'PRFW20250414569', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '26000', 'normalized_value': 26000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.862416+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,10000_99999,1,zero
run_20260621_165055_31_row_002524,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2524,PRFW20250414739,1 to 2 Family,Fence,Addition,5200,0,1,Not Identified,,PRFW20250414739,1 to 2 Family,Fence,Addition,5200.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414739', 'normalized_value': 'PRFW20250414739', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '5200', 'normalized_value': 5200.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.862557+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002525,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2525,PRFW20250414750,1 to 2 Family,Fence,Addition,2200,0,1,Not Identified,,PRFW20250414750,1 to 2 Family,Fence,Addition,2200.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414750', 'normalized_value': 'PRFW20250414750', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '2200', 'normalized_value': 2200.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.862766+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002526,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2526,PRFW20250414754,1 to 2 Family,Fence,Addition,2200,0,1,Not Identified,,PRFW20250414754,1 to 2 Family,Fence,Addition,2200.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414754', 'normalized_value': 'PRFW20250414754', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '2200', 'normalized_value': 2200.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.862922+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002527,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2527,PRFW20250414771,1 to 2 Family,Fence,Addition,2000,0,1,Not Identified,,PRFW20250414771,1 to 2 Family,Fence,Addition,2000.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414771', 'normalized_value': 'PRFW20250414771', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Addition', 'normalized_value': 'Addition', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '2000', 'normalized_value': 2000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.863107+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002528,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2528,PRFW20250414795,1 to 2 Family,Fence,,1900,0,1,Not Identified,,PRFW20250414795,1 to 2 Family,Fence,,1900.0,0.0,1.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414795', 'normalized_value': 'PRFW20250414795', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'missing', 'raw_value': None, 'normalized_value': None, 'messages': ['Field is missing']}, 'valuation': {'status': 'valid', 'raw_value': '1900', 'normalized_value': 1900.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.863250+00:00'}",valid,valid,missing,missing,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002529,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2529,PRFW20250414867,1 to 2 Family,Fence,New Construction,8000,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414867,1 to 2 Family,Fence,New Construction,8000.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414867', 'normalized_value': 'PRFW20250414867', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'New Construction', 'normalized_value': 'New Construction', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '8000', 'normalized_value': 8000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.863469+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_002530,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,2530,PRFW20250414894,1 to 2 Family,Fence,Alteration/Remodel,3273,0,1,Res.1&2 or Guest House,Res.1&2 or Guest House,PRFW20250414894,1 to 2 Family,Fence,Alteration/Remodel,3273.0,0.0,1.0,Res.1&2 or Guest House,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRFW20250414894', 'normalized_value': 'PRFW20250414894', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Fence', 'normalized_value': 'Fence', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '3273', 'normalized_value': 3273.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Res.1&2 or Guest House', 'normalized_value': 'Res.1&2 or Guest House', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.863628+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
